model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_dense_latency,n_inputs_latency,sequence_length_latency,dense_size_latency,reuse_factor_1,latency_min,latency_max
32924,Fit,21,128,128,16,1,16,128,133,134
14064,Fit,18,128,128,16,1,1,128,21,22
8846,Fit,18,128,128,16,1,16,128,133,134
8848,Fit,20,128,128,16,1,1,128,21,22
38506,Fit,22,128,128,16,1,16,128,133,134
38508,Fit,24,128,128,16,1,1,128,21,22
3988,Fit,19,128,128,16,1,16,128,133,134
3990,Fit,21,128,128,16,1,1,128,21,22
33905,Fit,23,128,128,16,1,16,128,133,134
33907,Fit,25,128,128,16,1,1,128,21,22
10858,Fit,19,128,128,16,1,16,128,133,134
10860,Fit,21,128,128,16,1,1,128,21,22
24544,Fit,23,128,128,16,1,16,128,133,134
6422,Not Fit,19,128,128,16,1,1,128,21,22
43528,Not Fit,23,128,128,16,1,16,128,133,134
43530,Not Fit,25,128,128,16,1,1,128,21,22
1139,Fit,17,128,128,16,1,16,128,133,134
1145,Fit,19,128,128,16,1,1,128,21,22
36479,Fit,21,128,128,16,1,16,128,133,134
22545,Fit,17,128,128,16,1,1,128,21,22
38083,Fit,17,128,128,16,1,16,128,133,134
38089,Fit,19,128,128,16,1,1,128,21,22
8536,Fit,21,128,128,16,1,16,128,133,134
48269,Fit,18,128,128,16,1,1,128,21,22
33153,Fit,18,128,128,16,1,16,128,133,134
33159,Fit,20,128,128,16,1,1,128,21,22
3224,Fit,22,128,128,16,1,16,128,133,134
27605,Fit,18,128,128,16,1,1,128,21,22
24784,Fit,19,128,128,16,1,16,128,133,134
24790,Fit,21,128,128,16,1,1,128,21,22
11380,Fit,23,128,128,16,1,16,128,133,134
36627,Fit,19,128,128,16,1,1,128,21,22
29884,Not Fit,19,128,128,16,1,16,128,133,134
29890,Not Fit,21,128,128,16,1,1,128,21,22
16420,Not Fit,23,128,128,16,1,16,128,133,134
16426,Not Fit,25,128,128,16,1,1,128,21,22
24565,Fit,8,128,128,16,1,16,128,133,134
24567,Fit,10,128,128,16,1,1,128,21,22
10805,Fit,12,128,128,16,1,16,128,133,134
17207,Fit,8,128,128,16,1,1,128,21,22
48970,Fit,12,128,128,16,1,16,128,133,134
48972,Fit,14,128,128,16,1,1,128,21,22
571,Fit,8,128,128,16,1,16,128,133,134
573,Fit,10,128,128,16,1,1,128,21,22
35568,Fit,12,128,128,16,1,16,128,133,134
30228,Fit,9,128,128,16,1,1,128,21,22
5967,Fit,9,128,128,16,1,16,128,133,134
5969,Fit,11,128,128,16,1,1,128,21,22
40820,Not Fit,13,128,128,16,1,16,128,133,134
40822,Not Fit,15,128,128,16,1,1,128,21,22
706,Fit,10,128,128,16,1,16,128,133,134
708,Fit,12,128,128,16,1,1,128,21,22
36284,Fit,14,128,128,16,1,16,128,133,134
9539,Fit,9,128,128,16,1,1,128,21,22
44062,Fit,13,128,128,16,1,16,128,133,134
30104,Not Fit,9,128,128,16,1,1,128,21,22
24238,Fit,10,128,128,16,1,16,128,133,134
24241,Fit,12,128,128,16,1,1,128,21,22
16097,Fit,14,128,128,16,1,16,128,133,134
16100,Fit,16,128,128,16,1,1,128,21,22
19225,Not Fit,14,128,128,16,1,16,128,133,134
19228,Not Fit,16,128,128,16,1,1,128,21,22
21468,Fit,11,128,128,16,1,16,128,133,134
21470,Fit,13,128,128,16,1,1,128,21,22
28977,Fit,15,128,128,16,1,16,128,133,134
4065,Fit,11,128,128,16,1,1,128,21,22
47021,Fit,15,128,128,16,1,16,128,133,134
47023,Fit,17,128,128,16,1,1,128,21,22
21560,Fit,11,128,128,16,1,16,128,133,134
21562,Fit,13,128,128,16,1,1,128,21,22
29553,Fit,15,128,128,16,1,16,128,133,134
16180,Fit,12,128,128,16,1,1,128,21,22
15071,Fit,12,128,128,16,1,16,128,133,134
15073,Fit,14,128,128,16,1,1,128,21,22
23231,Fit,16,128,128,16,1,16,128,133,134
44092,Fit,13,128,128,16,1,1,128,21,22
9501,Fit,17,128,128,16,1,16,128,133,134
12778,Fit,13,128,128,16,1,1,128,21,22
7548,Not Fit,13,128,128,16,1,16,128,133,134
7550,Not Fit,15,128,128,16,1,1,128,21,22
41207,Fit,11,128,128,16,1,16,128,133,134
41211,Fit,13,128,128,16,1,1,128,21,22
6356,Fit,15,128,128,16,1,16,128,133,134
6360,Fit,17,128,128,16,1,1,128,21,22
24223,Fit,11,128,128,16,1,16,128,133,134
24227,Fit,13,128,128,16,1,1,128,21,22
16123,Fit,15,128,128,16,1,16,128,133,134
16127,Fit,17,128,128,16,1,1,128,21,22
44137,Fit,11,128,128,16,1,16,128,133,134
35183,Fit,12,128,128,16,1,1,128,21,22
28570,Not Fit,12,128,128,16,1,16,128,133,134
28574,Not Fit,14,128,128,16,1,1,128,21,22
20704,Not Fit,16,128,128,16,1,16,128,133,134
20708,Not Fit,18,128,128,16,1,1,128,21,22
16583,Fit,13,128,128,16,1,16,128,133,134
16587,Fit,15,128,128,16,1,1,128,21,22
30302,Fit,17,128,128,16,1,16,128,133,134
30306,Fit,19,128,128,16,1,1,128,21,22
1812,Fit,17,128,128,16,1,16,128,133,134
38009,Fit,17,128,128,16,1,1,128,21,22
22518,Fit,17,128,128,16,1,16,128,133,134
22520,Fit,19,128,128,16,1,1,128,21,22
14361,Fit,21,128,128,16,1,16,128,133,134
14363,Fit,23,128,128,16,1,1,128,21,22
21209,Fit,18,128,128,16,1,16,128,133,134
21211,Fit,20,128,128,16,1,1,128,21,22
29390,Fit,22,128,128,16,1,16,128,133,134
29392,Fit,24,128,128,16,1,1,128,21,22
27641,Fit,18,128,128,16,1,16,128,133,134
27643,Fit,20,128,128,16,1,1,128,21,22
19487,Fit,22,128,128,16,1,16,128,133,134
33177,Fit,18,128,128,16,1,1,128,21,22
48241,Fit,18,128,128,16,1,16,128,133,134
29863,Fit,19,128,128,16,1,1,128,21,22
36576,Not Fit,19,128,128,16,1,16,128,133,134
36578,Not Fit,21,128,128,16,1,1,128,21,22
1069,Not Fit,23,128,128,16,1,16,128,133,134
36067,Fit,17,128,128,16,1,1,128,21,22
19829,Fit,17,128,128,16,1,16,128,133,134
19835,Fit,19,128,128,16,1,1,128,21,22
28080,Fit,21,128,128,16,1,16,128,133,134
43439,Fit,18,128,128,16,1,1,128,21,22
41026,Fit,18,128,128,16,1,16,128,133,134
41032,Fit,20,128,128,16,1,1,128,21,22
6490,Fit,22,128,128,16,1,16,128,133,134
8809,Fit,18,128,128,16,1,1,128,21,22
45400,Fit,22,128,128,16,1,16,128,133,134
45406,Fit,24,128,128,16,1,1,128,21,22
14018,Not Fit,18,128,128,16,1,16,128,133,134
14024,Not Fit,20,128,128,16,1,1,128,21,22
22198,Not Fit,22,128,128,16,1,16,128,133,134
11002,Fit,19,128,128,16,1,1,128,21,22
6443,Fit,19,128,128,16,1,16,128,133,134
6449,Fit,21,128,128,16,1,1,128,21,22
41092,Fit,23,128,128,16,1,16,128,133,134
38773,Fit,9,128,128,16,1,1,128,21,22
45251,Fit,9,128,128,16,1,16,128,133,134
45253,Fit,11,128,128,16,1,1,128,21,22
13435,Fit,10,128,128,16,1,16,128,133,134
13437,Fit,12,128,128,16,1,1,128,21,22
21992,Not Fit,14,128,128,16,1,16,128,133,134
45586,Fit,10,128,128,16,1,1,128,21,22
37120,Not Fit,10,128,128,16,1,16,128,133,134
37123,Not Fit,12,128,128,16,1,1,128,21,22
1751,Not Fit,14,128,128,16,1,16,128,133,134
1754,Not Fit,16,128,128,16,1,1,128,21,22
6888,Fit,11,128,128,16,1,16,128,133,134
6890,Fit,13,128,128,16,1,1,128,21,22
41292,Fit,15,128,128,16,1,16,128,133,134
41294,Fit,17,128,128,16,1,1,128,21,22
29062,Fit,11,128,128,16,1,16,128,133,134
29064,Fit,13,128,128,16,1,1,128,21,22
21372,Fit,15,128,128,16,1,16,128,133,134
33972,Fit,11,128,128,16,1,1,128,21,22
46829,Fit,11,128,128,16,1,16,128,133,134
1782,Fit,12,128,128,16,1,1,128,21,22
45520,Fit,16,128,128,16,1,16,128,133,134
39612,Fit,12,128,128,16,1,1,128,21,22
31845,Fit,13,128,128,16,1,16,128,133,134
31847,Fit,15,128,128,16,1,1,128,21,22
18471,Fit,17,128,128,16,1,16,128,133,134
42812,Not Fit,13,128,128,16,1,1,128,21,22
41835,Not Fit,13,128,128,16,1,16,128,133,134
41837,Not Fit,15,128,128,16,1,1,128,21,22
7582,Not Fit,17,128,128,16,1,16,128,133,134
21947,Fit,12,128,128,16,1,1,128,21,22
21118,Not Fit,12,128,128,16,1,16,128,133,134
21122,Not Fit,14,128,128,16,1,1,128,21,22
28642,Not Fit,16,128,128,16,1,16,128,133,134
28646,Not Fit,18,128,128,16,1,1,128,21,22
9041,Fit,13,128,128,16,1,16,128,133,134
9045,Fit,15,128,128,16,1,1,128,21,22
38920,Fit,17,128,128,16,1,16,128,133,134
1573,Fit,17,128,128,16,1,1,128,21,22
45742,Fit,21,128,128,16,1,16,128,133,134
45744,Fit,23,128,128,16,1,1,128,21,22
14504,Fit,17,128,128,16,1,16,128,133,134
14506,Fit,19,128,128,16,1,1,128,21,22
23135,Fit,21,128,128,16,1,16,128,133,134
7961,Fit,17,128,128,16,1,1,128,21,22
45081,Fit,21,128,128,16,1,16,128,133,134
45083,Fit,23,128,128,16,1,1,128,21,22
6656,Fit,18,128,128,16,1,16,128,133,134
3751,Fit,18,128,128,16,1,1,128,21,22
47970,Fit,22,128,128,16,1,16,128,133,134
47972,Fit,24,128,128,16,1,1,128,21,22
19134,Not Fit,18,128,128,16,1,16,128,133,134
19136,Not Fit,20,128,128,16,1,1,128,21,22
27052,Not Fit,22,128,128,16,1,16,128,133,134
26833,Fit,19,128,128,16,1,1,128,21,22
849,Fit,19,128,128,16,1,16,128,133,134
851,Fit,21,128,128,16,1,1,128,21,22
36024,Fit,23,128,128,16,1,16,128,133,134
16793,Not Fit,19,128,128,16,1,1,128,21,22
48668,Not Fit,23,128,128,16,1,16,128,133,134
32328,Fit,17,128,128,16,1,1,128,21,22
47761,Fit,17,128,128,16,1,16,128,133,134
47767,Fit,19,128,128,16,1,1,128,21,22
28170,Fit,17,128,128,16,1,16,128,133,134
28176,Fit,19,128,128,16,1,1,128,21,22
20548,Fit,21,128,128,16,1,16,128,133,134
20554,Fit,23,128,128,16,1,1,128,21,22
27491,Fit,18,128,128,16,1,16,128,133,134
27497,Fit,20,128,128,16,1,1,128,21,22
19621,Fit,22,128,128,16,1,16,128,133,134
19627,Fit,24,128,128,16,1,1,128,21,22
21923,Fit,18,128,128,16,1,16,128,133,134
21929,Fit,20,128,128,16,1,1,128,21,22
13593,Fit,22,128,128,16,1,16,128,133,134
38817,Not Fit,18,128,128,16,1,1,128,21,22
45231,Not Fit,18,128,128,16,1,16,128,133,134
3449,Fit,19,128,128,16,1,1,128,21,22
48180,Fit,23,128,128,16,1,16,128,133,134
43727,Not Fit,19,128,128,16,1,1,128,21,22
40837,Not Fit,19,128,128,16,1,16,128,133,134
40843,Not Fit,21,128,128,16,1,1,128,21,22
5875,Not Fit,23,128,128,16,1,16,128,133,134
5881,Not Fit,25,128,128,16,1,1,128,21,22
61,Fit,8,128,128,32,1,1,128,37,38
36639,Fit,8,128,128,32,1,32,128,134,135
36640,Fit,10,128,128,32,1,1,128,37,38
1050,Fit,12,128,128,32,1,32,128,134,135
29918,Fit,8,128,128,32,1,1,128,37,38
48805,Fit,8,128,128,32,1,32,128,134,135
48806,Fit,10,128,128,32,1,1,128,37,38
5501,Fit,9,128,128,32,1,32,128,134,135
5502,Fit,11,128,128,32,1,1,128,37,38
40619,Fit,13,128,128,32,1,32,128,134,135
25405,Fit,9,128,128,32,1,1,128,37,38
40031,Not Fit,9,128,128,32,1,32,128,134,135
40032,Not Fit,11,128,128,32,1,1,128,37,38
5455,Not Fit,13,128,128,32,1,32,128,134,135
25185,Fit,10,128,128,32,1,1,128,37,38
22634,Fit,10,128,128,32,1,32,128,134,135
22635,Fit,12,128,128,32,1,1,128,37,38
14302,Not Fit,14,128,128,32,1,32,128,134,135
10934,Not Fit,8,128,128,32,1,1,128,37,38
41047,Not Fit,12,128,128,32,1,32,128,134,135
49255,Fit,9,128,128,32,1,1,128,37,38
28360,Fit,9,128,128,32,1,32,128,134,135
28362,Fit,11,128,128,32,1,1,128,37,38
32,Fit,9,128,128,32,1,32,128,134,135
34,Fit,11,128,128,32,1,1,128,37,38
35504,Fit,13,128,128,32,1,32,128,134,135
2945,Fit,10,128,128,32,1,1,128,37,38
19868,Not Fit,10,128,128,32,1,32,128,134,135
39520,Fit,11,128,128,32,1,1,128,37,38
44587,Fit,11,128,128,32,1,32,128,134,135
49148,Fit,11,128,128,32,1,1,128,37,38
28707,Fit,11,128,128,32,1,32,128,134,135
28709,Fit,13,128,128,32,1,1,128,37,38
21143,Fit,15,128,128,32,1,32,128,134,135
34336,Fit,11,128,128,32,1,1,128,37,38
47303,Fit,11,128,128,32,1,32,128,134,135
47147,Fit,12,128,128,32,1,1,128,37,38
34865,Fit,12,128,128,32,1,32,128,134,135
34867,Fit,14,128,128,32,1,1,128,37,38
5044,Fit,16,128,128,32,1,32,128,134,135
39353,Fit,12,128,128,32,1,1,128,37,38
23994,Not Fit,12,128,128,32,1,32,128,134,135
23996,Not Fit,14,128,128,32,1,1,128,37,38
15571,Not Fit,16,128,128,32,1,32,128,134,135
42397,Fit,13,128,128,32,1,1,128,37,38
6784,Fit,17,128,128,32,1,32,128,134,135
9924,Fit,11,128,128,32,1,1,128,37,38
15160,Fit,11,128,128,32,1,32,128,134,135
15162,Fit,13,128,128,32,1,1,128,37,38
23763,Fit,15,128,128,32,1,32,128,134,135
23765,Fit,17,128,128,32,1,1,128,37,38
11504,Fit,12,128,128,32,1,32,128,134,135
11506,Fit,14,128,128,32,1,1,128,37,38
25285,Fit,16,128,128,32,1,32,128,134,135
25287,Fit,18,128,128,32,1,1,128,37,38
21389,Fit,12,128,128,32,1,32,128,134,135
21391,Fit,14,128,128,32,1,1,128,37,38
29079,Fit,16,128,128,32,1,32,128,134,135
4513,Not Fit,12,128,128,32,1,1,128,37,38
46800,Not Fit,16,128,128,32,1,32,128,134,135
18828,Fit,13,128,128,32,1,1,128,37,38
1348,Not Fit,13,128,128,32,1,32,128,134,135
1350,Not Fit,15,128,128,32,1,1,128,37,38
36925,Not Fit,17,128,128,32,1,32,128,134,135
47210,Fit,17,128,128,32,1,1,128,37,38
34981,Fit,17,128,128,32,1,32,128,134,135
34985,Fit,19,128,128,32,1,1,128,37,38
4925,Fit,21,128,128,32,1,32,128,134,135
4929,Fit,23,128,128,32,1,1,128,37,38
13517,Fit,17,128,128,32,1,32,128,134,135
13521,Fit,19,128,128,32,1,1,128,37,38
21895,Fit,21,128,128,32,1,32,128,134,135
9099,Fit,17,128,128,32,1,1,128,37,38
45299,Fit,21,128,128,32,1,32,128,134,135
2765,Fit,18,128,128,32,1,1,128,37,38
47734,Fit,22,128,128,32,1,32,128,134,135
47738,Fit,24,128,128,32,1,1,128,37,38
20570,Fit,18,128,128,32,1,32,128,134,135
20574,Fit,20,128,128,32,1,1,128,37,38
28192,Fit,22,128,128,32,1,32,128,134,135
28196,Fit,24,128,128,32,1,1,128,37,38
15230,Fit,19,128,128,32,1,32,128,134,135
15234,Fit,21,128,128,32,1,1,128,37,38
23736,Fit,23,128,128,32,1,32,128,134,135
23740,Fit,25,128,128,32,1,1,128,37,38
613,Fit,19,128,128,32,1,32,128,134,135
617,Fit,21,128,128,32,1,1,128,37,38
35542,Fit,23,128,128,32,1,32,128,134,135
17263,Not Fit,19,128,128,32,1,1,128,37,38
48922,Not Fit,23,128,128,32,1,32,128,134,135
48926,Not Fit,25,128,128,32,1,1,128,37,38
11782,Fit,17,128,128,32,1,32,128,134,135
11784,Fit,19,128,128,32,1,1,128,37,38
25063,Fit,21,128,128,32,1,32,128,134,135
33378,Fit,17,128,128,32,1,1,128,37,38
47918,Fit,17,128,128,32,1,32,128,134,135
47920,Fit,19,128,128,32,1,1,128,37,38
27139,Fit,17,128,128,32,1,32,128,134,135
27141,Fit,19,128,128,32,1,1,128,37,38
19158,Fit,21,128,128,32,1,32,128,134,135
17639,Fit,18,128,128,32,1,1,128,37,38
23111,Fit,18,128,128,32,1,32,128,134,135
23113,Fit,20,128,128,32,1,1,128,37,38
14480,Fit,22,128,128,32,1,32,128,134,135
37919,Not Fit,18,128,128,32,1,1,128,37,38
45171,Not Fit,18,128,128,32,1,32,128,134,135
45173,Not Fit,20,128,128,32,1,1,128,37,38
35296,Fit,19,128,128,32,1,32,128,134,135
35298,Fit,21,128,128,32,1,1,128,37,38
224,Fit,23,128,128,32,1,32,128,134,135
43188,Not Fit,19,128,128,32,1,1,128,37,38
40571,Not Fit,19,128,128,32,1,32,128,134,135
40573,Not Fit,21,128,128,32,1,1,128,37,38
5518,Not Fit,23,128,128,32,1,32,128,134,135
5520,Not Fit,25,128,128,32,1,1,128,37,38
35920,Not Fit,8,128,128,32,1,32,128,134,135
6476,Not Fit,8,128,128,32,1,1,128,37,38
43453,Not Fit,12,128,128,32,1,32,128,134,135
43454,Not Fit,14,128,128,32,1,1,128,37,38
10913,Not Fit,8,128,128,32,1,32,128,134,135
10914,Not Fit,10,128,128,32,1,1,128,37,38
24478,Not Fit,12,128,128,32,1,32,128,134,135
40213,Fit,9,128,128,32,1,1,128,37,38
43367,Fit,9,128,128,32,1,32,128,134,135
43368,Fit,11,128,128,32,1,1,128,37,38
17370,Not Fit,9,128,128,32,1,32,128,134,135
17371,Not Fit,11,128,128,32,1,1,128,37,38
31118,Not Fit,13,128,128,32,1,32,128,134,135
31119,Not Fit,15,128,128,32,1,1,128,37,38
11964,Fit,10,128,128,32,1,32,128,134,135
11965,Fit,12,128,128,32,1,1,128,37,38
25637,Fit,14,128,128,32,1,32,128,134,135
47320,Fit,10,128,128,32,1,1,128,37,38
34312,Fit,10,128,128,32,1,32,128,134,135
34314,Fit,12,128,128,32,1,1,128,37,38
4812,Fit,14,128,128,32,1,32,128,134,135
4814,Fit,16,128,128,32,1,1,128,37,38
10425,Fit,11,128,128,32,1,32,128,134,135
10427,Fit,13,128,128,32,1,1,128,37,38
39798,Fit,15,128,128,32,1,32,128,134,135
15188,Fit,11,128,128,32,1,1,128,37,38
9934,Fit,11,128,128,32,1,32,128,134,135
9936,Fit,13,128,128,32,1,1,128,37,38
39624,Fit,15,128,128,32,1,32,128,134,135
4750,Fit,12,128,128,32,1,1,128,37,38
47404,Fit,16,128,128,32,1,32,128,134,135
47406,Fit,18,128,128,32,1,1,128,37,38
4457,Fit,12,128,128,32,1,32,128,134,135
4459,Fit,14,128,128,32,1,1,128,37,38
34000,Fit,16,128,128,32,1,32,128,134,135
34002,Fit,18,128,128,32,1,1,128,37,38
28732,Fit,13,128,128,32,1,32,128,134,135
28734,Fit,15,128,128,32,1,1,128,37,38
21100,Fit,17,128,128,32,1,32,128,134,135
1412,Fit,13,128,128,32,1,1,128,37,38
45865,Not Fit,17,128,128,32,1,32,128,134,135
45867,Not Fit,19,128,128,32,1,1,128,37,38
18854,Not Fit,13,128,128,32,1,32,128,134,135
18856,Not Fit,15,128,128,32,1,1,128,37,38
32131,Not Fit,17,128,128,32,1,32,128,134,135
49079,Not Fit,11,128,128,32,1,1,128,37,38
30632,Not Fit,11,128,128,32,1,32,128,134,135
47348,Not Fit,11,128,128,32,1,1,128,37,38
34297,Not Fit,11,128,128,32,1,32,128,134,135
34299,Not Fit,13,128,128,32,1,1,128,37,38
49160,Not Fit,11,128,128,32,1,32,128,134,135
44017,Not Fit,12,128,128,32,1,1,128,37,38
39366,Not Fit,12,128,128,32,1,32,128,134,135
39368,Not Fit,14,128,128,32,1,1,128,37,38
9628,Not Fit,16,128,128,32,1,32,128,134,135
9630,Not Fit,18,128,128,32,1,1,128,37,38
5202,Fit,13,128,128,32,1,32,128,134,135
5204,Fit,15,128,128,32,1,1,128,37,38
40111,Fit,17,128,128,32,1,32,128,134,135
40113,Fit,19,128,128,32,1,1,128,37,38
26771,Not Fit,13,128,128,32,1,32,128,134,135
26773,Not Fit,15,128,128,32,1,1,128,37,38
13271,Not Fit,17,128,128,32,1,32,128,134,135
13273,Not Fit,19,128,128,32,1,1,128,37,38
42411,Not Fit,13,128,128,32,1,32,128,134,135
4610,Fit,17,128,128,32,1,1,128,37,38
47510,Fit,21,128,128,32,1,32,128,134,135
47994,Fit,17,128,128,32,1,1,128,37,38
33337,Fit,17,128,128,32,1,32,128,134,135
33341,Fit,19,128,128,32,1,1,128,37,38
3722,Fit,21,128,128,32,1,32,128,134,135
3726,Fit,23,128,128,32,1,1,128,37,38
10403,Fit,18,128,128,32,1,32,128,134,135
10407,Fit,20,128,128,32,1,1,128,37,38
39879,Fit,22,128,128,32,1,32,128,134,135
45106,Fit,18,128,128,32,1,1,128,37,38
37936,Fit,18,128,128,32,1,32,128,134,135
37940,Fit,20,128,128,32,1,1,128,37,38
7933,Fit,22,128,128,32,1,32,128,134,135
40549,Fit,19,128,128,32,1,1,128,37,38
43206,Fit,19,128,128,32,1,32,128,134,135
43210,Fit,21,128,128,32,1,1,128,37,38
25340,Not Fit,19,128,128,32,1,32,128,134,135
25344,Not Fit,21,128,128,32,1,1,128,37,38
11427,Not Fit,23,128,128,32,1,32,128,134,135
25388,Fit,17,128,128,32,1,1,128,37,38
9119,Fit,17,128,128,32,1,32,128,134,135
9121,Fit,19,128,128,32,1,1,128,37,38
38834,Fit,21,128,128,32,1,32,128,134,135
49011,Fit,18,128,128,32,1,1,128,37,38
30469,Fit,18,128,128,32,1,32,128,134,135
30471,Fit,20,128,128,32,1,1,128,37,38
17185,Fit,22,128,128,32,1,32,128,134,135
20527,Fit,18,128,128,32,1,1,128,37,38
2700,Not Fit,18,128,128,32,1,32,128,134,135
2702,Not Fit,20,128,128,32,1,1,128,37,38
32346,Not Fit,22,128,128,32,1,32,128,134,135
513,Fit,19,128,128,32,1,1,128,37,38
46333,Fit,23,128,128,32,1,32,128,134,135
46335,Fit,25,128,128,32,1,1,128,37,38
17285,Fit,19,128,128,32,1,32,128,134,135
17287,Fit,21,128,128,32,1,1,128,37,38
30426,Not Fit,23,128,128,32,1,32,128,134,135
641,Not Fit,19,128,128,32,1,1,128,37,38
46248,Not Fit,23,128,128,32,1,32,128,134,135
28049,Not Fit,9,128,128,32,1,1,128,37,38
32810,Not Fit,14,128,128,32,1,32,128,134,135
7715,Not Fit,9,128,128,32,1,1,128,37,38
42684,Not Fit,13,128,128,32,1,32,128,134,135
42686,Not Fit,15,128,128,32,1,1,128,37,38
25861,Not Fit,10,128,128,32,1,32,128,134,135
25863,Not Fit,12,128,128,32,1,1,128,37,38
12494,Not Fit,14,128,128,32,1,32,128,134,135
12496,Not Fit,16,128,128,32,1,1,128,37,38
18233,Not Fit,11,128,128,32,1,32,128,134,135
18235,Not Fit,13,128,128,32,1,1,128,37,38
31513,Not Fit,15,128,128,32,1,32,128,134,135
44320,Not Fit,11,128,128,32,1,1,128,37,38
39651,Not Fit,11,128,128,32,1,32,128,134,135
39653,Not Fit,13,128,128,32,1,1,128,37,38
10566,Not Fit,15,128,128,32,1,32,128,134,135
29570,Not Fit,12,128,128,32,1,1,128,37,38
49352,Not Fit,12,128,128,32,1,32,128,134,135
42594,Fit,13,128,128,32,1,1,128,37,38
7838,Fit,17,128,128,32,1,32,128,134,135
48650,Not Fit,13,128,128,32,1,1,128,37,38
18430,Not Fit,17,128,128,32,1,32,128,134,135
32851,Fit,12,128,128,32,1,1,128,37,38
19909,Fit,13,128,128,32,1,32,128,134,135
19911,Fit,15,128,128,32,1,1,128,37,38
28020,Not Fit,17,128,128,32,1,32,128,134,135
28022,Not Fit,19,128,128,32,1,1,128,37,38
42098,Not Fit,17,128,128,32,1,32,128,134,135
12302,Fit,17,128,128,32,1,1,128,37,38
3260,Fit,17,128,128,32,1,32,128,134,135
3264,Fit,19,128,128,32,1,1,128,37,38
33217,Fit,21,128,128,32,1,32,128,134,135
19464,Fit,17,128,128,32,1,1,128,37,38
17999,Fit,18,128,128,32,1,32,128,134,135
18003,Fit,20,128,128,32,1,1,128,37,38
31619,Fit,22,128,128,32,1,32,128,134,135
14339,Fit,18,128,128,32,1,1,128,37,38
8509,Not Fit,18,128,128,32,1,32,128,134,135
8513,Not Fit,20,128,128,32,1,1,128,37,38
38028,Not Fit,22,128,128,32,1,32,128,134,135
38032,Not Fit,24,128,128,32,1,1,128,37,38
12112,Fit,19,128,128,32,1,32,128,134,135
12116,Fit,21,128,128,32,1,1,128,37,38
25441,Not Fit,23,128,128,32,1,32,128,134,135
45443,Fit,17,128,128,32,1,1,128,37,38
38481,Fit,17,128,128,32,1,32,128,134,135
38483,Fit,19,128,128,32,1,1,128,37,38
8779,Not Fit,21,128,128,32,1,32,128,134,135
44911,Fit,18,128,128,32,1,1,128,37,38
37677,Fit,18,128,128,32,1,32,128,134,135
37679,Fit,20,128,128,32,1,1,128,37,38
8245,Fit,22,128,128,32,1,32,128,134,135
8247,Fit,24,128,128,32,1,1,128,37,38
32972,Fit,18,128,128,32,1,32,128,134,135
32974,Fit,20,128,128,32,1,1,128,37,38
2834,Not Fit,22,128,128,32,1,32,128,134,135
28106,Not Fit,18,128,128,32,1,1,128,37,38
49682,Not Fit,18,128,128,32,1,32,128,134,135
35460,Not Fit,19,128,128,32,1,1,128,37,38
30981,Not Fit,19,128,128,32,1,32,128,134,135
30983,Not Fit,21,128,128,32,1,1,128,37,38
17387,Not Fit,23,128,128,32,1,32,128,134,135
17389,Not Fit,25,128,128,32,1,1,128,37,38
16025,Fit,8,128,128,64,1,1,128,69,70
23451,Fit,8,128,128,64,1,64,128,133,134
23452,Fit,10,128,128,64,1,1,128,69,70
14776,Not Fit,12,128,128,64,1,64,128,133,134
39961,Fit,8,128,128,64,1,1,128,69,70
21305,Fit,9,128,128,64,1,64,128,133,134
21306,Fit,11,128,128,64,1,1,128,69,70
29142,Fit,13,128,128,64,1,64,128,133,134
34278,Fit,10,128,128,64,1,1,128,69,70
46843,Fit,10,128,128,64,1,64,128,133,134
45621,Not Fit,10,128,128,64,1,1,128,69,70
37108,Not Fit,10,128,128,64,1,64,128,133,134
37109,Not Fit,12,128,128,64,1,1,128,69,70
1767,Not Fit,14,128,128,64,1,64,128,133,134
1768,Not Fit,16,128,128,64,1,1,128,69,70
41012,Fit,9,128,128,64,1,64,128,133,134
41013,Fit,11,128,128,64,1,1,128,69,70
6535,Fit,13,128,128,64,1,64,128,133,134
6536,Fit,15,128,128,64,1,1,128,69,70
16083,Not Fit,9,128,128,64,1,64,128,133,134
16084,Not Fit,11,128,128,64,1,1,128,69,70
24285,Not Fit,13,128,128,64,1,64,128,133,134
43626,Fit,11,128,128,64,1,1,128,69,70
40745,Fit,11,128,128,64,1,64,128,133,134
40747,Fit,13,128,128,64,1,1,128,69,70
5991,Fit,15,128,128,64,1,64,128,133,134
24945,Fit,11,128,128,64,1,1,128,69,70
24425,Fit,12,128,128,64,1,64,128,133,134
24427,Fit,14,128,128,64,1,1,128,69,70
11032,Fit,16,128,128,64,1,64,128,133,134
30647,Fit,12,128,128,64,1,1,128,69,70
49090,Fit,12,128,128,64,1,64,128,133,134
46471,Not Fit,12,128,128,64,1,1,128,69,70
35906,Not Fit,12,128,128,64,1,64,128,133,134
35908,Not Fit,14,128,128,64,1,1,128,69,70
364,Not Fit,16,128,128,64,1,64,128,133,134
6465,Fit,13,128,128,64,1,1,128,69,70
43504,Fit,17,128,128,64,1,64,128,133,134
43507,Fit,19,128,128,64,1,1,128,69,70
20228,Not Fit,17,128,128,64,1,64,128,133,134
9389,Fit,11,128,128,64,1,1,128,69,70
44179,Not Fit,15,128,128,64,1,64,128,133,134
