model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_dense_latency,n_inputs_latency,sequence_length_latency,dense_size_latency,reuse_factor_1,latency_min,latency_max
26594,Fit,18,64,64,16,1,1,64,21,22
14084,Fit,18,64,64,16,1,16,64,70,71
9957,Not Fit,18,64,64,16,1,1,64,21,22
40280,Not Fit,18,64,64,16,1,16,64,70,71
40286,Not Fit,20,64,64,16,1,1,64,21,22
6573,Not Fit,22,64,64,16,1,16,64,70,71
6579,Not Fit,24,64,64,16,1,1,64,21,22
17413,Fit,19,64,64,16,1,16,64,70,71
17419,Fit,21,64,64,16,1,1,64,21,22
5764,Not Fit,23,64,64,16,1,16,64,70,71
9301,Not Fit,19,64,64,16,1,1,64,21,22
40959,Not Fit,19,64,64,16,1,16,64,70,71
48203,Not Fit,9,64,64,16,1,1,64,21,22
18414,Not Fit,13,64,64,16,1,16,64,70,71
18416,Not Fit,15,64,64,16,1,1,64,21,22
14983,Not Fit,14,64,64,16,1,16,64,70,71
14985,Not Fit,16,64,64,16,1,1,64,21,22
33657,Not Fit,14,64,64,16,1,16,64,70,71
12346,Not Fit,11,64,64,16,1,1,64,21,22
23094,Not Fit,11,64,64,16,1,16,64,70,71
23096,Not Fit,13,64,64,16,1,1,64,21,22
45152,Not Fit,15,64,64,16,1,16,64,70,71
38161,Not Fit,11,64,64,16,1,1,64,21,22
7400,Not Fit,11,64,64,16,1,16,64,70,71
7402,Not Fit,13,64,64,16,1,1,64,21,22
41415,Not Fit,15,64,64,16,1,16,64,70,71
18881,Fit,13,64,64,16,1,1,64,21,22
27291,Fit,13,64,64,16,1,16,64,70,71
27293,Fit,15,64,64,16,1,1,64,21,22
48016,Fit,17,64,64,16,1,16,64,70,71
20296,Not Fit,13,64,64,16,1,1,64,21,22
31178,Not Fit,13,64,64,16,1,16,64,70,71
34093,Fit,12,64,64,16,1,1,64,21,22
870,Fit,12,64,64,16,1,16,64,70,71
874,Fit,14,64,64,16,1,1,64,21,22
38286,Not Fit,16,64,64,16,1,16,64,70,71
41777,Fit,13,64,64,16,1,1,64,21,22
7980,Fit,13,64,64,16,1,16,64,70,71
41524,Not Fit,13,64,64,16,1,1,64,21,22
8410,Not Fit,13,64,64,16,1,16,64,70,71
8414,Not Fit,15,64,64,16,1,1,64,21,22
41064,Fit,21,64,64,16,1,16,64,70,71
47784,Fit,17,64,64,16,1,1,64,21,22
17682,Fit,21,64,64,16,1,16,64,70,71
19730,Fit,17,64,64,16,1,1,64,21,22
31861,Fit,17,64,64,16,1,16,64,70,71
31863,Fit,19,64,64,16,1,1,64,21,22
45634,Fit,21,64,64,16,1,16,64,70,71
38107,Fit,18,64,64,16,1,1,64,21,22
7294,Fit,18,64,64,16,1,16,64,70,71
7296,Fit,20,64,64,16,1,1,64,21,22
35225,Fit,23,64,64,16,1,16,64,70,71
35227,Fit,25,64,64,16,1,1,64,21,22
41602,Not Fit,23,64,64,16,1,16,64,70,71
38705,Not Fit,19,64,64,16,1,1,64,21,22
6747,Not Fit,19,64,64,16,1,16,64,70,71
47185,Not Fit,17,64,64,16,1,1,64,21,22
17573,Not Fit,21,64,64,16,1,16,64,70,71
17579,Not Fit,23,64,64,16,1,1,64,21,22
9205,Not Fit,17,64,64,16,1,16,64,70,71
9211,Not Fit,19,64,64,16,1,1,64,21,22
19988,Fit,22,64,64,16,1,16,64,70,71
17756,Not Fit,18,64,64,16,1,1,64,21,22
28126,Not Fit,18,64,64,16,1,16,64,70,71
28132,Not Fit,20,64,64,16,1,1,64,21,22
19682,Not Fit,22,64,64,16,1,16,64,70,71
44299,Fit,19,64,64,16,1,1,64,21,22
10832,Not Fit,23,64,64,16,1,16,64,70,71
45998,Not Fit,19,64,64,16,1,1,64,21,22
20634,Not Fit,23,64,64,16,1,16,64,70,71
18337,Not Fit,19,64,64,16,1,1,64,21,22
27429,Not Fit,19,64,64,16,1,16,64,70,71
27435,Not Fit,21,64,64,16,1,1,64,21,22
13337,Not Fit,12,64,64,32,1,32,64,69,70
39601,Fit,8,64,64,32,1,1,64,37,38
5747,Fit,8,64,64,32,1,32,64,69,70
5748,Fit,10,64,64,32,1,1,64,37,38
40980,Not Fit,12,64,64,32,1,32,64,69,70
40981,Not Fit,14,64,64,32,1,1,64,37,38
15467,Fit,13,64,64,32,1,32,64,69,70
15468,Fit,15,64,64,32,1,1,64,37,38
17541,Not Fit,13,64,64,32,1,32,64,69,70
17542,Not Fit,15,64,64,32,1,1,64,37,38
17922,Fit,14,64,64,32,1,32,64,69,70
20741,Not Fit,10,64,64,32,1,1,64,37,38
30908,Not Fit,10,64,64,32,1,32,64,69,70
30909,Not Fit,12,64,64,32,1,1,64,37,38
34633,Fit,13,64,64,32,1,32,64,69,70
34635,Fit,15,64,64,32,1,1,64,37,38
39589,Not Fit,13,64,64,32,1,32,64,69,70
39591,Not Fit,15,64,64,32,1,1,64,37,38
41385,Fit,14,64,64,32,1,32,64,69,70
40250,Not Fit,10,64,64,32,1,1,64,37,38
9971,Not Fit,10,64,64,32,1,32,64,69,70
9973,Not Fit,12,64,64,32,1,1,64,37,38
31101,Fit,11,64,64,32,1,32,64,69,70
31103,Fit,13,64,64,32,1,1,64,37,38
46506,Fit,15,64,64,32,1,32,64,69,70
246,Fit,11,64,64,32,1,1,64,37,38
35027,Fit,11,64,64,32,1,32,64,69,70
35029,Fit,13,64,64,32,1,1,64,37,38
4363,Fit,15,64,64,32,1,32,64,69,70
18076,Fit,12,64,64,32,1,1,64,37,38
27887,Fit,12,64,64,32,1,32,64,69,70
27889,Fit,14,64,64,32,1,1,64,37,38
44750,Fit,12,64,64,32,1,32,64,69,70
44752,Fit,14,64,64,32,1,1,64,37,38
23781,Fit,16,64,64,32,1,32,64,69,70
24387,Not Fit,12,64,64,32,1,1,64,37,38
15977,Not Fit,12,64,64,32,1,32,64,69,70
16141,Fit,13,64,64,32,1,1,64,37,38
24602,Fit,13,64,64,32,1,32,64,69,70
24604,Fit,15,64,64,32,1,1,64,37,38
15201,Not Fit,13,64,64,32,1,32,64,69,70
15203,Not Fit,15,64,64,32,1,1,64,37,38
44242,Not Fit,13,64,64,32,1,32,64,69,70
44244,Not Fit,15,64,64,32,1,1,64,37,38
24341,Not Fit,17,64,64,32,1,32,64,69,70
24343,Not Fit,19,64,64,32,1,1,64,37,38
6340,Not Fit,11,64,64,32,1,32,64,69,70
23722,Not Fit,11,64,64,32,1,1,64,37,38
11824,Not Fit,11,64,64,32,1,32,64,69,70
11826,Not Fit,13,64,64,32,1,1,64,37,38
43466,Not Fit,11,64,64,32,1,32,64,69,70
43468,Not Fit,13,64,64,32,1,1,64,37,38
24461,Not Fit,15,64,64,32,1,32,64,69,70
24463,Not Fit,17,64,64,32,1,1,64,37,38
9003,Fit,12,64,64,32,1,32,64,69,70
49341,Fit,12,64,64,32,1,1,64,37,38
261,Not Fit,16,64,64,32,1,32,64,69,70
4336,Not Fit,12,64,64,32,1,1,64,37,38
36081,Not Fit,12,64,64,32,1,32,64,69,70
34805,Fit,13,64,64,32,1,1,64,37,38
6,Fit,13,64,64,32,1,32,64,69,70
4968,Not Fit,13,64,64,32,1,1,64,37,38
35258,Not Fit,13,64,64,32,1,32,64,69,70
35260,Not Fit,15,64,64,32,1,1,64,37,38
809,Not Fit,17,64,64,32,1,32,64,69,70
811,Not Fit,19,64,64,32,1,1,64,37,38
33301,Fit,21,64,64,32,1,32,64,69,70
33305,Fit,23,64,64,32,1,1,64,37,38
44676,Fit,17,64,64,32,1,32,64,69,70
44680,Fit,19,64,64,32,1,1,64,37,38
23508,Fit,21,64,64,32,1,32,64,69,70
24762,Fit,17,64,64,32,1,1,64,37,38
16190,Fit,17,64,64,32,1,32,64,69,70
16194,Fit,19,64,64,32,1,1,64,37,38
48720,Fit,18,64,64,32,1,32,64,69,70
48724,Fit,20,64,64,32,1,1,64,37,38
36167,Fit,22,64,64,32,1,32,64,69,70
152,Fit,18,64,64,32,1,1,64,37,38
34832,Fit,18,64,64,32,1,32,64,69,70
34836,Fit,20,64,64,32,1,1,64,37,38
4410,Not Fit,22,64,64,32,1,32,64,69,70
4414,Not Fit,24,64,64,32,1,1,64,37,38
37771,Fit,23,64,64,32,1,32,64,69,70
37775,Fit,25,64,64,32,1,1,64,37,38
5064,Not Fit,23,64,64,32,1,32,64,69,70
721,Not Fit,19,64,64,32,1,1,64,37,38
34044,Not Fit,19,64,64,32,1,32,64,69,70
42792,Fit,17,64,64,32,1,1,64,37,38
14638,Not Fit,21,64,64,32,1,32,64,69,70
14640,Not Fit,23,64,64,32,1,1,64,37,38
127,Not Fit,21,64,64,32,1,32,64,69,70
4475,Fit,17,64,64,32,1,1,64,37,38
36132,Fit,17,64,64,32,1,32,64,69,70
44703,Fit,18,64,64,32,1,1,64,37,38
11563,Fit,22,64,64,32,1,32,64,69,70
23573,Not Fit,18,64,64,32,1,1,64,37,38
11483,Not Fit,18,64,64,32,1,32,64,69,70
11485,Not Fit,20,64,64,32,1,1,64,37,38
24641,Not Fit,22,64,64,32,1,32,64,69,70
24643,Not Fit,24,64,64,32,1,1,64,37,38
19244,Not Fit,23,64,64,32,1,32,64,69,70
19246,Not Fit,25,64,64,32,1,1,64,37,38
25307,Not Fit,23,64,64,32,1,32,64,69,70
24131,Not Fit,19,64,64,32,1,1,64,37,38
10734,Not Fit,19,64,64,32,1,32,64,69,70
44962,Fit,9,64,64,32,1,1,64,37,38
12322,Not Fit,13,64,64,32,1,32,64,69,70
46690,Not Fit,10,64,64,32,1,1,64,37,38
21342,Not Fit,14,64,64,32,1,32,64,69,70
21343,Not Fit,16,64,64,32,1,1,64,37,38
37022,Not Fit,13,64,64,32,1,32,64,69,70
37024,Not Fit,15,64,64,32,1,1,64,37,38
39456,Not Fit,14,64,64,32,1,32,64,69,70
18554,Fit,11,64,64,32,1,1,64,37,38
27510,Fit,11,64,64,32,1,32,64,69,70
46355,Fit,11,64,64,32,1,1,64,37,38
20900,Not Fit,15,64,64,32,1,32,64,69,70
16555,Fit,11,64,64,32,1,1,64,37,38
29611,Fit,11,64,64,32,1,32,64,69,70
29613,Fit,13,64,64,32,1,1,64,37,38
47079,Not Fit,15,64,64,32,1,32,64,69,70
21511,Fit,12,64,64,32,1,1,64,37,38
29794,Fit,12,64,64,32,1,32,64,69,70
40057,Not Fit,12,64,64,32,1,1,64,37,38
10369,Not Fit,12,64,64,32,1,32,64,69,70
10371,Not Fit,14,64,64,32,1,1,64,37,38
22790,Fit,13,64,64,32,1,32,64,69,70
22792,Fit,15,64,64,32,1,1,64,37,38
39945,Not Fit,17,64,64,32,1,32,64,69,70
39931,Fit,12,64,64,32,1,1,64,37,38
5254,Fit,12,64,64,32,1,32,64,69,70
20935,Not Fit,12,64,64,32,1,1,64,37,38
30379,Not Fit,12,64,64,32,1,32,64,69,70
30381,Not Fit,14,64,64,32,1,1,64,37,38
46370,Not Fit,16,64,64,32,1,32,64,69,70
37070,Fit,13,64,64,32,1,1,64,37,38
3304,Fit,13,64,64,32,1,32,64,69,70
47571,Not Fit,13,64,64,32,1,1,64,37,38
17243,Not Fit,17,64,64,32,1,32,64,69,70
17245,Not Fit,19,64,64,32,1,1,64,37,38
48946,Fit,17,64,64,32,1,32,64,69,70
48950,Fit,19,64,64,32,1,1,64,37,38
35582,Fit,21,64,64,32,1,32,64,69,70
40153,Fit,17,64,64,32,1,1,64,37,38
10504,Fit,17,64,64,32,1,32,64,69,70
10508,Fit,19,64,64,32,1,1,64,37,38
39251,Fit,21,64,64,32,1,32,64,69,70
39255,Fit,23,64,64,32,1,1,64,37,38
49574,Fit,18,64,64,32,1,32,64,69,70
49578,Fit,20,64,64,32,1,1,64,37,38
32599,Fit,22,64,64,32,1,32,64,69,70
32603,Fit,24,64,64,32,1,1,64,37,38
21162,Fit,22,64,64,32,1,32,64,69,70
16293,Not Fit,18,64,64,32,1,1,64,37,38
29465,Not Fit,18,64,64,32,1,32,64,69,70
29469,Not Fit,20,64,64,32,1,1,64,37,38
46953,Not Fit,22,64,64,32,1,32,64,69,70
46957,Not Fit,24,64,64,32,1,1,64,37,38
40635,Fit,23,64,64,32,1,32,64,69,70
16956,Not Fit,19,64,64,32,1,1,64,37,38
28671,Not Fit,19,64,64,32,1,32,64,69,70
28675,Not Fit,21,64,64,32,1,1,64,37,38
47450,Not Fit,23,64,64,32,1,32,64,69,70
47454,Not Fit,25,64,64,32,1,1,64,37,38
21666,Not Fit,23,64,64,32,1,32,64,69,70
21670,Not Fit,25,64,64,32,1,1,64,37,38
11328,Not Fit,21,64,64,32,1,32,64,69,70
21071,Not Fit,17,64,64,32,1,1,64,37,38
30725,Not Fit,17,64,64,32,1,32,64,69,70
30727,Not Fit,19,64,64,32,1,1,64,37,38
46436,Not Fit,21,64,64,32,1,32,64,69,70
46438,Not Fit,23,64,64,32,1,1,64,37,38
16361,Not Fit,21,64,64,32,1,32,64,69,70
42211,Fit,18,64,64,32,1,1,64,37,38
13486,Not Fit,22,64,64,32,1,32,64,69,70
13488,Not Fit,24,64,64,32,1,1,64,37,38
40191,Not Fit,22,64,64,32,1,32,64,69,70
39233,Not Fit,18,64,64,32,1,1,64,37,38
5947,Not Fit,18,64,64,32,1,32,64,69,70
5949,Not Fit,20,64,64,32,1,1,64,37,38
17158,Not Fit,23,64,64,32,1,32,64,69,70
39820,Not Fit,19,64,64,32,1,1,64,37,38
5159,Not Fit,19,64,64,32,1,32,64,69,70
5161,Not Fit,21,64,64,32,1,1,64,37,38
40766,Not Fit,23,64,64,32,1,32,64,69,70
40768,Not Fit,25,64,64,32,1,1,64,37,38
25582,Not Fit,16,64,64,32,1,32,64,69,70
25584,Not Fit,18,64,64,32,1,1,64,37,38
48123,Not Fit,13,64,64,32,1,32,64,69,70
48125,Not Fit,15,64,64,32,1,1,64,37,38
27471,Not Fit,17,64,64,32,1,32,64,69,70
27473,Not Fit,19,64,64,32,1,1,64,37,38
1004,Not Fit,16,64,64,32,1,32,64,69,70
1006,Not Fit,18,64,64,32,1,1,64,37,38
8477,Not Fit,17,64,64,32,1,32,64,69,70
9819,Fit,17,64,64,32,1,1,64,37,38
40911,Fit,17,64,64,32,1,32,64,69,70
27998,Fit,17,64,64,32,1,1,64,37,38
18154,Fit,17,64,64,32,1,32,64,69,70
18158,Fit,19,64,64,32,1,1,64,37,38
45839,Fit,17,64,64,32,1,32,64,69,70
45843,Fit,19,64,64,32,1,1,64,37,38
31998,Fit,21,64,64,32,1,32,64,69,70
6725,Fit,18,64,64,32,1,1,64,37,38
38677,Fit,18,64,64,32,1,32,64,69,70
38681,Fit,20,64,64,32,1,1,64,37,38
7762,Not Fit,22,64,64,32,1,32,64,69,70
4670,Fit,19,64,64,32,1,1,64,37,38
35750,Fit,19,64,64,32,1,32,64,69,70
35754,Fit,21,64,64,32,1,1,64,37,38
49053,Fit,23,64,64,32,1,32,64,69,70
7902,Not Fit,19,64,64,32,1,1,64,37,38
41723,Not Fit,19,64,64,32,1,32,64,69,70
41727,Not Fit,21,64,64,32,1,1,64,37,38
7190,Not Fit,23,64,64,32,1,32,64,69,70
28750,Not Fit,17,64,64,32,1,1,64,37,38
17071,Not Fit,17,64,64,32,1,32,64,69,70
7858,Not Fit,17,64,64,32,1,1,64,37,38
37895,Not Fit,17,64,64,32,1,32,64,69,70
37897,Not Fit,19,64,64,32,1,1,64,37,38
8628,Not Fit,21,64,64,32,1,32,64,69,70
31302,Not Fit,18,64,64,32,1,1,64,37,38
20608,Not Fit,18,64,64,32,1,32,64,69,70
20610,Not Fit,20,64,64,32,1,1,64,37,38
27974,Not Fit,22,64,64,32,1,32,64,69,70
32066,Not Fit,18,64,64,32,1,1,64,37,38
19095,Not Fit,18,64,64,32,1,32,64,69,70
23886,Not Fit,19,64,64,32,1,1,64,37,38
11088,Not Fit,19,64,64,32,1,32,64,69,70
31477,Not Fit,19,64,64,32,1,1,64,37,38
19963,Not Fit,19,64,64,32,1,32,64,69,70
19965,Not Fit,21,64,64,32,1,1,64,37,38
27196,Not Fit,23,64,64,32,1,32,64,69,70
27198,Not Fit,25,64,64,32,1,1,64,37,38
41430,Not Fit,8,64,64,64,1,1,64,69,70
9239,Not Fit,8,64,64,64,1,64,64,68,69
43135,Not Fit,8,64,64,64,1,1,64,69,70
15331,Not Fit,12,64,64,64,1,64,64,68,69
10817,Not Fit,8,64,64,64,1,1,64,69,70
24184,Not Fit,8,64,64,64,1,64,64,68,69
24185,Not Fit,10,64,64,64,1,1,64,69,70
44076,Not Fit,12,64,64,64,1,64,64,68,69
39316,Fit,9,64,64,64,1,1,64,69,70
5858,Fit,9,64,64,64,1,64,64,68,69
35493,Not Fit,9,64,64,64,1,1,64,69,70
5099,Not Fit,9,64,64,64,1,64,64,68,69
37537,Fit,10,64,64,64,1,1,64,69,70
2663,Not Fit,10,64,64,64,1,64,64,68,69
2665,Not Fit,12,64,64,64,1,1,64,69,70
49243,Not Fit,10,64,64,64,1,64,64,68,69
49244,Not Fit,12,64,64,64,1,1,64,69,70
34819,Not Fit,14,64,64,64,1,64,64,68,69
21088,Fit,9,64,64,64,1,1,64,69,70
30698,Not Fit,9,64,64,64,1,64,64,68,69
30699,Not Fit,11,64,64,64,1,1,64,69,70
46411,Not Fit,13,64,64,64,1,64,64,68,69
15344,Not Fit,9,64,64,64,1,1,64,69,70
25173,Not Fit,9,64,64,64,1,64,64,68,69
25174,Not Fit,11,64,64,64,1,1,64,69,70
43146,Not Fit,13,64,64,64,1,64,64,68,69
13231,Fit,10,64,64,64,1,1,64,69,70
21739,Not Fit,10,64,64,64,1,64,64,68,69
21741,Not Fit,12,64,64,64,1,1,64,69,70
45214,Not Fit,14,64,64,64,1,64,64,68,69
44579,Not Fit,10,64,64,64,1,1,64,69,70
11612,Not Fit,14,64,64,64,1,64,64,68,69
11613,Not Fit,16,64,64,64,1,1,64,69,70
49308,Fit,11,64,64,64,1,64,64,68,69
49310,Fit,13,64,64,64,1,1,64,69,70
35043,Not Fit,15,64,64,64,1,64,64,68,69
35045,Not Fit,17,64,64,64,1,1,64,69,70
31043,Not Fit,15,64,64,64,1,64,64,68,69
28993,Fit,11,64,64,64,1,1,64,69,70
16635,Fit,11,64,64,64,1,64,64,68,69
16637,Fit,13,64,64,64,1,1,64,69,70
48414,Fit,12,64,64,64,1,64,64,68,69
48416,Fit,14,64,64,64,1,1,64,69,70
37260,Not Fit,16,64,64,64,1,64,64,68,69
10143,Not Fit,12,64,64,64,1,1,64,69,70
40472,Not Fit,12,64,64,64,1,64,64,68,69
40474,Not Fit,14,64,64,64,1,1,64,69,70
6374,Not Fit,16,64,64,64,1,64,64,68,69
6376,Not Fit,18,64,64,64,1,1,64,69,70
39094,Not Fit,17,64,64,64,1,64,64,68,69
39097,Not Fit,19,64,64,64,1,1,64,69,70
5563,Not Fit,17,64,64,64,1,64,64,68,69
9485,Not Fit,13,64,64,64,1,1,64,69,70
41169,Not Fit,13,64,64,64,1,64,64,68,69
43419,Not Fit,11,64,64,64,1,1,64,69,70
15949,Not Fit,15,64,64,64,1,64,64,68,69
15950,Not Fit,17,64,64,64,1,1,64,69,70
10210,Not Fit,15,64,64,64,1,64,64,68,69
6307,Not Fit,11,64,64,64,1,1,64,69,70
12980,Not Fit,16,64,64,64,1,64,64,68,69
31022,Not Fit,12,64,64,64,1,1,64,69,70
20875,Not Fit,12,64,64,64,1,64,64,68,69
20876,Not Fit,14,64,64,64,1,1,64,69,70
46783,Not Fit,12,64,64,64,1,64,64,68,69
46784,Not Fit,14,64,64,64,1,1,64,69,70
29008,Not Fit,16,64,64,64,1,64,64,68,69
29009,Not Fit,18,64,64,64,1,1,64,69,70
20723,Not Fit,17,64,64,64,1,64,64,68,69
20725,Not Fit,19,64,64,64,1,1,64,69,70
47132,Not Fit,13,64,64,64,1,64,64,68,69
47133,Not Fit,15,64,64,64,1,1,64,69,70
28282,Not Fit,17,64,64,64,1,64,64,68,69
30366,Not Fit,13,64,64,64,1,1,64,69,70
21440,Not Fit,13,64,64,64,1,64,64,68,69
19074,Fit,17,64,64,64,1,1,64,69,70
32105,Fit,17,64,64,64,1,64,64,68,69
32109,Fit,19,64,64,64,1,1,64,69,70
45793,Fit,21,64,64,64,1,64,64,68,69
10124,Fit,17,64,64,64,1,1,64,69,70
40327,Fit,17,64,64,64,1,64,64,68,69
40331,Fit,19,64,64,64,1,1,64,69,70
6392,Fit,21,64,64,64,1,64,64,68,69
6396,Fit,23,64,64,64,1,1,64,69,70
3962,Fit,16,64,64,64,1,16,64,78,79
16897,Fit,16,64,64,64,1,64,64,78,79
16901,Fit,18,64,64,64,1,1,64,69,70
36358,Fit,16,64,64,64,1,16,64,78,79
48719,Fit,16,64,64,64,1,32,64,78,79
29276,Fit,18,64,64,64,1,64,64,73,74
29280,Fit,20,64,64,64,1,1,64,69,70
36164,Fit,16,64,64,64,1,32,64,78,79
30795,Not Fit,22,64,64,64,1,64,64,68,69
29367,Not Fit,18,64,64,64,1,1,64,69,70
16875,Not Fit,18,64,64,64,1,64,64,68,69
16879,Not Fit,20,64,64,64,1,1,64,69,70
7414,Fit,17,64,64,64,1,16,64,78,79
14408,Fit,17,64,64,64,1,64,64,78,79
14413,Fit,19,64,64,64,1,1,64,69,70
25794,Fit,19,64,64,64,1,64,64,73,74
25799,Fit,21,64,64,64,1,1,64,69,70
37768,Fit,17,64,64,64,1,32,64,78,79
42656,Fit,23,64,64,64,1,64,64,70.5,71.5
28511,Not Fit,19,64,64,64,1,1,64,69,70
17612,Not Fit,19,64,64,64,1,64,64,68,69
17616,Not Fit,21,64,64,64,1,1,64,69,70
46578,Not Fit,19,64,64,64,1,64,64,68,69
46582,Not Fit,21,64,64,64,1,1,64,69,70
30033,Not Fit,23,64,64,64,1,64,64,68,69
37988,Not Fit,17,64,64,64,1,1,64,69,70
7789,Not Fit,17,64,64,64,1,64,64,68,69
30822,Not Fit,17,64,64,64,1,1,64,69,70
20658,Not Fit,17,64,64,64,1,64,64,68,69
20659,Not Fit,19,64,64,64,1,1,64,69,70
29303,Not Fit,21,64,64,64,1,64,64,68,69
29304,Not Fit,23,64,64,64,1,1,64,69,70
23352,Fit,16,64,64,64,1,16,64,78,79
44701,Fit,16,64,64,64,1,32,64,78,79
40352,Fit,16,64,64,64,1,64,64,78,79
40353,Fit,18,64,64,64,1,1,64,69,70
12090,Fit,16,64,64,64,1,16,64,78,79
10102,Not Fit,18,64,64,64,1,64,64,73,74
10103,Not Fit,20,64,64,64,1,1,64,69,70
11560,Fit,16,64,64,64,1,32,64,78,79
10049,Not Fit,22,64,64,64,1,64,64,68,69
6515,Not Fit,18,64,64,64,1,1,64,69,70
38977,Not Fit,18,64,64,64,1,64,64,68,69
38978,Not Fit,20,64,64,64,1,1,64,69,70
33440,Fit,17,64,64,64,1,64,64,78,79
33442,Fit,19,64,64,64,1,1,64,69,70
19414,Fit,17,64,64,64,1,16,64,78,79
1325,Not Fit,19,64,64,64,1,64,64,73,74
1327,Not Fit,21,64,64,64,1,1,64,69,70
19241,Not Fit,17,64,64,64,1,32,64,78,79
5670,Not Fit,19,64,64,64,1,1,64,69,70
9367,Not Fit,23,64,64,64,1,64,64,68,69
9368,Not Fit,25,64,64,64,1,1,64,69,70
7920,Not Fit,9,64,64,64,1,64,64,68,69
34288,Not Fit,10,64,64,64,1,1,64,69,70
912,Not Fit,10,64,64,64,1,64,64,68,69
18869,Not Fit,9,64,64,64,1,1,64,69,70
27179,Not Fit,9,64,64,64,1,64,64,68,69
27180,Not Fit,11,64,64,64,1,1,64,69,70
48109,Not Fit,13,64,64,64,1,64,64,68,69
15287,Not Fit,10,64,64,64,1,1,64,69,70
25147,Not Fit,10,64,64,64,1,64,64,68,69
25149,Not Fit,12,64,64,64,1,1,64,69,70
43082,Not Fit,14,64,64,64,1,64,64,68,69
43084,Not Fit,16,64,64,64,1,1,64,69,70
37215,Not Fit,15,64,64,64,1,64,64,68,69
34493,Not Fit,11,64,64,64,1,1,64,69,70
380,Not Fit,11,64,64,64,1,64,64,68,69
382,Not Fit,13,64,64,64,1,1,64,69,70
48831,Not Fit,11,64,64,64,1,64,64,68,69
48833,Not Fit,13,64,64,64,1,1,64,69,70
36555,Not Fit,15,64,64,64,1,64,64,68,69
36557,Not Fit,17,64,64,64,1,1,64,69,70
33800,Not Fit,16,64,64,64,1,64,64,68,69
44354,Not Fit,12,64,64,64,1,1,64,69,70
11840,Not Fit,16,64,64,64,1,64,64,68,69
11842,Not Fit,18,64,64,64,1,1,64,69,70
41562,Not Fit,17,64,64,64,1,64,64,68,69
15036,Not Fit,13,64,64,64,1,1,64,69,70
25664,Not Fit,13,64,64,64,1,64,64,68,69
25666,Not Fit,15,64,64,64,1,1,64,69,70
43260,Not Fit,17,64,64,64,1,64,64,68,69
43278,Not Fit,12,64,64,64,1,1,64,69,70
14999,Not Fit,16,64,64,64,1,64,64,68,69
15000,Not Fit,18,64,64,64,1,1,64,69,70
34398,Not Fit,16,64,64,64,1,64,64,68,69
34399,Not Fit,18,64,64,64,1,1,64,69,70
18373,Not Fit,17,64,64,64,1,64,64,68,69
35696,Not Fit,13,64,64,64,1,1,64,69,70
4735,Not Fit,13,64,64,64,1,64,64,68,69
16976,Fit,17,64,64,64,1,1,64,69,70
28616,Fit,17,64,64,64,1,64,64,68,69
28620,Fit,19,64,64,64,1,1,64,69,70
47422,Not Fit,21,64,64,64,1,64,64,68,69
47426,Not Fit,23,64,64,64,1,1,64,69,70
12198,Not Fit,21,64,64,64,1,64,64,68,69
15508,Fit,17,64,64,64,1,1,64,69,70
24879,Fit,17,64,64,64,1,64,64,68,69
20418,Fit,18,64,64,64,1,1,64,69,70
31275,Fit,18,64,64,64,1,64,64,68,69
31279,Fit,20,64,64,64,1,1,64,69,70
46031,Not Fit,22,64,64,64,1,64,64,68,69
34584,Not Fit,18,64,64,64,1,1,64,69,70
530,Not Fit,18,64,64,64,1,64,64,68,69
534,Not Fit,20,64,64,64,1,1,64,69,70
36503,Not Fit,22,64,64,64,1,64,64,68,69
11212,Fit,19,64,64,64,1,1,64,69,70
23903,Fit,19,64,64,64,1,64,64,68,69
23908,Fit,21,64,64,64,1,1,64,69,70
48984,Not Fit,19,64,64,64,1,64,64,68,69
48988,Not Fit,21,64,64,64,1,1,64,69,70
35610,Not Fit,23,64,64,64,1,64,64,68,69
33881,Not Fit,19,64,64,64,1,1,64,69,70
1114,Not Fit,19,64,64,64,1,64,64,68,69
40800,Not Fit,17,64,64,64,1,1,64,69,70
9748,Not Fit,17,64,64,64,1,64,64,68,69
9749,Not Fit,19,64,64,64,1,1,64,69,70
34681,Not Fit,21,64,64,64,1,64,64,68,69
36457,Not Fit,17,64,64,64,1,1,64,69,70
4044,Not Fit,17,64,64,64,1,64,64,68,69
38647,Not Fit,18,64,64,64,1,1,64,69,70
6613,Not Fit,18,64,64,64,1,64,64,68,69
12138,Not Fit,18,64,64,64,1,1,64,69,70
23465,Not Fit,18,64,64,64,1,64,64,68,69
23466,Not Fit,20,64,64,64,1,1,64,69,70
44481,Not Fit,22,64,64,64,1,64,64,68,69
43608,Not Fit,18,64,64,64,1,1,64,69,70
15531,Not Fit,22,64,64,64,1,64,64,68,69
35845,Not Fit,19,64,64,64,1,1,64,69,70
4828,Not Fit,19,64,64,64,1,64,64,68,69
4830,Not Fit,21,64,64,64,1,1,64,69,70
14753,Not Fit,23,64,64,64,1,64,64,68,69
11406,Not Fit,19,64,64,64,1,1,64,69,70
24052,Not Fit,19,64,64,64,1,64,64,68,69
24053,Not Fit,21,64,64,64,1,1,64,69,70
43993,Not Fit,23,64,64,64,1,64,64,68,69
5441,Not Fit,12,64,64,64,1,1,64,69,70
39970,Not Fit,12,64,64,64,1,64,64,68,69
3169,Not Fit,13,64,64,64,1,1,64,69,70
