model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_resource,n_inputs_resources,cnn_filters_resources,sequence_length_resource,bram_18k,lut,ff,dsp48e
9790,Fit,5,128,96,32,32,256,14,10872,6928,32
9791,Fit,8,128,96,32,32,128,14,10872,6926,32
9789,Fit,11,128,96,32,32,64,14,10872,6924,32
8801,Fit,5,128,96,32,32,256,14,10456,6928,32
8802,Fit,8,128,96,32,32,128,14,10456,6926,32
8800,Fit,11,128,96,32,32,64,14,10456,6924,32
20523,Fit,5,128,96,32,32,256,14,10632,6928,32
20524,Fit,8,128,96,32,32,128,14,10632,6926,32
20522,Fit,11,128,96,32,32,64,14,10632,6924,32
6824,Fit,5,128,96,32,32,256,14,10872,6928,32
6825,Fit,8,128,96,32,32,128,14,10872,6926,32
6823,Fit,11,128,96,32,32,64,14,10872,6924,32
45395,Fit,5,128,96,32,32,256,14,10456,6928,32
45396,Fit,8,128,96,32,32,128,14,10456,6926,32
45394,Fit,11,128,96,32,32,64,14,10456,6924,32
42294,Not Fit,5,128,96,32,32,256,14,10872,6928,32
42295,Not Fit,8,128,96,32,32,128,14,10872,6926,32
42293,Not Fit,11,128,96,32,32,64,14,10872,6924,32
14015,Not Fit,5,128,96,32,32,256,14,10456,6928,32
14016,Not Fit,8,128,96,32,32,128,14,10456,6926,32
14014,Not Fit,11,128,96,32,32,64,14,10456,6924,32
2697,Not Fit,5,128,96,32,32,256,14,10632,6928,32
2698,Not Fit,8,128,96,32,32,128,14,10632,6926,32
2696,Not Fit,11,128,96,32,32,64,14,10632,6924,32
13350,Not Fit,5,128,96,32,32,256,14,10872,6928,32
13351,Not Fit,8,128,96,32,32,128,14,10872,6926,32
13349,Not Fit,11,128,96,32,32,64,14,10872,6924,32
22193,Not Fit,5,128,96,32,32,256,14,10456,6928,32
22194,Not Fit,8,128,96,32,32,128,14,10456,6926,32
22192,Not Fit,11,128,96,32,32,64,14,10456,6924,32
32341,Not Fit,5,128,96,32,32,256,14,10632,6928,32
32342,Not Fit,8,128,96,32,32,128,14,10632,6926,32
32340,Not Fit,11,128,96,32,32,64,14,10632,6924,32
26700,Not Fit,5,128,96,32,32,256,14,10872,6928,32
26701,Not Fit,8,128,96,32,32,128,14,10872,6926,32
26699,Not Fit,11,128,96,32,32,64,14,10872,6924,32
10993,Fit,5,128,96,32,32,256,14,10456,6928,32
10994,Fit,8,128,96,32,32,128,14,10456,6926,32
10992,Fit,11,128,96,32,32,64,14,10456,6924,32
508,Fit,5,128,96,32,32,256,14,10632,6928,32
509,Fit,8,128,96,32,32,128,14,10632,6926,32
507,Fit,11,128,96,32,32,64,14,10632,6924,32
15784,Fit,5,128,96,32,32,256,14,10872,6928,32
15785,Fit,8,128,96,32,32,128,14,10872,6926,32
15783,Fit,11,128,96,32,32,64,14,10872,6924,32
46327,Fit,5,128,96,32,32,256,14,10632,6928,32
46328,Fit,8,128,96,32,32,128,14,10632,6926,32
46326,Fit,11,128,96,32,32,64,14,10632,6924,32
6439,Fit,5,128,96,32,32,256,14,10456,6928,32
6440,Fit,8,128,96,32,32,128,14,10456,6926,32
6438,Fit,11,128,96,32,32,64,14,10456,6924,32
17281,Fit,5,128,96,32,32,256,14,10632,6928,32
17282,Fit,8,128,96,32,32,128,14,10632,6926,32
17280,Fit,11,128,96,32,32,64,14,10632,6924,32
9686,Not Fit,5,128,96,32,32,256,14,10872,6928,32
9687,Not Fit,8,128,96,32,32,128,14,10872,6926,32
9685,Not Fit,11,128,96,32,32,64,14,10872,6924,32
41086,Fit,5,128,96,32,32,256,14,10456,6928,32
41087,Fit,8,128,96,32,32,128,14,10456,6926,32
41085,Fit,11,128,96,32,32,64,14,10456,6924,32
30420,Not Fit,5,128,96,32,32,256,14,10632,6928,32
30421,Not Fit,8,128,96,32,32,128,14,10632,6926,32
30419,Not Fit,11,128,96,32,32,64,14,10632,6924,32
39288,Not Fit,5,128,96,32,32,256,14,10872,6928,32
39289,Not Fit,8,128,96,32,32,128,14,10872,6926,32
39287,Not Fit,11,128,96,32,32,64,14,10872,6924,32
10892,Not Fit,5,128,96,32,32,256,14,10456,6928,32
10893,Not Fit,8,128,96,32,32,128,14,10456,6926,32
10891,Not Fit,11,128,96,32,32,64,14,10456,6924,32
636,Not Fit,5,128,96,32,32,256,14,10632,6928,32
637,Not Fit,8,128,96,32,32,128,14,10632,6926,32
635,Not Fit,11,128,96,32,32,64,14,10632,6924,32
15661,Not Fit,5,128,96,32,32,256,14,10872,6928,32
15662,Not Fit,8,128,96,32,32,128,14,10872,6926,32
15660,Not Fit,11,128,96,32,32,64,14,10872,6924,32
46242,Not Fit,5,128,96,32,32,256,14,10632,6928,32
46243,Not Fit,8,128,96,32,32,128,14,10632,6926,32
46241,Not Fit,11,128,96,32,32,64,14,10632,6924,32
21854,Fit,5,128,96,32,32,512,14,11134.6923076923,6959.53846153846,32
21855,Fit,8,128,96,32,32,256,14,10456,6928,32
21853,Fit,11,128,96,32,32,128,14,10456,6926,32
32671,Fit,5,128,96,32,32,512,14,10635,6930,32
32672,Fit,8,128,96,32,32,256,14,10632,6928,32
32670,Fit,11,128,96,32,32,128,14,10632,6926,32
26401,Not Fit,5,128,96,32,32,512,14,10875,6930,32
26402,Not Fit,8,128,96,32,32,256,14,10872,6928,32
26400,Not Fit,11,128,96,32,32,128,14,10872,6926,32
32321,Fit,5,128,96,32,32,512,14,10459,6930,32
32322,Fit,8,128,96,32,32,256,14,10456,6928,32
32320,Fit,11,128,96,32,32,128,14,10456,6926,32
22247,Fit,5,128,96,32,32,512,14,10635,6930,32
22248,Fit,8,128,96,32,32,256,14,10632,6928,32
22246,Fit,11,128,96,32,32,128,14,10632,6926,32
37341,Not Fit,5,128,96,32,32,512,14,10875,6930,32
37342,Not Fit,8,128,96,32,32,256,14,10872,6928,32
37340,Not Fit,11,128,96,32,32,128,14,10872,6926,32
47759,Fit,5,128,96,32,32,512,14,10459,6930,32
47760,Fit,8,128,96,32,32,256,14,10456,6928,32
47758,Fit,11,128,96,32,32,128,14,10456,6926,32
45440,Fit,5,128,96,32,32,512,14,10635,6930,32
45441,Fit,8,128,96,32,32,256,14,10632,6928,32
45439,Fit,11,128,96,32,32,128,14,10632,6926,32
28168,Fit,5,128,96,32,32,512,14,10459,6930,32
28169,Fit,8,128,96,32,32,256,14,10456,6928,32
28167,Fit,11,128,96,32,32,128,14,10456,6926,32
38479,Fit,5,128,96,32,32,512,14,10635,6930,32
38480,Fit,8,128,96,32,32,256,14,10632,6928,32
38478,Fit,11,128,96,32,32,128,14,10632,6926,32
31416,Not Fit,5,128,96,32,32,512,14,10875,6930,32
31417,Not Fit,8,128,96,32,32,256,14,10872,6928,32
31415,Not Fit,11,128,96,32,32,128,14,10872,6926,32
20544,Fit,5,128,96,32,32,512,14,10459,6930,32
20545,Fit,8,128,96,32,32,256,14,10456,6928,32
20543,Fit,11,128,96,32,32,128,14,10456,6926,32
8775,Not Fit,5,128,96,32,32,512,14,10635,6930,32
8776,Not Fit,8,128,96,32,32,256,14,10632,6928,32
8774,Not Fit,11,128,96,32,32,128,14,10632,6926,32
18268,Not Fit,5,128,96,32,32,512,14,10875,6930,32
18269,Not Fit,8,128,96,32,32,256,14,10872,6928,32
18267,Not Fit,11,128,96,32,32,128,14,10872,6926,32
44907,Fit,5,128,96,32,32,512,14,10635,6930,32
44908,Fit,8,128,96,32,32,256,14,10632,6928,32
44906,Fit,11,128,96,32,32,128,14,10632,6926,32
48563,Fit,5,128,96,32,32,512,14,10875,6930,32
48564,Fit,8,128,96,32,32,256,14,10872,6928,32
48562,Fit,11,128,96,32,32,128,14,10872,6926,32
27488,Fit,5,128,96,32,32,512,14,10459,6930,32
27489,Fit,8,128,96,32,32,256,14,10456,6928,32
27487,Fit,11,128,96,32,32,128,14,10456,6926,32
37674,Fit,5,128,96,32,32,512,14,10635,6930,32
37675,Fit,8,128,96,32,32,256,14,10632,6928,32
37673,Fit,11,128,96,32,32,128,14,10632,6926,32
32083,Fit,5,128,96,32,32,512,14,10875,6930,32
32084,Fit,8,128,96,32,32,256,14,10872,6928,32
32082,Fit,11,128,96,32,32,128,14,10872,6926,32
19616,Fit,5,128,96,32,32,512,14,10459,6930,32
19617,Fit,8,128,96,32,32,256,14,10456,6928,32
19615,Fit,11,128,96,32,32,128,14,10456,6926,32
8240,Fit,5,128,96,32,32,512,14,10635,6930,32
8241,Fit,8,128,96,32,32,256,14,10632,6928,32
8239,Fit,11,128,96,32,32,128,14,10632,6926,32
18798,Not Fit,5,128,96,32,32,512,14,10875,6930,32
18799,Not Fit,8,128,96,32,32,256,14,10872,6928,32
18797,Not Fit,11,128,96,32,32,128,14,10872,6926,32
21920,Fit,5,128,96,32,32,512,14,10459,6930,32
21921,Fit,8,128,96,32,32,256,14,10456,6928,32
21919,Fit,11,128,96,32,32,128,14,10456,6926,32
32969,Fit,5,128,96,32,32,512,14,10635,6930,32
32970,Fit,8,128,96,32,32,256,14,10632,6928,32
32968,Fit,11,128,96,32,32,128,14,10632,6926,32
26472,Not Fit,5,128,96,32,32,512,14,10875,6930,32
26473,Not Fit,8,128,96,32,32,256,14,10872,6928,32
26471,Not Fit,11,128,96,32,32,128,14,10872,6926,32
13588,Fit,5,128,96,32,32,512,14,10459,6930,32
13589,Fit,8,128,96,32,32,256,14,10456,6928,32
13587,Fit,11,128,96,32,32,128,14,10456,6926,32
2829,Not Fit,5,128,96,32,32,512,14,10635,6930,32
2830,Not Fit,8,128,96,32,32,256,14,10632,6928,32
2828,Not Fit,11,128,96,32,32,128,14,10632,6926,32
12927,Not Fit,5,128,96,32,32,512,14,10875,6930,32
12928,Not Fit,8,128,96,32,32,256,14,10872,6928,32
12926,Not Fit,11,128,96,32,32,128,14,10872,6926,32
38809,Not Fit,5,128,96,32,32,512,14,10459,6930,32
38810,Not Fit,8,128,96,32,32,256,14,10456,6928,32
38808,Not Fit,11,128,96,32,32,128,14,10456,6926,32
28102,Not Fit,5,128,96,32,32,512,14,10635,6930,32
28103,Not Fit,8,128,96,32,32,256,14,10632,6928,32
28101,Not Fit,11,128,96,32,32,128,14,10632,6926,32
45228,Not Fit,5,128,96,32,32,512,14,10459,6930,32
45229,Not Fit,8,128,96,32,32,256,14,10456,6928,32
45227,Not Fit,11,128,96,32,32,128,14,10456,6926,32
49679,Not Fit,5,128,96,32,32,512,14,10635,6930,32
49680,Not Fit,8,128,96,32,32,256,14,10632,6928,32
49678,Not Fit,11,128,96,32,32,128,14,10632,6926,32
42154,Not Fit,5,128,96,32,32,512,14,10875,6930,32
42155,Not Fit,8,128,96,32,32,256,14,10872,6928,32
42153,Not Fit,11,128,96,32,32,128,14,10872,6926,32
3440,Fit,5,128,96,32,32,512,14,10459,6930,32
3441,Fit,8,128,96,32,32,256,14,10456,6928,32
3439,Fit,11,128,96,32,32,128,14,10456,6926,32
14591,Fit,5,128,96,32,32,512,14,10635,6930,32
14592,Fit,8,128,96,32,32,256,14,10632,6928,32
14590,Fit,11,128,96,32,32,128,14,10632,6926,32
1548,Fit,5,128,96,32,32,512,14,10875,6930,32
1549,Fit,8,128,96,32,32,256,14,10872,6928,32
1547,Fit,11,128,96,32,32,128,14,10872,6926,32
48174,Fit,5,128,96,32,32,512,14,10459,6930,32
48175,Fit,8,128,96,32,32,256,14,10456,6928,32
48173,Fit,11,128,96,32,32,128,14,10456,6926,32
45764,Not Fit,5,128,96,32,32,512,14,10875,6930,32
45765,Not Fit,8,128,96,32,32,256,14,10872,6928,32
45763,Not Fit,11,128,96,32,32,128,14,10872,6926,32
25000,Fit,5,128,96,32,32,512,14,10459,6930,32
25001,Fit,8,128,96,32,32,256,14,10456,6928,32
24999,Fit,11,128,96,32,32,128,14,10456,6926,32
35455,Not Fit,5,128,96,32,32,512,14,10635,6930,32
35456,Not Fit,8,128,96,32,32,256,14,10632,6928,32
35454,Not Fit,11,128,96,32,32,128,14,10632,6926,32
24298,Not Fit,5,128,96,32,32,512,14,10875,6930,32
24299,Not Fit,8,128,96,32,32,256,14,10872,6928,32
24297,Not Fit,11,128,96,32,32,128,14,10872,6926,32
43718,Not Fit,5,128,96,32,32,512,14,10459,6930,32
43719,Not Fit,8,128,96,32,32,256,14,10456,6928,32
43717,Not Fit,11,128,96,32,32,128,14,10456,6926,32
44219,Not Fit,5,128,96,32,32,512,14,10875,6930,32
44220,Not Fit,8,128,96,32,32,256,14,10872,6928,32
44218,Not Fit,11,128,96,32,32,128,14,10872,6926,32
40833,Not Fit,5,128,96,32,32,512,14,10459,6930,32
40834,Not Fit,8,128,96,32,32,256,14,10456,6928,32
40832,Not Fit,11,128,96,32,32,128,14,10456,6926,32
30977,Not Fit,5,128,96,32,32,512,14,10635,6930,32
30978,Not Fit,8,128,96,32,32,256,14,10632,6928,32
30976,Not Fit,11,128,96,32,32,128,14,10632,6926,32
39018,Not Fit,5,128,96,32,32,512,14,10875,6930,32
39019,Not Fit,8,128,96,32,32,256,14,10872,6928,32
39017,Not Fit,11,128,96,32,32,128,14,10872,6926,32
5869,Not Fit,5,128,96,32,32,512,14,10459,6930,32
5870,Not Fit,8,128,96,32,32,256,14,10456,6928,32
5868,Not Fit,11,128,96,32,32,128,14,10456,6926,32
17381,Not Fit,5,128,96,32,32,512,14,10635,6930,32
17382,Not Fit,8,128,96,32,32,256,14,10632,6928,32
17380,Not Fit,11,128,96,32,32,128,14,10632,6926,32
9314,Not Fit,5,128,96,32,32,512,14,10875,6930,32
9315,Not Fit,8,128,96,32,32,256,14,10872,6928,32
9313,Not Fit,11,128,96,32,32,128,14,10872,6926,32
44387,Not Fit,2,512,48,1,16,128,0,2135.69696969697,1042,1
4897,Not Fit,2,512,48,1,16,256,0,2131.53211009174,1044,1
49215,Not Fit,2,512,48,1,16,512,0,2129.89189189189,1046,1
20748,Not Fit,2,512,96,1,32,128,0,3345.41732283465,1554,1
14956,Not Fit,2,512,96,1,32,256,0,3343.72,1556,1
10069,Not Fit,2,512,96,1,32,512,0,3345.11111111111,1558,1
23429,Fit,5,512,384,16,16,128,2,3343.74468085106,2455.95744680851,2
23430,Fit,8,512,384,16,16,64,2,3020,2439,2
23428,Fit,11,512,384,16,16,32,2,3020,2437,2
34202,Fit,5,512,384,16,16,128,2,3284,2441,2
34203,Fit,8,512,384,16,16,64,2,3284,2439,2
34201,Fit,11,512,384,16,16,32,2,3284,2437,2
25259,Fit,5,512,384,16,16,128,2,3644,2441,2
25260,Fit,8,512,384,16,16,64,2,3644,2439,2
25258,Fit,11,512,384,16,16,32,2,3644,2437,2
14788,Fit,5,512,384,16,16,128,2,3020,2441,2
14789,Fit,8,512,384,16,16,64,2,3020,2436,2
14787,Fit,11,512,384,16,16,32,2,3020,2437,2
4291,Fit,5,512,384,16,16,128,2,3284,2441,2
4292,Fit,8,512,384,16,16,64,2,3284,2439,2
4290,Fit,11,512,384,16,16,32,2,3284,2434,2
11517,Fit,5,512,384,16,16,128,2,3644,2441,2
11518,Fit,8,512,384,16,16,64,2,3644,2439,2
11516,Fit,11,512,384,16,16,32,2,3644,2437,2
3641,Fit,5,512,384,16,16,128,2,3020,2438,2
3642,Fit,8,512,384,16,16,64,2,3020,2439,2
3640,Fit,11,512,384,16,16,32,2,3020,2437,2
14266,Fit,5,512,384,16,16,128,2,3284,2441,2
14267,Fit,8,512,384,16,16,64,2,3284,2439,2
14265,Fit,11,512,384,16,16,32,2,3284,2437,2
1589,Fit,5,512,384,16,16,128,2,3644,2441,2
1590,Fit,8,512,384,16,16,64,2,3644,2439,2
1588,Fit,11,512,384,16,16,32,2,3644,2437,2
33519,Fit,5,512,384,16,16,128,2,3020,2438,2
33520,Fit,8,512,384,16,16,64,2,3020,2439,2
33518,Fit,11,512,384,16,16,32,2,3020,2437,2
22734,Fit,5,512,384,16,16,128,2,3284,2441,2
22735,Fit,8,512,384,16,16,64,2,3284,2439,2
22733,Fit,11,512,384,16,16,32,2,3284,2437,2
37231,Fit,5,512,384,16,16,128,2,3644,2441,2
37232,Fit,8,512,384,16,16,64,2,3644,2439,2
37230,Fit,11,512,384,16,16,32,2,3644,2437,2
19038,Fit,5,512,384,16,16,128,2,3020,2438,2
19039,Fit,8,512,384,16,16,64,2,3020,2439,2
19037,Fit,11,512,384,16,16,32,2,3020,2437,2
8387,Fit,5,512,384,16,16,128,2,3284,2438,2
8388,Fit,8,512,384,16,16,64,2,3284,2439,2
8386,Fit,11,512,384,16,16,32,2,3284,2437,2
18349,Fit,5,512,384,16,16,128,2,3644,2441,2
18350,Fit,8,512,384,16,16,64,2,3644,2439,2
18348,Fit,11,512,384,16,16,32,2,3644,2437,2
28953,Fit,5,512,384,16,16,128,2,3020,2441,2
28954,Fit,8,512,384,16,16,64,2,3020,2439,2
28952,Fit,11,512,384,16,16,32,2,3020,2434,2
38996,Fit,5,512,384,16,16,128,2,3284,2438,2
38997,Fit,8,512,384,16,16,64,2,3284,2439,2
38995,Fit,11,512,384,16,16,32,2,3284,2437,2
31059,Fit,5,512,384,16,16,128,2,3644,2438,2
31060,Fit,8,512,384,16,16,64,2,3644,2439,2
31058,Fit,11,512,384,16,16,32,2,3644,2437,2
44195,Fit,5,512,384,16,16,128,2,3284,2441,2
44196,Fit,8,512,384,16,16,64,2,3284,2439,2
44194,Fit,11,512,384,16,16,32,2,3284,2437,2
14612,Fit,5,512,384,16,16,128,2,3020,2441,2
14613,Fit,8,512,384,16,16,64,2,3020,2436,2
14611,Fit,11,512,384,16,16,32,2,3020,2437,2
3461,Fit,5,512,384,16,16,128,2,3284,2441,2
3462,Fit,8,512,384,16,16,64,2,3284,2439,2
3460,Fit,11,512,384,16,16,32,2,3284,2437,2
12737,Fit,5,512,384,16,16,128,2,3644,2441,2
12738,Fit,8,512,384,16,16,64,2,3644,2439,2
12736,Fit,11,512,384,16,16,32,2,3644,2437,2
48210,Fit,5,512,384,16,16,128,2,3284,2441,2
48211,Fit,8,512,384,16,16,64,2,3284,2439,2
48209,Fit,11,512,384,16,16,32,2,3284,2437,2
8065,Fit,5,512,384,16,16,128,2,3020,2441,2
8066,Fit,8,512,384,16,16,64,2,3020,2439,2
8064,Fit,11,512,384,16,16,32,2,3020,2437,2
19703,Fit,5,512,384,16,16,128,2,3284,2441,2
19704,Fit,8,512,384,16,16,64,2,3284,2439,2
19702,Fit,11,512,384,16,16,32,2,3284,2437,2
7354,Fit,5,512,384,16,16,128,2,3644,2441,2
7355,Fit,8,512,384,16,16,64,2,3644,2439,2
7353,Fit,11,512,384,16,16,32,2,3644,2434,2
37795,Fit,5,512,384,16,16,128,2,3020,2441,2
37796,Fit,8,512,384,16,16,64,2,3020,2439,2
37794,Fit,11,512,384,16,16,32,2,3020,2437,2
27348,Fit,5,512,384,16,16,128,2,3284,2441,2
27349,Fit,8,512,384,16,16,64,2,3284,2439,2
27347,Fit,11,512,384,16,16,32,2,3284,2434,2
41532,Fit,5,512,384,16,16,128,2,3644,2441,2
41533,Fit,8,512,384,16,16,64,2,3644,2439,2
41531,Fit,11,512,384,16,16,32,2,3644,2437,2
4641,Fit,5,512,384,16,16,128,2,3020,2438,2
4642,Fit,8,512,384,16,16,64,2,3020,2439,2
4640,Fit,11,512,384,16,16,32,2,3020,2437,2
15922,Fit,5,512,384,16,16,128,2,3284,2441,2
15923,Fit,8,512,384,16,16,64,2,3284,2439,2
15921,Fit,11,512,384,16,16,32,2,3284,2437,2
169,Fit,5,512,384,16,16,128,2,3644,2441,2
170,Fit,8,512,384,16,16,64,2,3644,2439,2
168,Fit,11,512,384,16,16,32,2,3644,2437,2
34552,Fit,5,512,384,16,16,128,2,3020,2438,2
34553,Fit,8,512,384,16,16,64,2,3020,2436,2
34551,Fit,11,512,384,16,16,32,2,3020,2437,2
24357,Fit,5,512,384,16,16,128,2,3284,2441,2
24358,Fit,8,512,384,16,16,64,2,3284,2439,2
24356,Fit,11,512,384,16,16,32,2,3284,2437,2
35343,Fit,5,512,384,16,16,128,2,3644,2438,2
35344,Fit,8,512,384,16,16,64,2,3644,2439,2
35342,Fit,11,512,384,16,16,32,2,3644,2437,2
11694,Fit,5,512,384,16,16,128,2,3020,2438,2
11695,Fit,8,512,384,16,16,64,2,3020,2439,2
11693,Fit,11,512,384,16,16,32,2,3020,2437,2
1180,Fit,5,512,384,16,16,128,2,3284,2441,2
1181,Fit,8,512,384,16,16,64,2,3284,2439,2
1179,Fit,11,512,384,16,16,32,2,3284,2434,2
14907,Fit,5,512,384,16,16,128,2,3644,2441,2
14908,Fit,8,512,384,16,16,64,2,3644,2439,2
14906,Fit,11,512,384,16,16,32,2,3644,2437,2
25118,Fit,5,512,384,16,16,128,2,3020,2441,2
25119,Fit,8,512,384,16,16,64,2,3020,2439,2
25117,Fit,11,512,384,16,16,32,2,3020,2437,2
36426,Fit,5,512,384,16,16,128,2,3284,2441,2
36427,Fit,8,512,384,16,16,64,2,3284,2436,2
36425,Fit,11,512,384,16,16,32,2,3284,2437,2
23273,Fit,5,512,384,16,16,128,2,3644,2441,2
23274,Fit,8,512,384,16,16,64,2,3644,2439,2
23272,Fit,11,512,384,16,16,32,2,3644,2437,2
5725,Fit,5,512,384,16,16,128,2,3020,2441,2
5726,Fit,8,512,384,16,16,64,2,3020,2436,2
5724,Fit,11,512,384,16,16,32,2,3020,2437,2
16487,Fit,5,512,384,16,16,128,2,3284,2441,2
16488,Fit,8,512,384,16,16,64,2,3284,2439,2
16486,Fit,11,512,384,16,16,32,2,3284,2437,2
10466,Fit,5,512,384,16,16,128,2,3644,2441,2
10467,Fit,8,512,384,16,16,64,2,3644,2439,2
10465,Fit,11,512,384,16,16,32,2,3644,2437,2
44385,Not Fit,5,512,384,16,16,128,2,3644,2441,2
44386,Not Fit,8,512,384,16,16,64,2,3644,2439,2
44384,Not Fit,11,512,384,16,16,32,2,3644,2437,2
15139,Fit,5,512,384,16,16,256,2,3344.38095238095,2457.97619047619,2
15140,Fit,8,512,384,16,16,128,2,3020,2441,2
15138,Fit,11,512,384,16,16,64,2,3020,2439,2
4007,Fit,5,512,384,16,16,256,2,3284,2440,2
4008,Fit,8,512,384,16,16,128,2,3284,2441,2
4006,Fit,11,512,384,16,16,64,2,3284,2439,2
11883,Fit,5,512,384,16,16,256,2,3644,2443,2
11884,Fit,8,512,384,16,16,128,2,3644,2441,2
11882,Fit,11,512,384,16,16,64,2,3644,2439,2
47036,Fit,5,512,384,16,16,256,2,3284,2443,2
47037,Fit,8,512,384,16,16,128,2,3284,2441,2
47035,Fit,11,512,384,16,16,64,2,3284,2436,2
38596,Fit,5,512,384,16,16,256,2,3020,2443,2
38597,Fit,8,512,384,16,16,128,2,3020,2441,2
38595,Fit,11,512,384,16,16,64,2,3020,2439,2
27901,Fit,5,512,384,16,16,256,2,3284,2440,2
27902,Fit,8,512,384,16,16,128,2,3284,2441,2
27900,Fit,11,512,384,16,16,64,2,3284,2436,2
42051,Fit,5,512,384,16,16,256,2,3644,2443,2
42052,Fit,8,512,384,16,16,128,2,3644,2441,2
42050,Fit,11,512,384,16,16,64,2,3644,2439,2
21793,Fit,5,512,384,16,16,256,2,3020,2443,2
21794,Fit,8,512,384,16,16,128,2,3020,2441,2
21792,Fit,11,512,384,16,16,64,2,3020,2436,2
32734,Fit,5,512,384,16,16,256,2,3284,2443,2
32735,Fit,8,512,384,16,16,128,2,3284,2441,2
32733,Fit,11,512,384,16,16,64,2,3284,2439,2
26358,Fit,5,512,384,16,16,256,2,3644,2443,2
26359,Fit,8,512,384,16,16,128,2,3644,2441,2
26357,Fit,11,512,384,16,16,64,2,3644,2439,2
13693,Fit,5,512,384,16,16,256,2,3020,2443,2
13694,Fit,8,512,384,16,16,128,2,3020,2441,2
13692,Fit,11,512,384,16,16,64,2,3020,2436,2
3051,Fit,5,512,384,16,16,256,2,3284,2443,2
3052,Fit,8,512,384,16,16,128,2,3284,2441,2
3050,Fit,11,512,384,16,16,64,2,3284,2439,2
13018,Fit,5,512,384,16,16,256,2,3644,2443,2
13019,Fit,8,512,384,16,16,128,2,3644,2441,2
13017,Fit,11,512,384,16,16,64,2,3644,2436,2
20677,Fit,5,512,384,16,16,256,2,3020,2443,2
20678,Fit,8,512,384,16,16,128,2,3020,2438,2
20676,Fit,11,512,384,16,16,64,2,3020,2439,2
9601,Fit,5,512,384,16,16,256,2,3284,2443,2
9602,Fit,8,512,384,16,16,128,2,3284,2438,2
9600,Fit,11,512,384,16,16,64,2,3284,2439,2
16993,Fit,5,512,384,16,16,256,2,3644,2443,2
16994,Fit,8,512,384,16,16,128,2,3644,2441,2
16992,Fit,11,512,384,16,16,64,2,3644,2436,2
28528,Fit,5,512,384,16,16,256,2,3020,2443,2
28529,Fit,8,512,384,16,16,128,2,3020,2438,2
28527,Fit,11,512,384,16,16,64,2,3020,2436,2
39324,Fit,5,512,384,16,16,256,2,3284,2443,2
39325,Fit,8,512,384,16,16,128,2,3284,2441,2
39323,Fit,11,512,384,16,16,64,2,3284,2439,2
30670,Fit,5,512,384,16,16,256,2,3644,2443,2
30671,Fit,8,512,384,16,16,128,2,3644,2441,2
30669,Fit,11,512,384,16,16,64,2,3644,2439,2
49596,Fit,5,512,384,16,16,256,2,3020,2443,2
49597,Fit,8,512,384,16,16,128,2,3020,2438,2
49595,Fit,11,512,384,16,16,64,2,3020,2436,2
31593,Fit,5,512,384,16,16,256,2,3644,2443,2
31594,Fit,8,512,384,16,16,128,2,3644,2441,2
31592,Fit,11,512,384,16,16,64,2,3644,2436,2
20377,Fit,5,512,384,16,16,256,2,3020,2440,2
20378,Fit,8,512,384,16,16,128,2,3020,2441,2
20376,Fit,11,512,384,16,16,64,2,3020,2436,2
8576,Fit,5,512,384,16,16,256,2,3284,2440,2
8577,Fit,8,512,384,16,16,128,2,3284,2441,2
8575,Fit,11,512,384,16,16,64,2,3284,2439,2
18087,Fit,5,512,384,16,16,256,2,3644,2443,2
18088,Fit,8,512,384,16,16,128,2,3644,2441,2
18086,Fit,11,512,384,16,16,64,2,3644,2439,2
32470,Fit,5,512,384,16,16,256,2,3020,2443,2
32471,Fit,8,512,384,16,16,128,2,3020,2441,2
32469,Fit,11,512,384,16,16,64,2,3020,2436,2
22451,Fit,5,512,384,16,16,256,2,3284,2440,2
22452,Fit,8,512,384,16,16,128,2,3284,2441,2
22450,Fit,11,512,384,16,16,64,2,3284,2436,2
37462,Fit,5,512,384,16,16,256,2,3644,2443,2
37463,Fit,8,512,384,16,16,128,2,3644,2438,2
37461,Fit,11,512,384,16,16,64,2,3644,2439,2
46176,Fit,5,512,384,16,16,256,2,3644,2443,2
46177,Fit,8,512,384,16,16,128,2,3644,2441,2
46175,Fit,11,512,384,16,16,64,2,3644,2439,2
35081,Fit,5,512,384,16,16,256,2,3020,2443,2
35082,Fit,8,512,384,16,16,128,2,3020,2441,2
35080,Fit,11,512,384,16,16,64,2,3020,2439,2
24071,Fit,5,512,384,16,16,256,2,3284,2443,2
24072,Fit,8,512,384,16,16,128,2,3284,2438,2
24070,Fit,11,512,384,16,16,64,2,3284,2439,2
35772,Fit,5,512,384,16,16,256,2,3644,2443,2
35773,Fit,8,512,384,16,16,128,2,3644,2438,2
35771,Fit,11,512,384,16,16,64,2,3644,2439,2
47242,Fit,5,512,384,16,16,256,2,3020,2443,2
47243,Fit,8,512,384,16,16,128,2,3020,2438,2
47241,Fit,11,512,384,16,16,64,2,3020,2439,2
30609,Fit,5,512,384,16,16,256,2,3020,2443,2
30610,Fit,8,512,384,16,16,128,2,3020,2441,2
30608,Fit,11,512,384,16,16,64,2,3020,2439,2
41259,Fit,5,512,384,16,16,256,2,3284,2443,2
41260,Fit,8,512,384,16,16,128,2,3284,2441,2
41258,Fit,11,512,384,16,16,64,2,3284,2439,2
28445,Fit,5,512,384,16,16,256,2,3644,2443,2
