model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_resource,n_inputs_resources,cnn_filters_resources,sequence_length_resource,bram_18k,lut,ff,dsp48e
49468,Not Fit,8,32,32,32,32,128,43,42226,17785,96
49466,Not Fit,11,32,32,32,32,64,43,42226,17783,96
31755,Not Fit,5,32,32,32,32,256,43,42226,17787,96
31756,Not Fit,8,32,32,32,32,128,43,42226,17785,96
31754,Not Fit,11,32,32,32,32,64,43,42226,17783,96
33110,Not Fit,5,32,32,32,32,256,43,42226,17787,96
33111,Not Fit,8,32,32,32,32,128,43,42226,17785,96
33109,Not Fit,11,32,32,32,32,64,43,42226,17783,96
45593,Not Fit,5,32,32,32,32,256,43,42226,17787,96
45594,Not Fit,8,32,32,32,32,128,43,42226,17785,96
45592,Not Fit,11,32,32,32,32,64,43,42226,17783,96
48393,Not Fit,5,32,32,32,32,256,43,42226,17787,96
48394,Not Fit,8,32,32,32,32,128,43,42226,17785,96
48392,Not Fit,11,32,32,32,32,64,43,42226,17783,96
37546,Not Fit,5,32,32,32,32,256,43,42226,17787,96
37547,Not Fit,8,32,32,32,32,128,43,42226,17785,96
37545,Not Fit,11,32,32,32,32,64,43,42226,17783,96
47849,Not Fit,5,32,32,32,32,256,43,42226,17787,96
47850,Not Fit,8,32,32,32,32,128,43,42226,17785,96
47848,Not Fit,11,32,32,32,32,64,43,42226,17783,96
2640,Not Fit,5,32,32,32,32,256,43,42226,17787,96
2641,Not Fit,8,32,32,32,32,128,43,42226,17785,96
2639,Not Fit,11,32,32,32,32,64,43,42226,17783,96
2916,Not Fit,5,32,32,32,32,256,43,42226,17787,96
2917,Not Fit,8,32,32,32,32,128,43,42226,17785,96
2915,Not Fit,11,32,32,32,32,64,43,42226,17783,96
26544,Not Fit,5,32,32,32,32,256,43,42226,17787,96
26545,Not Fit,8,32,32,32,32,128,43,42226,17785,96
26543,Not Fit,11,32,32,32,32,64,43,42226,17783,96
42228,Not Fit,5,32,32,32,32,256,43,42226,17787,96
42229,Not Fit,8,32,32,32,32,128,43,42226,17785,96
42227,Not Fit,11,32,32,32,32,64,43,42226,17783,96
14134,Not Fit,5,32,32,32,32,256,43,42226,17787,96
14135,Not Fit,8,32,32,32,32,128,43,42226,17785,96
14133,Not Fit,11,32,32,32,32,64,43,42226,17783,96
6676,Not Fit,5,32,32,32,32,256,43,42226,17787,96
6677,Not Fit,8,32,32,32,32,128,43,42226,17785,96
6675,Not Fit,11,32,32,32,32,64,43,42226,17783,96
13540,Not Fit,5,32,32,32,32,256,43,42226,17787,96
13541,Not Fit,8,32,32,32,32,128,43,42226,17785,96
13539,Not Fit,11,32,32,32,32,64,43,42226,17783,96
3332,Not Fit,5,32,32,32,32,256,43,42226,17787,96
3333,Not Fit,8,32,32,32,32,128,43,42226,17785,96
3331,Not Fit,11,32,32,32,32,64,43,42226,17783,96
3526,Not Fit,5,32,32,32,32,256,43,42226,17787,96
3527,Not Fit,8,32,32,32,32,128,43,42226,17785,96
3525,Not Fit,11,32,32,32,32,64,43,42226,17783,96
18566,Not Fit,5,32,32,32,32,256,43,42226,17787,96
18567,Not Fit,8,32,32,32,32,128,43,42226,17785,96
18565,Not Fit,11,32,32,32,32,64,43,42226,17783,96
2038,Not Fit,5,32,32,32,32,256,43,42226,17787,96
2039,Not Fit,8,32,32,32,32,128,43,42226,17785,96
2037,Not Fit,11,32,32,32,32,64,43,42226,17783,96
20271,Not Fit,5,32,32,32,32,256,43,42226,17787,96
20272,Not Fit,8,32,32,32,32,128,43,42226,17785,96
20270,Not Fit,11,32,32,32,32,64,43,42226,17783,96
32862,Not Fit,5,32,32,32,32,256,43,42226,17787,96
32863,Not Fit,8,32,32,32,32,128,43,42226,17785,96
32861,Not Fit,11,32,32,32,32,64,43,42226,17783,96
31152,Not Fit,5,32,32,32,32,256,43,42226,17787,96
31153,Not Fit,8,32,32,32,32,128,43,42226,17785,96
31151,Not Fit,11,32,32,32,32,64,43,42226,17783,96
32390,Not Fit,5,32,32,32,32,256,43,42226,17787,96
32391,Not Fit,8,32,32,32,32,128,43,42226,17785,96
32389,Not Fit,11,32,32,32,32,64,43,42226,17783,96
42074,Not Fit,5,32,32,32,32,512,43,42229,17789,96
42075,Not Fit,8,32,32,32,32,256,43,42226,17787,96
42073,Not Fit,11,32,32,32,32,128,43,42226,17785,96
26808,Not Fit,5,32,32,32,32,512,43,42229,17789,96
26809,Not Fit,8,32,32,32,32,256,43,42226,17787,96
26807,Not Fit,11,32,32,32,32,128,43,42226,17785,96
13615,Not Fit,5,32,32,32,32,512,43,42229,17789,96
13616,Not Fit,8,32,32,32,32,256,43,42226,17787,96
13614,Not Fit,11,32,32,32,32,128,43,42226,17785,96
13822,Not Fit,5,32,32,32,32,512,43,42229,17789,96
13823,Not Fit,8,32,32,32,32,256,43,42226,17787,96
13821,Not Fit,11,32,32,32,32,128,43,42226,17785,96
4272,Not Fit,5,32,32,32,32,512,43,42229,17789,96
4273,Not Fit,8,32,32,32,32,256,43,42226,17787,96
4271,Not Fit,11,32,32,32,32,128,43,42226,17785,96
48846,Not Fit,5,32,32,32,32,512,43,42229,17789,96
48847,Not Fit,8,32,32,32,32,256,43,42226,17787,96
48845,Not Fit,11,32,32,32,32,128,43,42226,17785,96
35952,Not Fit,5,32,32,32,32,512,43,42229,17789,96
35953,Not Fit,8,32,32,32,32,256,43,42226,17787,96
35951,Not Fit,11,32,32,32,32,128,43,42226,17785,96
36528,Not Fit,5,32,32,32,32,512,43,42229,17789,96
36529,Not Fit,8,32,32,32,32,256,43,42226,17787,96
36527,Not Fit,11,32,32,32,32,128,43,42226,17785,96
34533,Not Fit,5,32,32,32,32,512,43,42229,17789,96
34534,Not Fit,8,32,32,32,32,256,43,42226,17787,96
34532,Not Fit,11,32,32,32,32,128,43,42226,17785,96
395,Not Fit,5,32,32,32,32,512,43,42229,17789,96
396,Not Fit,8,32,32,32,32,256,43,42226,17787,96
394,Not Fit,11,32,32,32,32,128,43,42226,17785,96
277,Not Fit,5,32,32,32,32,512,43,42229,17789,96
278,Not Fit,8,32,32,32,32,256,43,42226,17787,96
276,Not Fit,11,32,32,32,32,128,43,42226,17785,96
23814,Not Fit,5,32,32,32,32,512,43,42229,17789,96
23815,Not Fit,8,32,32,32,32,256,43,42226,17787,96
23813,Not Fit,11,32,32,32,32,128,43,42226,17785,96
11156,Not Fit,5,32,32,32,32,512,43,42229,17789,96
11157,Not Fit,8,32,32,32,32,256,43,42226,17787,96
11155,Not Fit,11,32,32,32,32,128,43,42226,17785,96
10942,Not Fit,5,32,32,32,32,512,43,42229,17789,96
10943,Not Fit,8,32,32,32,32,256,43,42226,17787,96
10941,Not Fit,11,32,32,32,32,128,43,42226,17785,96
9644,Not Fit,5,32,32,32,32,512,43,42229,17789,96
9645,Not Fit,8,32,32,32,32,256,43,42226,17787,96
9643,Not Fit,11,32,32,32,32,128,43,42226,17785,96
15832,Not Fit,5,32,32,32,32,512,43,42229,17789,96
15833,Not Fit,8,32,32,32,32,256,43,42226,17787,96
15831,Not Fit,11,32,32,32,32,128,43,42226,17785,96
6258,Not Fit,5,32,32,32,32,512,43,42229,17789,96
6259,Not Fit,8,32,32,32,32,256,43,42226,17787,96
6257,Not Fit,11,32,32,32,32,128,43,42226,17785,96
38951,Not Fit,5,32,32,32,32,512,43,42229,17789,96
38952,Not Fit,8,32,32,32,32,256,43,42226,17787,96
38950,Not Fit,11,32,32,32,32,128,43,42226,17785,96
43691,Not Fit,5,32,32,32,32,512,43,42229,17789,96
43692,Not Fit,8,32,32,32,32,256,43,42226,17787,96
43690,Not Fit,11,32,32,32,32,128,43,42226,17785,96
24491,Not Fit,5,32,32,32,32,512,43,42229,17789,96
24492,Not Fit,8,32,32,32,32,256,43,42226,17787,96
24490,Not Fit,11,32,32,32,32,128,43,42226,17785,96
44332,Not Fit,5,32,32,32,32,512,43,42229,17789,96
44333,Not Fit,8,32,32,32,32,256,43,42226,17787,96
44331,Not Fit,11,32,32,32,32,128,43,42226,17785,96
11857,Not Fit,5,32,32,32,32,512,43,42229,17789,96
11858,Not Fit,8,32,32,32,32,256,43,42226,17787,96
11856,Not Fit,11,32,32,32,32,128,43,42226,17785,96
31359,Not Fit,5,32,32,32,32,512,43,42229,17789,96
31360,Not Fit,8,32,32,32,32,256,43,42226,17787,96
31358,Not Fit,11,32,32,32,32,128,43,42226,17785,96
20499,Not Fit,5,32,32,32,32,512,43,42229,17789,96
20500,Not Fit,8,32,32,32,32,256,43,42226,17787,96
20498,Not Fit,11,32,32,32,32,128,43,42226,17785,96
19879,Not Fit,5,32,32,32,32,512,43,42229,17789,96
19880,Not Fit,8,32,32,32,32,256,43,42226,17787,96
19878,Not Fit,11,32,32,32,32,128,43,42226,17785,96
2339,Not Fit,5,32,32,32,32,512,43,42229,17789,96
2340,Not Fit,8,32,32,32,32,256,43,42226,17787,96
2338,Not Fit,11,32,32,32,32,128,43,42226,17785,96
43945,Not Fit,5,32,32,32,32,512,43,42229,17789,96
43946,Not Fit,8,32,32,32,32,256,43,42226,17787,96
43944,Not Fit,11,32,32,32,32,128,43,42226,17785,96
24261,Not Fit,5,32,32,32,32,512,43,42229,17789,96
24262,Not Fit,8,32,32,32,32,256,43,42226,17787,96
24260,Not Fit,11,32,32,32,32,128,43,42226,17785,96
10969,Not Fit,5,32,32,32,32,512,43,42229,17789,96
10970,Not Fit,8,32,32,32,32,256,43,42226,17787,96
10968,Not Fit,11,32,32,32,32,128,43,42226,17785,96
11128,Not Fit,5,32,32,32,32,512,43,42229,17789,96
11129,Not Fit,8,32,32,32,32,256,43,42226,17787,96
11127,Not Fit,11,32,32,32,32,128,43,42226,17785,96
9546,Not Fit,5,32,32,32,32,512,43,42229,17789,96
9547,Not Fit,8,32,32,32,32,256,43,42226,17787,96
9545,Not Fit,11,32,32,32,32,128,43,42226,17785,96
15048,Not Fit,5,32,32,32,32,512,43,42229,17789,96
15049,Not Fit,8,32,32,32,32,256,43,42226,17787,96
15047,Not Fit,11,32,32,32,32,128,43,42226,17785,96
25679,Not Fit,5,32,32,32,32,512,43,42229,17789,96
25680,Not Fit,8,32,32,32,32,256,43,42226,17787,96
25678,Not Fit,11,32,32,32,32,128,43,42226,17785,96
43229,Not Fit,5,32,32,32,32,512,43,42229,17789,96
43230,Not Fit,8,32,32,32,32,256,43,42226,17787,96
43228,Not Fit,11,32,32,32,32,128,43,42226,17785,96
30031,Not Fit,2,64,48,1,16,128,0,2139.83703703704,1042,1
21664,Not Fit,2,64,48,1,16,256,0,2133.8,1044,1
7188,Not Fit,2,64,48,1,16,512,0,2129.32307692308,1046,1
9359,Not Fit,2,64,48,1,32,128,1,3718.20338983051,1639,2
43985,Not Fit,2,64,48,1,32,256,1,3720.55555555556,1641,2
27188,Not Fit,2,64,48,1,32,512,1,3703.53846153846,1643,2
1691,Fit,5,64,48,16,16,128,7,5757.23404255319,3611.42553191489,16
1692,Fit,8,64,48,16,16,64,7,5400,3562,16
1690,Fit,11,64,48,16,16,32,7,5400,3563,16
19071,Fit,5,64,48,16,16,128,7,5608,3564,16
19072,Fit,8,64,48,16,16,64,7,5608,3562,16
19070,Fit,11,64,48,16,16,32,7,5608,3560,16
33193,Fit,5,64,48,16,16,128,7,5400,3564,16
33194,Fit,8,64,48,16,16,64,7,5400,3562,16
33192,Fit,11,64,48,16,16,32,7,5400,3560,16
32105,Fit,5,64,48,16,16,128,7,5608,3564,16
32106,Fit,8,64,48,16,16,64,7,5608,3562,16
32104,Fit,11,64,48,16,16,32,7,5608,3560,16
49503,Fit,5,64,48,16,16,128,7,5400,3564,16
49504,Fit,8,64,48,16,16,64,7,5400,3562,16
49502,Fit,11,64,48,16,16,32,7,5400,3560,16
33299,Fit,5,64,48,16,16,128,7,5488,3564,16
33300,Fit,8,64,48,16,16,64,7,5488,3562,16
33298,Fit,11,64,48,16,16,32,7,5488,3563,16
45791,Fit,5,64,48,16,16,128,7,5608,3564,16
45792,Fit,8,64,48,16,16,64,7,5608,3562,16
45790,Fit,11,64,48,16,16,32,7,5608,3560,16
12067,Fit,5,64,48,16,16,128,7,5400,3564,16
12068,Fit,8,64,48,16,16,64,7,5400,3565,16
12066,Fit,11,64,48,16,16,32,7,5400,3563,16
10121,Fit,5,64,48,16,16,128,7,5608,3564,16
10122,Fit,8,64,48,16,16,64,7,5608,3562,16
10120,Fit,11,64,48,16,16,32,7,5608,3560,16
23370,Fit,5,64,48,16,16,128,7,5400,3564,16
23371,Fit,8,64,48,16,16,64,7,5400,3562,16
23369,Fit,11,64,48,16,16,32,7,5400,3560,16
44676,Fit,5,64,48,16,16,128,7,5488,3567,16
44677,Fit,8,64,48,16,16,64,7,5488,3565,16
44675,Fit,11,64,48,16,16,32,7,5488,3560,16
40327,Fit,5,64,48,16,16,128,7,5608,3567,16
40328,Fit,8,64,48,16,16,64,7,5608,3562,16
40326,Fit,11,64,48,16,16,32,7,5608,3560,16
44536,Fit,5,64,48,16,16,128,7,5400,3567,16
44537,Fit,8,64,48,16,16,64,7,5400,3562,16
44535,Fit,11,64,48,16,16,32,7,5400,3563,16
23506,Fit,5,64,48,16,16,128,7,5488,3564,16
23507,Fit,8,64,48,16,16,64,7,5488,3562,16
23505,Fit,11,64,48,16,16,32,7,5488,3560,16
24759,Fit,5,64,48,16,16,128,7,5488,3564,16
24760,Fit,8,64,48,16,16,64,7,5488,3562,16
24758,Fit,11,64,48,16,16,32,7,5488,3560,16
16190,Fit,5,64,48,16,16,128,7,5488,3564,16
16191,Fit,8,64,48,16,16,64,7,5488,3562,16
16189,Fit,11,64,48,16,16,32,7,5488,3560,16
15587,Fit,5,64,48,16,16,128,7,5400,3564,16
15588,Fit,8,64,48,16,16,64,7,5400,3565,16
15586,Fit,11,64,48,16,16,32,7,5400,3560,16
6390,Fit,5,64,48,16,16,128,7,5608,3564,16
6391,Fit,8,64,48,16,16,64,7,5608,3562,16
6389,Fit,11,64,48,16,16,32,7,5608,3560,16
3962,Fit,5,64,48,16,16,128,7,5400,3564,16
3963,Fit,8,64,48,16,16,64,7,5400,3562,16
3961,Fit,11,64,48,16,16,32,7,5400,3560,16
16897,Fit,5,64,48,16,16,128,7,5608,3564,16
16898,Fit,8,64,48,16,16,64,7,5608,3562,16
16896,Fit,11,64,48,16,16,32,7,5608,3563,16
36358,Fit,5,64,48,16,16,128,7,5400,3564,16
36359,Fit,8,64,48,16,16,64,7,5400,3562,16
36357,Fit,11,64,48,16,16,32,7,5400,3560,16
48719,Fit,5,64,48,16,16,128,7,5488,3564,16
48720,Fit,8,64,48,16,16,64,7,5488,3562,16
48718,Fit,11,64,48,16,16,32,7,5488,3560,16
29275,Fit,5,64,48,16,16,128,7,5608,3564,16
29276,Fit,8,64,48,16,16,64,7,5608,3562,16
29274,Fit,11,64,48,16,16,32,7,5608,3560,16
36164,Fit,5,64,48,16,16,128,7,5488,3564,16
36165,Fit,8,64,48,16,16,64,7,5488,3562,16
36163,Fit,11,64,48,16,16,32,7,5488,3560,16
148,Fit,5,64,48,16,16,128,7,5488,3564,16
149,Fit,8,64,48,16,16,64,7,5488,3562,16
147,Fit,11,64,48,16,16,32,7,5488,3560,16
34831,Fit,5,64,48,16,16,128,7,5488,3567,16
34832,Fit,8,64,48,16,16,64,7,5488,3562,16
34830,Fit,11,64,48,16,16,32,7,5488,3560,16
34702,Fit,5,64,48,16,16,128,7,5400,3564,16
34703,Fit,8,64,48,16,16,64,7,5400,3562,16
34701,Fit,11,64,48,16,16,32,7,5400,3560,16
30792,Not Fit,5,64,48,16,16,128,7,5608,3564,16
30793,Not Fit,8,64,48,16,16,64,7,5608,3562,16
30791,Not Fit,11,64,48,16,16,32,7,5608,3560,16
36405,Fit,5,64,48,16,16,128,7,5400,3564,16
36406,Fit,8,64,48,16,16,64,7,5400,3565,16
36404,Fit,11,64,48,16,16,32,7,5400,3563,16
29363,Not Fit,5,64,48,16,16,128,7,5608,3564,16
29364,Not Fit,8,64,48,16,16,64,7,5608,3562,16
29362,Not Fit,11,64,48,16,16,32,7,5608,3560,16
3927,Fit,5,64,48,16,16,128,7,5400,3564,16
3928,Fit,8,64,48,16,16,64,7,5400,3562,16
3926,Fit,11,64,48,16,16,32,7,5400,3563,16
16874,Not Fit,5,64,48,16,16,128,7,5608,3564,16
16875,Not Fit,8,64,48,16,16,64,7,5608,3565,16
16873,Not Fit,11,64,48,16,16,32,7,5608,3563,16
4407,Not Fit,5,64,48,16,16,128,7,5488,3564,16
4408,Not Fit,8,64,48,16,16,64,7,5488,3562,16
4406,Not Fit,11,64,48,16,16,32,7,5488,3563,16
7413,Fit,5,64,48,16,16,128,7,5400,3567,16
7414,Fit,8,64,48,16,16,64,7,5400,3562,16
7412,Fit,11,64,48,16,16,32,7,5400,3560,16
14408,Fit,5,64,48,16,16,128,7,5608,3564,16
14409,Fit,8,64,48,16,16,64,7,5608,3565,16
14407,Fit,11,64,48,16,16,32,7,5608,3560,16
25793,Fit,5,64,48,16,16,128,7,5608,3564,16
25794,Fit,8,64,48,16,16,64,7,5608,3565,16
25792,Fit,11,64,48,16,16,32,7,5608,3560,16
37767,Fit,5,64,48,16,16,128,7,5488,3564,16
37768,Fit,8,64,48,16,16,64,7,5488,3565,16
37766,Fit,11,64,48,16,16,32,7,5488,3560,16
42653,Fit,5,64,48,16,16,128,7,5608,3564,16
42654,Fit,8,64,48,16,16,64,7,5608,3562,16
42652,Fit,11,64,48,16,16,32,7,5608,3560,16
35516,Fit,5,64,48,16,16,128,7,5400,3567,16
35517,Fit,8,64,48,16,16,64,7,5400,3565,16
35515,Fit,11,64,48,16,16,32,7,5400,3560,16
28506,Not Fit,5,64,48,16,16,128,7,5608,3564,16
28507,Not Fit,8,64,48,16,16,64,7,5608,3562,16
28505,Not Fit,11,64,48,16,16,32,7,5608,3563,16
4571,Fit,5,64,48,16,16,128,7,5400,3564,16
4572,Fit,8,64,48,16,16,64,7,5400,3565,16
4570,Fit,11,64,48,16,16,32,7,5400,3560,16
17610,Not Fit,5,64,48,16,16,128,7,5608,3564,16
17611,Not Fit,8,64,48,16,16,64,7,5608,3562,16
17609,Not Fit,11,64,48,16,16,32,7,5608,3560,16
5060,Not Fit,5,64,48,16,16,128,7,5488,3567,16
5061,Not Fit,8,64,48,16,16,64,7,5488,3562,16
5059,Not Fit,11,64,48,16,16,32,7,5488,3560,16
716,Not Fit,5,64,48,16,16,128,7,5488,3564,16
717,Not Fit,8,64,48,16,16,64,7,5488,3562,16
715,Not Fit,11,64,48,16,16,32,7,5488,3560,16
49366,Not Fit,5,64,48,16,16,128,7,5400,3567,16
49367,Not Fit,8,64,48,16,16,64,7,5400,3562,16
49365,Not Fit,11,64,48,16,16,32,7,5400,3560,16
34042,Not Fit,5,64,48,16,16,128,7,5488,3564,16
34043,Not Fit,8,64,48,16,16,64,7,5488,3562,16
34041,Not Fit,11,64,48,16,16,32,7,5488,3560,16
46576,Not Fit,5,64,48,16,16,128,7,5608,3564,16
46577,Not Fit,8,64,48,16,16,64,7,5608,3565,16
46575,Not Fit,11,64,48,16,16,32,7,5608,3563,16
33942,Not Fit,5,64,48,16,16,128,7,5400,3564,16
33943,Not Fit,8,64,48,16,16,64,7,5400,3562,16
33941,Not Fit,11,64,48,16,16,32,7,5400,3560,16
30029,Not Fit,5,64,48,16,16,128,7,5608,3564,16
30030,Not Fit,8,64,48,16,16,64,7,5608,3565,16
30028,Not Fit,11,64,48,16,16,32,7,5608,3560,16
5109,Fit,5,64,48,16,16,256,7,5756.09756097561,3613.12195121951,16
5110,Fit,8,64,48,16,16,128,7,5400,3564,16
5108,Fit,11,64,48,16,16,64,7,5400,3562,16
16973,Fit,5,64,48,16,16,256,7,5608,3566,16
16974,Fit,8,64,48,16,16,128,7,5608,3567,16
16972,Fit,11,64,48,16,16,64,7,5608,3565,16
35432,Fit,5,64,48,16,16,256,7,5400,3566,16
35433,Fit,8,64,48,16,16,128,7,5400,3564,16
35431,Fit,11,64,48,16,16,64,7,5400,3562,16
48946,Fit,5,64,48,16,16,256,7,5488,3566,16
48947,Fit,8,64,48,16,16,128,7,5488,3564,16
48945,Fit,11,64,48,16,16,64,7,5488,3562,16
28616,Fit,5,64,48,16,16,256,7,5608,3566,16
28617,Fit,8,64,48,16,16,128,7,5608,3564,16
28615,Fit,11,64,48,16,16,64,7,5608,3562,16
35580,Fit,5,64,48,16,16,256,7,5488,3566,16
35581,Fit,8,64,48,16,16,128,7,5488,3564,16
35579,Fit,11,64,48,16,16,64,7,5488,3562,16
47420,Not Fit,5,64,48,16,16,256,7,5608,3566,16
47421,Not Fit,8,64,48,16,16,128,7,5608,3567,16
47419,Not Fit,11,64,48,16,16,64,7,5608,3562,16
40150,Fit,5,64,48,16,16,256,7,5488,3566,16
40151,Fit,8,64,48,16,16,128,7,5488,3564,16
40149,Fit,11,64,48,16,16,64,7,5488,3562,16
10504,Fit,5,64,48,16,16,256,7,5488,3566,16
10505,Fit,8,64,48,16,16,128,7,5488,3564,16
10503,Fit,11,64,48,16,16,64,7,5488,3562,16
9981,Fit,5,64,48,16,16,256,7,5400,3566,16
9982,Fit,8,64,48,16,16,128,7,5400,3567,16
9980,Fit,11,64,48,16,16,64,7,5400,3562,16
12196,Not Fit,5,64,48,16,16,256,7,5608,3566,16
12197,Not Fit,8,64,48,16,16,128,7,5608,3564,16
12195,Not Fit,11,64,48,16,16,64,7,5608,3562,16
6547,Fit,5,64,48,16,16,256,7,5400,3566,16
6548,Fit,8,64,48,16,16,128,7,5400,3564,16
6546,Fit,11,64,48,16,16,64,7,5400,3562,16
15505,Fit,5,64,48,16,16,256,7,5608,3566,16
15506,Fit,8,64,48,16,16,128,7,5608,3564,16
15504,Fit,11,64,48,16,16,64,7,5608,3565,16
39111,Fit,5,64,48,16,16,256,7,5400,3566,16
39112,Fit,8,64,48,16,16,128,7,5400,3567,16
39110,Fit,11,64,48,16,16,64,7,5400,3565,16
24879,Fit,5,64,48,16,16,256,7,5608,3566,16
24880,Fit,8,64,48,16,16,128,7,5608,3564,16
24878,Fit,11,64,48,16,16,64,7,5608,3565,16
39249,Fit,5,64,48,16,16,256,7,5488,3566,16
39250,Fit,8,64,48,16,16,128,7,5488,3564,16
39248,Fit,11,64,48,16,16,64,7,5488,3562,16
1867,Fit,5,64,48,16,16,256,7,5400,3569,16
1868,Fit,8,64,48,16,16,128,7,5400,3564,16
1866,Fit,11,64,48,16,16,64,7,5400,3562,16
20414,Fit,5,64,48,16,16,256,7,5608,3566,16
20415,Fit,8,64,48,16,16,128,7,5608,3564,16
20413,Fit,11,64,48,16,16,64,7,5608,3562,16
32756,Fit,5,64,48,16,16,256,7,5400,3566,16
32757,Fit,8,64,48,16,16,128,7,5400,3564,16
32755,Fit,11,64,48,16,16,64,7,5400,3562,16
49573,Fit,5,64,48,16,16,256,7,5488,3566,16
49574,Fit,8,64,48,16,16,128,7,5488,3564,16
49572,Fit,11,64,48,16,16,64,7,5488,3562,16
31274,Fit,5,64,48,16,16,256,7,5608,3566,16
31275,Fit,8,64,48,16,16,128,7,5608,3564,16
31273,Fit,11,64,48,16,16,64,7,5608,3562,16
32596,Fit,5,64,48,16,16,256,7,5488,3566,16
32597,Fit,8,64,48,16,16,128,7,5488,3567,16
32595,Fit,11,64,48,16,16,64,7,5488,3562,16
46028,Not Fit,5,64,48,16,16,256,7,5608,3566,16
46029,Not Fit,8,64,48,16,16,128,7,5608,3564,16
46027,Not Fit,11,64,48,16,16,64,7,5608,3565,16
30850,Fit,5,64,48,16,16,256,7,5400,3566,16
30851,Fit,8,64,48,16,16,128,7,5400,3564,16
30849,Fit,11,64,48,16,16,64,7,5400,3562,16
34580,Not Fit,5,64,48,16,16,256,7,5608,3566,16
34581,Not Fit,8,64,48,16,16,128,7,5608,3564,16
34579,Not Fit,11,64,48,16,16,64,7,5608,3562,16
20807,Fit,5,64,48,16,16,256,7,5400,3566,16
20808,Fit,8,64,48,16,16,128,7,5400,3564,16
20806,Fit,11,64,48,16,16,64,7,5400,3562,16
529,Not Fit,5,64,48,16,16,256,7,5608,3569,16
530,Not Fit,8,64,48,16,16,128,7,5608,3564,16
528,Not Fit,11,64,48,16,16,64,7,5608,3562,16
21159,Fit,5,64,48,16,16,256,7,5488,3566,16
21160,Fit,8,64,48,16,16,128,7,5488,3564,16
21158,Fit,11,64,48,16,16,64,7,5488,3565,16
16289,Not Fit,5,64,48,16,16,256,7,5488,3566,16
16290,Not Fit,8,64,48,16,16,128,7,5488,3567,16
16288,Not Fit,11,64,48,16,16,64,7,5488,3562,16
29464,Not Fit,5,64,48,16,16,256,7,5488,3566,16
29465,Not Fit,8,64,48,16,16,128,7,5488,3564,16
29463,Not Fit,11,64,48,16,16,64,7,5488,3562,16
29234,Not Fit,5,64,48,16,16,256,7,5400,3566,16
29235,Not Fit,8,64,48,16,16,128,7,5400,3567,16
29233,Not Fit,11,64,48,16,16,64,7,5400,3562,16
46950,Not Fit,5,64,48,16,16,256,7,5488,3566,16
46951,Not Fit,8,64,48,16,16,128,7,5488,3564,16
46949,Not Fit,11,64,48,16,16,64,7,5488,3565,16
36500,Not Fit,5,64,48,16,16,256,7,5608,3569,16
36501,Not Fit,8,64,48,16,16,128,7,5608,3564,16
36499,Not Fit,11,64,48,16,16,64,7,5608,3565,16
9460,Fit,5,64,48,16,16,256,7,5400,3569,16
9461,Fit,8,64,48,16,16,128,7,5400,3564,16
9459,Fit,11,64,48,16,16,64,7,5400,3562,16
11207,Fit,5,64,48,16,16,256,7,5608,3566,16
11208,Fit,8,64,48,16,16,128,7,5608,3564,16
11206,Fit,11,64,48,16,16,64,7,5608,3565,16
41143,Fit,5,64,48,16,16,256,7,5400,3566,16
41144,Fit,8,64,48,16,16,128,7,5400,3567,16
41142,Fit,11,64,48,16,16,64,7,5400,3562,16
23902,Fit,5,64,48,16,16,256,7,5608,3566,16
23903,Fit,8,64,48,16,16,128,7,5608,3564,16
23901,Fit,11,64,48,16,16,64,7,5608,3562,16
40631,Fit,5,64,48,16,16,256,7,5488,3566,16
40632,Fit,8,64,48,16,16,128,7,5488,3564,16
40630,Fit,11,64,48,16,16,64,7,5488,3562,16
16951,Not Fit,5,64,48,16,16,256,7,5488,3566,16
16952,Not Fit,8,64,48,16,16,128,7,5488,3564,16
16950,Not Fit,11,64,48,16,16,64,7,5488,3562,16
47279,Fit,5,64,48,16,16,256,7,5400,3566,16
47280,Fit,8,64,48,16,16,128,7,5400,3564,16
47278,Fit,11,64,48,16,16,64,7,5400,3562,16
28669,Not Fit,5,64,48,16,16,256,7,5488,3566,16
28670,Not Fit,8,64,48,16,16,128,7,5488,3564,16
28668,Not Fit,11,64,48,16,16,64,7,5488,3562,16
48982,Not Fit,5,64,48,16,16,256,7,5608,3566,16
48983,Not Fit,8,64,48,16,16,128,7,5608,3564,16
48981,Not Fit,11,64,48,16,16,64,7,5608,3562,16
28417,Fit,5,64,48,16,16,256,7,5400,3566,16
28418,Fit,8,64,48,16,16,128,7,5400,3567,16
28416,Fit,11,64,48,16,16,64,7,5400,3562,16
47446,Not Fit,5,64,48,16,16,256,7,5488,3566,16
47447,Not Fit,8,64,48,16,16,128,7,5488,3567,16
47445,Not Fit,11,64,48,16,16,64,7,5488,3562,16
35606,Not Fit,5,64,48,16,16,256,7,5608,3566,16
35607,Not Fit,8,64,48,16,16,128,7,5608,3564,16
35605,Not Fit,11,64,48,16,16,64,7,5608,3565,16
30079,Not Fit,5,64,48,16,16,256,7,5400,3566,16
30080,Not Fit,8,64,48,16,16,128,7,5400,3567,16
30078,Not Fit,11,64,48,16,16,64,7,5400,3562,16
33876,Not Fit,5,64,48,16,16,256,7,5608,3566,16
33877,Not Fit,8,64,48,16,16,128,7,5608,3564,16
