model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_dense_resource,n_inputs_resources,sequence_length_resource,dense_size_resource,bram_18k,lut,ff,dsp48e
17206,Fit,6,128,128,2048,1,16,114,173012,151669,256
6476,Not Fit,6,128,128,2048,1,32,228,237788,171941,512
48970,Fit,6,128,128,2048,1,16,114,173012,151669,256
43451,Not Fit,6,128,128,2048,1,32,228,237788,171941,512
571,Fit,6,128,128,2048,1,16,114,173012,151669,256
10913,Not Fit,6,128,128,2048,1,32,228,237788,171941,512
35568,Fit,6,128,128,2048,1,16,114,173012,151669,256
24476,Not Fit,6,128,128,2048,1,32,228,237788,171941,512
5966,Fit,7,128,128,2048,1,16,114,173012,151669,256
17369,Not Fit,7,128,128,2048,1,32,228,237788,171941,512
40819,Not Fit,7,128,128,2048,1,16,114,173012,151669,256
31115,Not Fit,7,128,128,2048,1,32,228,237788,171941,512
7548,Not Fit,11,128,128,2048,1,16,114,173068.8,151668.2,256
49079,Not Fit,9,128,128,2048,1,32,228,237930,171939,512
41209,Fit,9,128,128,2048,1,16,114,173154,151667,256
30634,Not Fit,9,128,128,2048,1,32,228,237930,171939,512
6358,Fit,9,128,128,2048,1,16,114,173154,151667,256
47348,Not Fit,9,128,128,2048,1,32,228,237930,171939,512
24225,Fit,9,128,128,2048,1,16,114,173154,151667,256
34299,Not Fit,9,128,128,2048,1,32,228,237930,171939,512
44139,Fit,9,128,128,2048,1,16,114,173154,151667,256
44016,Not Fit,10,128,128,2048,1,32,228,237930,171939,512
28571,Not Fit,10,128,128,2048,1,16,114,173154,151667,256
39366,Not Fit,10,128,128,2048,1,32,228,237930,171939,512
20705,Not Fit,10,128,128,2048,1,16,114,173154,151667,256
9626,Not Fit,10,128,128,2048,1,32,228,237930,171939,512
31726,Not Fit,11,128,128,2048,1,16,114,173154,151667,256
42410,Not Fit,11,128,128,2048,1,32,228,237930,171939,512
38772,Fit,7,128,128,2048,1,16,114,172941,151671,256
28049,Not Fit,7,128,128,2048,1,32,228,237717,171943,512
21992,Not Fit,8,128,128,2048,1,16,114,172941,151671,256
32810,Not Fit,8,128,128,2048,1,32,228,237717,171943,512
18594,Fit,7,128,128,2048,1,16,114,172941,151671,256
42685,Not Fit,7,128,128,2048,1,32,228,237717,171943,512
37120,Not Fit,8,128,128,2048,1,16,114,172941,151671,256
25861,Not Fit,8,128,128,2048,1,32,228,237717,171943,512
1751,Not Fit,8,128,128,2048,1,16,114,172941,151671,256
12494,Not Fit,8,128,128,2048,1,32,228,237717,171943,512
6889,Fit,9,128,128,2048,1,16,114,173012,151669,256
18234,Not Fit,9,128,128,2048,1,32,228,237788,171941,512
41293,Fit,9,128,128,2048,1,16,114,173012,151669,256
44320,Not Fit,9,128,128,2048,1,32,228,237788,171941,512
29063,Fit,9,128,128,2048,1,16,114,173012,151669,256
39652,Not Fit,9,128,128,2048,1,32,228,237788,171941,512
21373,Fit,9,128,128,2048,1,16,114,173012,151669,256
10565,Not Fit,9,128,128,2048,1,32,228,237788,171941,512
33971,Fit,9,128,128,2048,1,16,114,173012,151669,256
23247,Not Fit,9,128,128,2048,1,32,228,237788,171941,512
39610,Fit,10,128,128,2048,1,16,114,173012,151669,256
49352,Not Fit,10,128,128,2048,1,32,228,237788,171941,512
42809,Not Fit,11,128,128,2048,1,16,114,173012,151669,256
48648,Not Fit,11,128,128,2048,1,32,228,237788,171941,512
7578,Not Fit,11,128,128,2048,1,16,114,173012,151669,256
18427,Not Fit,11,128,128,2048,1,32,228,237788,171941,512
28639,Not Fit,10,128,128,2048,1,16,114,173012,151669,256
42094,Not Fit,11,128,128,2048,1,32,228,237788,171941,512
11975,Fit,8,512,256,16,1,1,0,1206,1272,1
24709,Fit,8,512,256,16,1,16,2,3053,2358,1
24710,Fit,10,512,256,16,1,1,0,1206,1272,1
10702,Fit,12,512,256,16,1,16,2,3053,2358,1
41282,Fit,8,512,256,16,1,1,0,1206,1272,1
43550,Fit,8,512,256,16,1,16,2,3053,2358,1
43551,Fit,10,512,256,16,1,1,0,1203,1269,1
17016,Fit,9,512,256,16,1,16,2,3053,2358,1
17017,Fit,11,512,256,16,1,1,0,1206,1272,1
30595,Fit,13,512,256,16,1,16,2,3053,2358,1
35247,Fit,9,512,256,16,1,1,0,1204.5,1270.5,1
30839,Not Fit,9,512,256,16,1,16,2,3053,2358,1
30840,Not Fit,11,512,256,16,1,1,0,1206,1272,1
17554,Not Fit,13,512,256,16,1,16,2,3053,2358,1
47671,Fit,10,512,256,16,1,1,0,1206,1272,1
32779,Fit,10,512,256,16,1,16,2,3053,2358,1
32781,Fit,12,512,256,16,1,1,0,1206,1272,1
3015,Fit,14,512,256,16,1,16,2,3053,2358,1
34386,Fit,8,512,256,16,1,1,0,1206,1272,1
47358,Fit,8,512,256,16,1,16,2,3053,2358,1
1204,Fit,8,512,256,16,1,1,0,1206,1272,1
16509,Fit,8,512,256,16,1,16,2,3053,2358,1
16510,Fit,10,512,256,16,1,1,0,1206,1272,1
29675,Fit,12,512,256,16,1,16,2,3053,2358,1
29677,Fit,14,512,256,16,1,1,0,1206,1272,1
39640,Fit,9,512,256,16,1,16,2,3053,2358,1
39641,Fit,11,512,256,16,1,1,0,1206,1272,1
10631,Fit,13,512,256,16,1,16,2,3053,2358,1
10633,Fit,15,512,256,16,1,1,0,1206,1272,1
11952,Fit,9,512,256,16,1,16,2,3053,2358,1
11953,Fit,11,512,256,16,1,1,0,1206,1272,1
25619,Fit,13,512,256,16,1,16,2,3053,2358,1
5178,Not Fit,9,512,256,16,1,1,0,1206,1272,1
43290,Not Fit,13,512,256,16,1,16,2,3053,2358,1
14289,Fit,10,512,256,16,1,1,0,1206,1272,1
8423,Not Fit,10,512,256,16,1,16,2,3053,2358,1
8424,Not Fit,12,512,256,16,1,1,0,1206,1272,1
38125,Not Fit,14,512,256,16,1,16,2,3053,2358,1
28659,Fit,11,512,256,16,1,1,0,1206,1272,1
49174,Fit,11,512,256,16,1,16,2,3053,2358,1
44644,Fit,11,512,256,16,1,1,0,1206,1272,1
39485,Fit,11,512,256,16,1,16,2,3053,2358,1
39487,Fit,13,512,256,16,1,1,0,1206,1272,1
10177,Fit,15,512,256,16,1,16,2,3053,2358,1
23591,Fit,11,512,256,16,1,1,0,1206,1272,1
23259,Fit,12,512,256,16,1,16,2,3053,2358,1
23260,Fit,14,512,256,16,1,1,0,1206,1272,1
15017,Fit,16,512,256,16,1,16,2,3053,2358,1
46877,Fit,12,512,256,16,1,1,0,1206,1272,1
34262,Fit,12,512,256,16,1,16,2,3053,2358,1
34263,Fit,14,512,256,16,1,1,0,1206,1272,1
4255,Fit,16,512,256,16,1,16,2,3053,2358,1
10551,Fit,13,512,256,16,1,1,0,1206,1272,1
44368,Fit,17,512,256,16,1,16,2,3053,2358,1
44369,Fit,19,512,256,16,1,1,0,1206,1272,1
32220,Fit,13,512,256,16,1,16,2,3053,2358,1
32221,Fit,15,512,256,16,1,1,0,1206,1272,1
18689,Fit,17,512,256,16,1,16,2,3053,2358,1
5188,Fit,11,512,256,16,1,1,0,1205,1271,1
43321,Fit,15,512,256,16,1,16,2,3053,2358,1
20960,Fit,11,512,256,16,1,1,0,1206,1272,1
4628,Fit,11,512,256,16,1,16,2,3053,2358,1
4629,Fit,13,512,256,16,1,1,0,1206,1272,1
34661,Fit,15,512,256,16,1,16,2,3053,2358,1
34662,Fit,17,512,256,16,1,1,0,1206,1272,1
35710,Fit,16,512,256,16,1,16,2,3053,2358,1
35711,Fit,18,512,256,16,1,1,0,1206,1272,1
9878,Fit,12,512,256,16,1,16,2,3053,2358,1
9879,Fit,14,512,256,16,1,1,0,1206,1272,1
39137,Fit,16,512,256,16,1,16,2,3053,2358,1
30709,Fit,13,512,256,16,1,1,0,1206,1272,1
49132,Fit,13,512,256,16,1,16,2,3053,2358,1
6903,Fit,13,512,256,16,1,1,0,1206,1272,1
42253,Fit,17,512,256,16,1,16,2,3053,2358,1
42254,Fit,19,512,256,16,1,1,0,1206,1272,1
13405,Not Fit,13,512,256,16,1,16,2,3053,2358,1
13406,Not Fit,15,512,256,16,1,1,0,1206,1272,1
26682,Not Fit,17,512,256,16,1,16,2,3053,2358,1
26683,Not Fit,19,512,256,16,1,1,0,1206,1272,1
23433,Fit,17,512,256,16,1,16,2,3053,2358,1
23434,Fit,19,512,256,16,1,1,0,1206,1272,1
14794,Fit,21,512,256,16,1,16,2,3053,2358,1
14795,Fit,23,512,256,16,1,1,0,1206,1272,1
3645,Fit,17,512,256,16,1,16,2,3053,2358,1
3646,Fit,19,512,256,16,1,1,0,1206,1272,1
33525,Fit,21,512,256,16,1,16,2,3053,2358,1
14616,Fit,18,512,256,16,1,1,0,1205.25,1271.25,1
8068,Fit,18,512,256,16,1,16,2,3053,2358,1
8069,Fit,20,512,256,16,1,1,0,1206,1272,1
37800,Fit,22,512,256,16,1,16,2,3053,2358,1
37801,Fit,24,512,256,16,1,1,0,1206,1272,1
4644,Fit,19,512,256,16,1,16,2,3053,2358,1
4645,Fit,21,512,256,16,1,1,0,1206,1272,1
34557,Fit,23,512,256,16,1,16,2,3053,2358,1
34558,Fit,25,512,256,16,1,1,0,1206,1272,1
11698,Fit,19,512,256,16,1,16,2,3053,2358,1
11699,Fit,21,512,256,16,1,1,0,1206,1272,1
25124,Fit,23,512,256,16,1,16,2,3053,2358,1
5728,Fit,19,512,256,16,1,1,0,1206,1272,1
488,Fit,17,512,256,16,1,16,2,3053,2358,1
489,Fit,19,512,256,16,1,1,0,1206,1272,1
35639,Fit,21,512,256,16,1,16,2,3053,2358,1
21765,Fit,17,512,256,16,1,1,0,1206,1272,1
38577,Fit,17,512,256,16,1,16,2,3053,2358,1
5309,Fit,18,512,256,16,1,1,0,1204.5,1270.5,1
32535,Fit,18,512,256,16,1,16,2,3053,2358,1
32536,Fit,20,512,256,16,1,1,0,1206,1272,1
2579,Fit,22,512,256,16,1,16,2,3053,2358,1
2580,Fit,24,512,256,16,1,1,0,1206,1272,1
49553,Fit,18,512,256,16,1,16,2,3053,2358,1
49554,Fit,20,512,256,16,1,1,0,1206,1272,1
25416,Fit,19,512,256,16,1,16,2,3053,2358,1
25417,Fit,21,512,256,16,1,1,0,1206,1272,1
12160,Fit,23,512,256,16,1,16,2,3053,2358,1
49030,Not Fit,19,512,256,16,1,1,0,1206,1272,1
30573,Not Fit,19,512,256,16,1,16,2,3053,2358,1
30574,Not Fit,21,512,256,16,1,1,0,1206,1272,1
17045,Not Fit,23,512,256,16,1,16,2,3053,2358,1
17046,Not Fit,25,512,256,16,1,1,0,1206,1272,1
25222,Fit,8,512,256,16,1,16,2,3053,2358,1
25223,Fit,10,512,256,16,1,1,0,1203,1269,1
11595,Fit,12,512,256,16,1,16,2,3053,2358,1
16547,Fit,8,512,256,16,1,1,0,1204.5,1270.5,1
48771,Fit,12,512,256,16,1,16,2,3053,2358,1
48774,Fit,14,512,256,16,1,1,0,1206,1272,1
1213,Fit,8,512,256,16,1,16,2,3053,2358,1
1214,Fit,10,512,256,16,1,1,0,1206,1272,1
36319,Fit,12,512,256,16,1,16,2,3053,2358,1
30937,Fit,9,512,256,16,1,1,0,1206,1272,1
5144,Fit,9,512,256,16,1,16,2,3053,2358,1
5145,Fit,11,512,256,16,1,1,0,1206,1272,1
40171,Not Fit,13,512,256,16,1,16,2,3053,2358,1
40174,Not Fit,15,512,256,16,1,1,0,1203,1269,1
19,Fit,10,512,256,16,1,16,2,3053,2358,1
20,Fit,12,512,256,16,1,1,0,1206,1272,1
35478,Fit,14,512,256,16,1,16,2,3053,2358,1
10246,Fit,9,512,256,16,1,1,0,1206,1272,1
44563,Fit,13,512,256,16,1,16,2,3053,2358,1
30872,Fit,9,512,256,16,1,1,0,1206,1272,1
23615,Fit,10,512,256,16,1,16,2,3053,2358,1
23616,Fit,12,512,256,16,1,1,0,1206,1272,1
15354,Fit,14,512,256,16,1,16,2,3053,2358,1
15355,Fit,16,512,256,16,1,1,0,1206,1272,1
27921,Not Fit,10,512,256,16,1,16,2,3053,2358,1
27923,Not Fit,12,512,256,16,1,1,0,1206,1272,1
20032,Not Fit,14,512,256,16,1,16,2,3053,2358,1
20034,Not Fit,16,512,256,16,1,1,0,1206,1272,1
28344,Fit,15,512,256,16,1,16,2,3053,2358,1
4597,Fit,11,512,256,16,1,1,0,1206,1272,1
47552,Fit,15,512,256,16,1,16,2,3053,2358,1
47554,Fit,17,512,256,16,1,1,0,1206,1272,1
20946,Fit,11,512,256,16,1,16,2,3053,2358,1
20948,Fit,13,512,256,16,1,1,0,1206,1272,1
28823,Fit,15,512,256,16,1,16,2,3053,2358,1
15438,Fit,12,512,256,16,1,1,0,1204.5,1270.5,1
15909,Fit,12,512,256,16,1,16,2,3053,2358,1
15910,Fit,14,512,256,16,1,1,0,1206,1272,1
23838,Fit,16,512,256,16,1,16,2,3053,2358,1
9910,Not Fit,12,512,256,16,1,1,0,1206,1272,1
43811,Not Fit,16,512,256,16,1,16,2,3053,2358,1
44736,Fit,13,512,256,16,1,1,0,1206,1272,1
10157,Fit,17,512,256,16,1,16,2,3053,2358,1
13392,Fit,13,512,256,16,1,1,0,1206,1272,1
6872,Not Fit,13,512,256,16,1,16,2,3053,2358,1
6873,Not Fit,15,512,256,16,1,1,0,1206,1272,1
40430,Fit,11,512,256,16,1,16,2,3053,2358,1
40431,Fit,13,512,256,16,1,1,0,1206,1272,1
5605,Fit,15,512,256,16,1,16,2,3053,2358,1
5606,Fit,17,512,256,16,1,1,0,1206,1272,1
23602,Fit,11,512,256,16,1,16,2,3053,2358,1
23603,Fit,13,512,256,16,1,1,0,1206,1272,1
15371,Fit,15,512,256,16,1,16,2,3053,2358,1
39532,Fit,11,512,256,16,1,1,0,1206,1272,1
44602,Fit,11,512,256,16,1,16,2,3053,2358,1
34226,Fit,12,512,256,16,1,1,0,1206,1272,1
46891,Fit,12,512,256,16,1,16,2,3053,2358,1
46892,Fit,14,512,256,16,1,1,0,1206,1272,1
29349,Not Fit,12,512,256,16,1,16,2,3053,2358,1
29350,Not Fit,14,512,256,16,1,1,0,1206,1272,1
21189,Not Fit,16,512,256,16,1,16,2,3053,2358,1
21190,Not Fit,18,512,256,16,1,1,0,1206,1272,1
17459,Fit,13,512,256,16,1,16,2,3053,2358,1
17460,Fit,15,512,256,16,1,1,0,1206,1272,1
31003,Fit,17,512,256,16,1,16,2,3053,2358,1
31004,Fit,19,512,256,16,1,1,0,1206,1272,1
1265,Fit,17,512,256,16,1,16,2,3053,2358,1
38600,Fit,17,512,256,16,1,1,0,1205.25,1271.25,1
21797,Fit,17,512,256,16,1,16,2,3053,2358,1
21798,Fit,19,512,256,16,1,1,0,1206,1272,1
13699,Fit,21,512,256,16,1,16,2,3053,2358,1
13700,Fit,23,512,256,16,1,1,0,1206,1272,1
20680,Fit,18,512,256,16,1,16,2,3053,2358,1
20681,Fit,20,512,256,16,1,1,0,1206,1272,1
28533,Fit,22,512,256,16,1,16,2,3053,2358,1
49600,Fit,18,512,256,16,1,1,0,1206,1272,1
20383,Fit,22,512,256,16,1,16,2,3053,2358,1
35084,Fit,19,512,256,16,1,1,0,1206,1272,1
47245,Fit,19,512,256,16,1,16,2,3053,2358,1
30613,Fit,19,512,256,16,1,1,0,1206,1272,1
35819,Fit,19,512,256,16,1,16,2,3053,2358,1
35820,Fit,21,512,256,16,1,1,0,1206,1272,1
421,Fit,23,512,256,16,1,16,2,3053,2358,1
35274,Fit,17,512,256,16,1,1,0,1204.5,1270.5,1
18983,Fit,17,512,256,16,1,16,2,3053,2358,1
18984,Fit,19,512,256,16,1,1,0,1206,1272,1
27231,Fit,21,512,256,16,1,16,2,3053,2358,1
3624,Fit,17,512,256,16,1,1,0,1206,1272,1
40409,Fit,18,512,256,16,1,16,2,3053,2358,1
40410,Fit,20,512,256,16,1,1,0,1206,1272,1
5643,Fit,22,512,256,16,1,16,2,3053,2358,1
8140,Fit,18,512,256,16,1,1,0,1206,1272,1
45011,Fit,22,512,256,16,1,16,2,3053,2358,1
45012,Fit,24,512,256,16,1,1,0,1206,1272,1
14662,Fit,18,512,256,16,1,16,2,3053,2358,1
14663,Fit,20,512,256,16,1,1,0,1206,1272,1
22964,Fit,22,512,256,16,1,16,2,3053,2358,1
11804,Fit,19,512,256,16,1,1,0,1206,1272,1
5691,Fit,19,512,256,16,1,16,2,3053,2358,1
5692,Fit,21,512,256,16,1,1,0,1206,1272,1
40305,Fit,23,512,256,16,1,16,2,3053,2358,1
38171,Fit,9,512,256,16,1,1,0,1206,1272,1
14179,Fit,10,512,256,16,1,16,2,3053,2358,1
14180,Fit,12,512,256,16,1,1,0,1206,1272,1
22806,Not Fit,14,512,256,16,1,16,2,3053,2358,1
22807,Not Fit,16,512,256,16,1,1,0,1206,1272,1
37507,Not Fit,10,512,256,16,1,16,2,3053,2358,1
37508,Not Fit,12,512,256,16,1,1,0,1206,1272,1
2368,Not Fit,14,512,256,16,1,16,2,3053,2358,1
2369,Not Fit,16,512,256,16,1,1,0,1206,1272,1
7497,Fit,11,512,256,16,1,16,2,3053,2358,1
49264,Fit,11,512,256,16,1,1,0,1206,1272,1
28404,Fit,11,512,256,16,1,16,2,3053,2358,1
34881,Fit,11,512,256,16,1,1,0,1206,1272,1
47116,Fit,11,512,256,16,1,16,2,3053,2358,1
2459,Fit,12,512,256,16,1,1,0,1206,1272,1
45936,Fit,16,512,256,16,1,16,2,3053,2358,1
39043,Fit,12,512,256,16,1,1,0,1206,1272,1
44276,Not Fit,12,512,256,16,1,16,2,3053,2358,1
42194,Not Fit,13,512,256,16,1,1,0,1206,1272,1
6978,Not Fit,17,512,256,16,1,16,2,3053,2358,1
22685,Fit,12,512,256,16,1,1,0,1206,1272,1
21649,Not Fit,12,512,256,16,1,16,2,3053,2358,1
21650,Not Fit,14,512,256,16,1,1,0,1206,1272,1
29491,Not Fit,16,512,256,16,1,16,2,3053,2358,1
29492,Not Fit,18,512,256,16,1,1,0,1206,1272,1
8267,Fit,13,512,256,16,1,16,2,3053,2358,1
8268,Fit,15,512,256,16,1,1,0,1206,1272,1
38333,Fit,17,512,256,16,1,16,2,3053,2358,1
18604,Not Fit,13,512,256,16,1,1,0,1206,1272,1
48615,Not Fit,17,512,256,16,1,16,2,3053,2358,1
2226,Fit,17,512,256,16,1,1,0,1206,1272,1
46061,Fit,21,512,256,16,1,16,2,3053,2358,1
46062,Fit,23,512,256,16,1,1,0,1206,1272,1
13803,Fit,17,512,256,16,1,16,2,3053,2358,1
13804,Fit,19,512,256,16,1,1,0,1206,1272,1
22431,Fit,21,512,256,16,1,16,2,3053,2358,1
8607,Fit,17,512,256,16,1,1,0,1206,1272,1
7217,Fit,18,512,256,16,1,16,2,3053,2358,1
3089,Fit,18,512,256,16,1,1,0,1206,1272,1
20117,Fit,18,512,256,16,1,16,2,3053,2358,1
20118,Fit,20,512,256,16,1,1,0,1206,1272,1
27864,Not Fit,22,512,256,16,1,16,2,3053,2358,1
26192,Fit,19,512,256,16,1,1,0,1206,1272,1
197,Fit,19,512,256,16,1,16,2,3053,2358,1
198,Fit,21,512,256,16,1,1,0,1206,1272,1
35321,Fit,23,512,256,16,1,16,2,3053,2358,1
17519,Not Fit,19,512,256,16,1,1,0,1206,1272,1
48895,Not Fit,23,512,256,16,1,16,2,3053,2358,1
33021,Fit,17,512,256,16,1,1,0,1206,1272,1
48154,Fit,17,512,256,16,1,16,2,3053,2358,1
49422,Fit,17,512,256,16,1,1,0,1206,1272,1
27378,Fit,17,512,256,16,1,16,2,3053,2358,1
27379,Fit,19,512,256,16,1,1,0,1206,1272,1
19772,Fit,21,512,256,16,1,16,2,3053,2358,1
19773,Fit,23,512,256,16,1,1,0,1206,1272,1
28243,Fit,18,512,256,16,1,16,2,3053,2358,1
28244,Fit,20,512,256,16,1,1,0,1206,1272,1
20462,Fit,22,512,256,16,1,16,2,3053,2358,1
20463,Fit,24,512,256,16,1,1,0,1206,1272,1
22701,Fit,18,512,256,16,1,16,2,3053,2358,1
22702,Fit,20,512,256,16,1,1,0,1206,1272,1
14245,Fit,22,512,256,16,1,16,2,3053,2358,1
2742,Fit,19,512,256,16,1,1,0,1206,1272,1
47708,Fit,23,512,256,16,1,16,2,3053,2358,1
25561,Fit,19,512,256,16,1,1,0,1206,1272,1
40129,Not Fit,19,512,256,16,1,16,2,3053,2358,1
40130,Not Fit,21,512,256,16,1,1,0,1206,1272,1
5229,Not Fit,23,512,256,16,1,16,2,3053,2358,1
5230,Not Fit,25,512,256,16,1,1,0,1206,1272,1
658,Fit,8,512,512,32,1,1,0,2018,2295,1
46750,Fit,12,512,512,32,1,32,2,4622,3992,2
46424,Fit,8,512,512,32,1,1,0,2018,2295,1
35662,Fit,8,512,512,32,1,32,2,4622,3992,2
30563,Fit,8,512,512,32,1,1,0,2018,2295,1
6247,Fit,9,512,512,32,1,32,2,4622,3992,2
6246,Fit,11,512,512,32,1,1,0,2018,2295,1
41246,Fit,13,512,512,32,1,32,2,4622,3992,2
24871,Fit,9,512,512,32,1,1,0,2018,2295,1
40684,Not Fit,9,512,512,32,1,32,2,4622,3992,2
40682,Not Fit,11,512,512,32,1,1,0,2018,2295,1
6077,Not Fit,13,512,512,32,1,32,2,4622,3992,2
24616,Fit,10,512,512,32,1,1,0,2018,2295,1
21752,Fit,10,512,512,32,1,32,2,4622,3992,2
21751,Fit,12,512,512,32,1,1,0,2018,2295,1
13787,Fit,14,512,512,32,1,32,2,4622,3992,2
11644,Fit,8,512,512,32,1,1,0,2018,2295,1
5622,Fit,8,512,512,32,1,32,2,4622,3992,2
5620,Fit,10,512,512,32,1,1,0,2018,2295,1
40372,Fit,12,512,512,32,1,32,2,4622,3992,2
40370,Fit,14,512,512,32,1,1,0,2018,2295,1
29095,Fit,9,512,512,32,1,32,2,4622,3992,2
29094,Fit,11,512,512,32,1,1,0,2018,2295,1
21356,Fit,13,512,512,32,1,32,2,4622,3992,2
21354,Fit,15,512,512,32,1,1,0,2018,2295,1
695,Fit,9,512,512,32,1,32,2,4622,3992,2
694,Fit,11,512,512,32,1,1,0,2018,2295,1
36268,Fit,13,512,512,32,1,32,2,4622,3992,2
3516,Fit,10,512,512,32,1,1,0,2018,2295,1
48094,Not Fit,14,512,512,32,1,32,2,4622,3992,2
48091,Not Fit,16,512,512,32,1,1,0,2018,2295,1
18959,Not Fit,10,512,512,32,1,32,2,4622,3992,2
18958,Not Fit,12,512,512,32,1,1,0,2018,2295,1
27321,Not Fit,14,512,512,32,1,32,2,4622,3992,2
27318,Not Fit,16,512,512,32,1,1,0,2018,2295,1
44125,Fit,11,512,512,32,1,32,2,4622,3992,2
44124,Fit,13,512,512,32,1,1,0,2018,2295,1
29453,Fit,11,512,512,32,1,32,2,4622,3992,2
29452,Fit,13,512,512,32,1,1,0,2018,2295,1
21624,Fit,15,512,512,32,1,32,2,4622,3992,2
33671,Fit,11,512,512,32,1,1,0,2018,2295,1
46939,Fit,11,512,512,32,1,32,2,4622,3992,2
46816,Fit,12,512,512,32,1,1,0,2018,2295,1
33984,Fit,12,512,512,32,1,32,2,4622,3992,2
33983,Fit,14,512,512,32,1,1,0,2018,2295,1
4495,Fit,16,512,512,32,1,32,2,4622,3992,2
39905,Fit,12,512,512,32,1,1,0,2018,2295,1
44463,Fit,12,512,512,32,1,32,2,4622,3992,2
44462,Fit,14,512,512,32,1,1,0,2018,2295,1
23395,Fit,12,512,512,32,1,32,2,4622,3992,2
23393,Fit,14,512,512,32,1,1,0,2018,2295,1
14863,Not Fit,16,512,512,32,1,32,2,4622,3992,2
43041,Fit,13,512,512,32,1,1,0,2018,2295,1
41582,Fit,13,512,512,32,1,32,2,4622,3992,2
41581,Fit,15,512,512,32,1,1,0,2018,2295,1
7318,Fit,17,512,512,32,1,32,2,4622,3992,2
9280,Fit,11,512,512,32,1,1,0,2018,2295,1
44260,Fit,15,512,512,32,1,32,2,4622,3992,2
44257,Fit,17,512,512,32,1,1,0,2018,2295,1
16013,Fit,11,512,512,32,1,32,2,4622,3992,2
16012,Fit,13,512,512,32,1,1,0,2018,2295,1
24323,Fit,15,512,512,32,1,32,2,4622,3992,2
24320,Fit,17,512,512,32,1,1,0,2018,2295,1
10647,Fit,12,512,512,32,1,32,2,4622,3992,2
10646,Fit,14,512,512,32,1,1,0,2018,2295,1
24744,Fit,16,512,512,32,1,32,2,4622,3992,2
24741,Fit,18,512,512,32,1,1,0,2018,2295,1
20833,Fit,12,512,512,32,1,32,2,4622,3992,2
20832,Fit,14,512,512,32,1,1,0,2018,2295,1
28389,Fit,16,512,512,32,1,32,2,4622,3992,2
4979,Not Fit,12,512,512,32,1,1,0,2018,2295,1
47163,Not Fit,16,512,512,32,1,32,2,4622,3992,2
18221,Fit,13,512,512,32,1,1,0,2018,2295,1
48377,Fit,17,512,512,32,1,32,2,4622,3992,2
48374,Fit,19,512,512,32,1,1,0,2018,2295,1
2002,Not Fit,13,512,512,32,1,32,2,4622,3992,2
2000,Not Fit,15,512,512,32,1,1,0,2018,2295,1
37388,Not Fit,17,512,512,32,1,32,2,4622,3992,2
37384,Not Fit,19,512,512,32,1,1,0,2018,2295,1
34207,Fit,17,512,512,32,1,32,2,4622,3992,2
34206,Fit,19,512,512,32,1,1,0,2018,2295,1
4298,Fit,21,512,512,32,1,32,2,4622,3992,2
4295,Fit,23,512,512,32,1,1,0,2018,2295,1
14271,Fit,17,512,512,32,1,32,2,4622,3992,2
14270,Fit,19,512,512,32,1,1,0,2018,2295,1
22741,Fit,21,512,512,32,1,32,2,4622,3992,2
38999,Fit,18,512,512,32,1,1,0,2018,2295,1
44199,Fit,18,512,512,32,1,32,2,4622,3992,2
3465,Fit,18,512,512,32,1,1,0,2018,2295,1
48217,Fit,22,512,512,32,1,32,2,4622,3992,2
48214,Fit,24,512,512,32,1,1,0,2018,2295,1
19708,Fit,18,512,512,32,1,32,2,4622,3992,2
19706,Fit,20,512,512,32,1,1,0,2018,2295,1
27355,Fit,22,512,512,32,1,32,2,4622,3992,2
27351,Fit,24,512,512,32,1,1,0,2018,2295,1
15926,Fit,19,512,512,32,1,32,2,4622,3992,2
15925,Fit,21,512,512,32,1,1,0,2018,2295,1
24363,Fit,23,512,512,32,1,32,2,4622,3992,2
24360,Fit,25,512,512,32,1,1,0,2018,2295,1
1185,Fit,19,512,512,32,1,32,2,4622,3992,2
1184,Fit,21,512,512,32,1,1,0,2018,2295,1
36433,Fit,23,512,512,32,1,32,2,4622,3992,2
16490,Fit,19,512,512,32,1,1,0,2018,2295,1
11053,Fit,17,512,512,32,1,32,2,4622,3992,2
11051,Fit,19,512,512,32,1,1,0,2018,2295,1
24405,Fit,21,512,512,32,1,32,2,4622,3992,2
32693,Fit,17,512,512,32,1,1,0,2018,2295,1
47653,Fit,17,512,512,32,1,32,2,4622,3992,2
47651,Fit,19,512,512,32,1,1,0,2018,2295,1
27822,Fit,17,512,512,32,1,32,2,4622,3992,2
27820,Fit,19,512,512,32,1,1,0,2018,2295,1
20053,Fit,21,512,512,32,1,32,2,4622,3992,2
16834,Fit,18,512,512,32,1,1,0,2018,2295,1
22497,Fit,18,512,512,32,1,32,2,4622,3992,2
22496,Fit,20,512,512,32,1,1,0,2018,2295,1
13854,Fit,22,512,512,32,1,32,2,4622,3992,2
46557,Fit,19,512,512,32,1,1,0,2018,2295,1
35997,Fit,19,512,512,32,1,32,2,4622,3992,2
35996,Fit,21,512,512,32,1,1,0,2018,2295,1
889,Fit,23,512,512,32,1,32,2,4622,3992,2
24666,Fit,19,512,512,32,1,1,0,2018,2295,1
41225,Not Fit,19,512,512,32,1,32,2,4622,3992,2
41223,Not Fit,21,512,512,32,1,1,0,2018,2295,1
6285,Not Fit,23,512,512,32,1,32,2,4622,3992,2
