model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_latency,cnn_filters_latency,n_inputs_latency,sequence_length_latency,latency_min,latency_max
29364,Not Fit,5,64,48,16,16,128,396,3828
29365,Not Fit,8,64,48,16,16,64,204,1972
29366,Not Fit,11,64,48,16,16,32,108,1044
3928,Fit,5,64,48,16,16,128,396,3828
3930,Fit,8,64,48,16,16,64,204,1972
3929,Fit,11,64,48,16,16,32,108,1044
16877,Not Fit,5,64,48,16,16,128,396,3828
16876,Not Fit,8,64,48,16,16,64,204,1972
16878,Not Fit,11,64,48,16,16,32,108,1044
4411,Not Fit,5,64,48,16,16,128,396,3828
4413,Not Fit,8,64,48,16,16,64,204,1972
4412,Not Fit,11,64,48,16,16,32,108,1044
7415,Fit,5,64,48,16,16,128,396,3828
7416,Fit,8,64,48,16,16,64,204,1972
7417,Fit,11,64,48,16,16,32,108,1044
14411,Fit,5,64,48,16,16,128,396,3828
14410,Fit,8,64,48,16,16,64,204,1972
14412,Fit,11,64,48,16,16,32,108,1044
25797,Fit,5,64,48,16,16,128,396,3828
25796,Fit,8,64,48,16,16,64,204,1972
25798,Fit,11,64,48,16,16,32,108,1044
37773,Fit,5,64,48,16,16,128,396,3828
37772,Fit,8,64,48,16,16,64,204,1972
37774,Fit,11,64,48,16,16,32,108,1044
42658,Fit,5,64,48,16,16,128,396,3828
42659,Fit,8,64,48,16,16,64,204,1972
42660,Fit,11,64,48,16,16,32,108,1044
35518,Fit,5,64,48,16,16,128,396,3828
35519,Fit,8,64,48,16,16,64,204,1972
35520,Fit,11,64,48,16,16,32,108,1044
28508,Not Fit,5,64,48,16,16,128,396,3828
28510,Not Fit,8,64,48,16,16,64,204,1972
28509,Not Fit,11,64,48,16,16,32,108,1044
4574,Fit,5,64,48,16,16,128,396,3828
4573,Fit,8,64,48,16,16,64,204,1972
4575,Fit,11,64,48,16,16,32,108,1044
17613,Not Fit,5,64,48,16,16,128,396,3828
17614,Not Fit,8,64,48,16,16,64,204,1972
17615,Not Fit,11,64,48,16,16,32,108,1044
5065,Not Fit,5,64,48,16,16,128,396,3828
5066,Not Fit,8,64,48,16,16,64,204,1972
5067,Not Fit,11,64,48,16,16,32,108,1044
718,Not Fit,5,64,48,16,16,128,396,3828
719,Not Fit,8,64,48,16,16,64,204,1972
720,Not Fit,11,64,48,16,16,32,108,1044
49368,Not Fit,5,64,48,16,16,128,396,3828
49369,Not Fit,8,64,48,16,16,64,204,1972
49370,Not Fit,11,64,48,16,16,32,108,1044
34045,Not Fit,5,64,48,16,16,128,396,3828
34046,Not Fit,8,64,48,16,16,64,204,1972
34047,Not Fit,11,64,48,16,16,32,108,1044
46580,Not Fit,5,64,48,16,16,128,396,3828
46579,Not Fit,8,64,48,16,16,64,204,1972
46581,Not Fit,11,64,48,16,16,32,108,1044
33944,Not Fit,5,64,48,16,16,128,396,3828
33945,Not Fit,8,64,48,16,16,64,204,1972
33946,Not Fit,11,64,48,16,16,32,108,1044
30035,Not Fit,5,64,48,16,16,128,396,3828
30034,Not Fit,8,64,48,16,16,64,204,1972
30036,Not Fit,11,64,48,16,16,32,108,1044
5109,Fit,5,64,48,16,16,256,780,7540
5110,Fit,8,64,48,16,16,128,396,3828
5111,Fit,11,64,48,16,16,64,204,1972
16974,Fit,5,64,48,16,16,256,780,7540
16973,Fit,8,64,48,16,16,128,396,3828
16975,Fit,11,64,48,16,16,64,204,1972
35432,Fit,5,64,48,16,16,256,780,7540
35433,Fit,8,64,48,16,16,128,396,3828
35434,Fit,11,64,48,16,16,64,204,1972
48947,Fit,5,64,48,16,16,256,780,7540
48948,Fit,8,64,48,16,16,128,396,3828
48949,Fit,11,64,48,16,16,64,204,1972
28617,Fit,5,64,48,16,16,256,780,7540
28618,Fit,8,64,48,16,16,128,396,3828
28619,Fit,11,64,48,16,16,64,204,1972
35583,Fit,5,64,48,16,16,256,780,7540
35584,Fit,8,64,48,16,16,128,396,3828
35585,Fit,11,64,48,16,16,64,204,1972
47424,Not Fit,5,64,48,16,16,256,780,7540
47423,Not Fit,8,64,48,16,16,128,396,3828
47425,Not Fit,11,64,48,16,16,64,204,1972
40150,Fit,5,64,48,16,16,256,780,7540
40151,Fit,8,64,48,16,16,128,396,3828
40152,Fit,11,64,48,16,16,64,204,1972
10505,Fit,5,64,48,16,16,256,780,7540
10506,Fit,8,64,48,16,16,128,396,3828
10507,Fit,11,64,48,16,16,64,204,1972
9982,Fit,5,64,48,16,16,256,780,7540
9981,Fit,8,64,48,16,16,128,396,3828
9983,Fit,11,64,48,16,16,64,204,1972
12199,Not Fit,5,64,48,16,16,256,780,7540
12200,Not Fit,8,64,48,16,16,128,396,3828
12201,Not Fit,11,64,48,16,16,64,204,1972
6547,Fit,5,64,48,16,16,256,780,7540
6548,Fit,8,64,48,16,16,128,396,3828
6549,Fit,11,64,48,16,16,64,204,1972
15505,Fit,5,64,48,16,16,256,780,7540
15507,Fit,8,64,48,16,16,128,396,3828
15506,Fit,11,64,48,16,16,64,204,1972
39112,Fit,5,64,48,16,16,256,780,7540
39111,Fit,8,64,48,16,16,128,396,3828
39113,Fit,11,64,48,16,16,64,204,1972
24880,Fit,5,64,48,16,16,256,780,7540
24882,Fit,8,64,48,16,16,128,396,3828
24881,Fit,11,64,48,16,16,64,204,1972
39252,Fit,5,64,48,16,16,256,780,7540
39253,Fit,8,64,48,16,16,128,396,3828
39254,Fit,11,64,48,16,16,64,204,1972
1868,Fit,5,64,48,16,16,256,780,7540
1869,Fit,8,64,48,16,16,128,396,3828
1870,Fit,11,64,48,16,16,64,204,1972
20415,Fit,5,64,48,16,16,256,780,7540
20416,Fit,8,64,48,16,16,128,396,3828
20417,Fit,11,64,48,16,16,64,204,1972
32757,Fit,5,64,48,16,16,256,780,7540
32758,Fit,8,64,48,16,16,128,396,3828
32759,Fit,11,64,48,16,16,64,204,1972
49575,Fit,5,64,48,16,16,256,780,7540
49576,Fit,8,64,48,16,16,128,396,3828
49577,Fit,11,64,48,16,16,64,204,1972
31276,Fit,5,64,48,16,16,256,780,7540
31277,Fit,8,64,48,16,16,128,396,3828
31278,Fit,11,64,48,16,16,64,204,1972
32601,Fit,5,64,48,16,16,256,780,7540
32600,Fit,8,64,48,16,16,128,396,3828
32602,Fit,11,64,48,16,16,64,204,1972
46032,Not Fit,5,64,48,16,16,256,780,7540
46034,Not Fit,8,64,48,16,16,128,396,3828
46033,Not Fit,11,64,48,16,16,64,204,1972
30851,Fit,5,64,48,16,16,256,780,7540
30852,Fit,8,64,48,16,16,128,396,3828
30853,Fit,11,64,48,16,16,64,204,1972
34581,Not Fit,5,64,48,16,16,256,780,7540
34582,Not Fit,8,64,48,16,16,128,396,3828
34583,Not Fit,11,64,48,16,16,64,204,1972
20808,Fit,5,64,48,16,16,256,780,7540
20809,Fit,8,64,48,16,16,128,396,3828
20810,Fit,11,64,48,16,16,64,204,1972
531,Not Fit,5,64,48,16,16,256,780,7540
532,Not Fit,8,64,48,16,16,128,396,3828
533,Not Fit,11,64,48,16,16,64,204,1972
21163,Fit,5,64,48,16,16,256,780,7540
21165,Fit,8,64,48,16,16,128,396,3828
21164,Fit,11,64,48,16,16,64,204,1972
16291,Not Fit,5,64,48,16,16,256,780,7540
16290,Not Fit,8,64,48,16,16,128,396,3828
16292,Not Fit,11,64,48,16,16,64,204,1972
29466,Not Fit,5,64,48,16,16,256,780,7540
29467,Not Fit,8,64,48,16,16,128,396,3828
29468,Not Fit,11,64,48,16,16,64,204,1972
29236,Not Fit,5,64,48,16,16,256,780,7540
29235,Not Fit,8,64,48,16,16,128,396,3828
29237,Not Fit,11,64,48,16,16,64,204,1972
46954,Not Fit,5,64,48,16,16,256,780,7540
46956,Not Fit,8,64,48,16,16,128,396,3828
46955,Not Fit,11,64,48,16,16,64,204,1972
36504,Not Fit,5,64,48,16,16,256,780,7540
36506,Not Fit,8,64,48,16,16,128,396,3828
36505,Not Fit,11,64,48,16,16,64,204,1972
9462,Fit,5,64,48,16,16,256,780,7540
9463,Fit,8,64,48,16,16,128,396,3828
9464,Fit,11,64,48,16,16,64,204,1972
11209,Fit,5,64,48,16,16,256,780,7540
11211,Fit,8,64,48,16,16,128,396,3828
11210,Fit,11,64,48,16,16,64,204,1972
41146,Fit,5,64,48,16,16,256,780,7540
41145,Fit,8,64,48,16,16,128,396,3828
41147,Fit,11,64,48,16,16,64,204,1972
23905,Fit,5,64,48,16,16,256,780,7540
23906,Fit,8,64,48,16,16,128,396,3828
23907,Fit,11,64,48,16,16,64,204,1972
40636,Fit,5,64,48,16,16,256,780,7540
40637,Fit,8,64,48,16,16,128,396,3828
40638,Fit,11,64,48,16,16,64,204,1972
16953,Not Fit,5,64,48,16,16,256,780,7540
16954,Not Fit,8,64,48,16,16,128,396,3828
16955,Not Fit,11,64,48,16,16,64,204,1972
47281,Fit,5,64,48,16,16,256,780,7540
47282,Fit,8,64,48,16,16,128,396,3828
47283,Fit,11,64,48,16,16,64,204,1972
28672,Not Fit,5,64,48,16,16,256,780,7540
28673,Not Fit,8,64,48,16,16,128,396,3828
28674,Not Fit,11,64,48,16,16,64,204,1972
48985,Not Fit,5,64,48,16,16,256,780,7540
48986,Not Fit,8,64,48,16,16,128,396,3828
48987,Not Fit,11,64,48,16,16,64,204,1972
28420,Fit,5,64,48,16,16,256,780,7540
28419,Fit,8,64,48,16,16,128,396,3828
28421,Fit,11,64,48,16,16,64,204,1972
47452,Not Fit,5,64,48,16,16,256,780,7540
47451,Not Fit,8,64,48,16,16,128,396,3828
47453,Not Fit,11,64,48,16,16,64,204,1972
35611,Not Fit,5,64,48,16,16,256,780,7540
35613,Not Fit,8,64,48,16,16,128,396,3828
35612,Not Fit,11,64,48,16,16,64,204,1972
30082,Not Fit,5,64,48,16,16,256,780,7540
30081,Not Fit,8,64,48,16,16,128,396,3828
30083,Not Fit,11,64,48,16,16,64,204,1972
33878,Not Fit,5,64,48,16,16,256,780,7540
33879,Not Fit,8,64,48,16,16,128,396,3828
33880,Not Fit,11,64,48,16,16,64,204,1972
21230,Not Fit,5,64,48,16,16,256,780,7540
21231,Not Fit,8,64,48,16,16,128,396,3828
21232,Not Fit,11,64,48,16,16,64,204,1972
1115,Not Fit,5,64,48,16,16,256,780,7540
1116,Not Fit,8,64,48,16,16,128,396,3828
1117,Not Fit,11,64,48,16,16,64,204,1972
21668,Not Fit,5,64,48,16,16,256,780,7540
21667,Not Fit,8,64,48,16,16,128,396,3828
21669,Not Fit,11,64,48,16,16,64,204,1972
9816,Fit,5,64,48,16,16,512,1548,14964
9818,Fit,8,64,48,16,16,256,780,7540
9817,Fit,11,64,48,16,16,128,396,3828
40912,Fit,5,64,48,16,16,512,1548,14964
40913,Fit,8,64,48,16,16,256,780,7540
40914,Fit,11,64,48,16,16,128,396,3828
41059,Fit,5,64,48,16,16,512,1548,14964
41060,Fit,8,64,48,16,16,256,780,7540
41061,Fit,11,64,48,16,16,128,396,3828
24024,Not Fit,5,64,48,16,16,512,1548,14964
24025,Not Fit,8,64,48,16,16,256,780,7540
24026,Not Fit,11,64,48,16,16,128,396,3828
47780,Fit,5,64,48,16,16,512,1548,14964
47781,Fit,8,64,48,16,16,256,780,7540
47782,Fit,11,64,48,16,16,128,396,3828
27995,Fit,5,64,48,16,16,512,1548,14964
27996,Fit,8,64,48,16,16,256,780,7540
27997,Fit,11,64,48,16,16,128,396,3828
18155,Fit,5,64,48,16,16,512,1548,14964
18156,Fit,8,64,48,16,16,256,780,7540
18157,Fit,11,64,48,16,16,128,396,3828
17677,Fit,5,64,48,16,16,512,1548,14964
17678,Fit,8,64,48,16,16,256,780,7540
17679,Fit,11,64,48,16,16,128,396,3828
3109,Not Fit,5,64,48,16,16,512,1548,14964
3110,Not Fit,8,64,48,16,16,256,780,7540
3111,Not Fit,11,64,48,16,16,128,396,3828
19726,Fit,5,64,48,16,16,512,1548,14964
19728,Fit,8,64,48,16,16,256,780,7540
19727,Fit,11,64,48,16,16,128,396,3828
1241,Fit,5,64,48,16,16,512,1548,14964
1242,Fit,8,64,48,16,16,256,780,7540
1243,Fit,11,64,48,16,16,128,396,3828
31858,Fit,5,64,48,16,16,512,1548,14964
31859,Fit,8,64,48,16,16,256,780,7540
31860,Fit,11,64,48,16,16,128,396,3828
45840,Fit,5,64,48,16,16,512,1548,14964
45841,Fit,8,64,48,16,16,256,780,7540
45842,Fit,11,64,48,16,16,128,396,3828
33278,Not Fit,5,64,48,16,16,512,1548,14964
33279,Not Fit,8,64,48,16,16,256,780,7540
33280,Not Fit,11,64,48,16,16,128,396,3828
45629,Fit,5,64,48,16,16,512,1548,14964
45630,Fit,8,64,48,16,16,256,780,7540
45631,Fit,11,64,48,16,16,128,396,3828
31999,Fit,5,64,48,16,16,512,1548,14964
32000,Fit,8,64,48,16,16,256,780,7540
32001,Fit,11,64,48,16,16,128,396,3828
6722,Fit,5,64,48,16,16,512,1548,14964
6723,Fit,8,64,48,16,16,256,780,7540
6724,Fit,11,64,48,16,16,128,396,3828
38678,Fit,5,64,48,16,16,512,1548,14964
38679,Fit,8,64,48,16,16,256,780,7540
38680,Fit,11,64,48,16,16,128,396,3828
42350,Not Fit,5,64,48,16,16,512,1548,14964
42351,Not Fit,8,64,48,16,16,256,780,7540
42352,Not Fit,11,64,48,16,16,128,396,3828
26628,Not Fit,5,64,48,16,16,512,1548,14964
26629,Not Fit,8,64,48,16,16,256,780,7540
26630,Not Fit,11,64,48,16,16,128,396,3828
38103,Fit,5,64,48,16,16,512,1548,14964
38104,Fit,8,64,48,16,16,256,780,7540
38105,Fit,11,64,48,16,16,128,396,3828
26020,Not Fit,5,64,48,16,16,512,1548,14964
26022,Not Fit,8,64,48,16,16,256,780,7540
26021,Not Fit,11,64,48,16,16,128,396,3828
7291,Fit,5,64,48,16,16,512,1548,14964
7292,Fit,8,64,48,16,16,256,780,7540
7293,Fit,11,64,48,16,16,128,396,3828
14569,Not Fit,5,64,48,16,16,512,1548,14964
14570,Not Fit,8,64,48,16,16,256,780,7540
14571,Not Fit,11,64,48,16,16,128,396,3828
7763,Not Fit,5,64,48,16,16,512,1548,14964
7764,Not Fit,8,64,48,16,16,256,780,7540
7765,Not Fit,11,64,48,16,16,128,396,3828
8650,Not Fit,5,64,48,16,16,512,1548,14964
8651,Not Fit,8,64,48,16,16,256,780,7540
8652,Not Fit,11,64,48,16,16,128,396,3828
22223,Not Fit,5,64,48,16,16,512,1548,14964
22224,Not Fit,8,64,48,16,16,256,780,7540
22225,Not Fit,11,64,48,16,16,128,396,3828
4667,Fit,5,64,48,16,16,512,1548,14964
4668,Fit,8,64,48,16,16,256,780,7540
4669,Fit,11,64,48,16,16,128,396,3828
35751,Fit,5,64,48,16,16,512,1548,14964
35752,Fit,8,64,48,16,16,256,780,7540
35753,Fit,11,64,48,16,16,128,396,3828
47487,Not Fit,5,64,48,16,16,512,1548,14964
47488,Not Fit,8,64,48,16,16,256,780,7540
47489,Not Fit,11,64,48,16,16,128,396,3828
35220,Fit,5,64,48,16,16,512,1548,14964
35222,Fit,8,64,48,16,16,256,780,7540
35221,Fit,11,64,48,16,16,128,396,3828
49054,Fit,5,64,48,16,16,512,1548,14964
49055,Fit,8,64,48,16,16,256,780,7540
49056,Fit,11,64,48,16,16,128,396,3828
28930,Not Fit,5,64,48,16,16,512,1548,14964
28931,Not Fit,8,64,48,16,16,256,780,7540
28932,Not Fit,11,64,48,16,16,128,396,3828
7899,Not Fit,5,64,48,16,16,512,1548,14964
7900,Not Fit,8,64,48,16,16,256,780,7540
7901,Not Fit,11,64,48,16,16,128,396,3828
41724,Not Fit,5,64,48,16,16,512,1548,14964
41725,Not Fit,8,64,48,16,16,256,780,7540
41726,Not Fit,11,64,48,16,16,128,396,3828
44930,Not Fit,5,64,48,16,16,512,1548,14964
44931,Not Fit,8,64,48,16,16,256,780,7540
44932,Not Fit,11,64,48,16,16,128,396,3828
41597,Not Fit,5,64,48,16,16,512,1548,14964
41598,Not Fit,8,64,48,16,16,256,780,7540
41599,Not Fit,11,64,48,16,16,128,396,3828
22936,Not Fit,5,64,48,16,16,512,1548,14964
22937,Not Fit,8,64,48,16,16,256,780,7540
22938,Not Fit,11,64,48,16,16,128,396,3828
38701,Not Fit,5,64,48,16,16,512,1548,14964
38702,Not Fit,8,64,48,16,16,256,780,7540
38703,Not Fit,11,64,48,16,16,128,396,3828
26496,Not Fit,5,64,48,16,16,512,1548,14964
26497,Not Fit,8,64,48,16,16,256,780,7540
26498,Not Fit,11,64,48,16,16,128,396,3828
6744,Not Fit,5,64,48,16,16,512,1548,14964
6746,Not Fit,8,64,48,16,16,256,780,7540
6745,Not Fit,11,64,48,16,16,128,396,3828
7191,Not Fit,5,64,48,16,16,512,1548,14964
7192,Not Fit,8,64,48,16,16,256,780,7540
7193,Not Fit,11,64,48,16,16,128,396,3828
9369,Not Fit,2,64,48,32,1,128,780,7540
43995,Not Fit,2,64,48,32,1,256,1548,14964
27197,Not Fit,2,64,48,32,1,512,3084,29812
26141,Fit,5,64,48,32,32,128,396,3828
26142,Fit,8,64,48,32,32,64,204,1972
26143,Fit,11,64,48,32,32,32,108,1044
42788,Fit,5,64,48,32,32,128,396,3828
42789,Fit,8,64,48,32,32,64,204,1972
42790,Fit,11,64,48,32,32,32,108,1044
37985,Not Fit,5,64,48,32,32,128,396,3828
37986,Not Fit,8,64,48,32,32,64,204,1972
37987,Not Fit,11,64,48,32,32,32,108,1044
14156,Fit,5,64,48,32,32,128,396,3828
14157,Fit,8,64,48,32,32,64,204,1972
14158,Fit,11,64,48,32,32,32,108,1044
7786,Not Fit,5,64,48,32,32,128,396,3828
7787,Not Fit,8,64,48,32,32,64,204,1972
7788,Not Fit,11,64,48,32,32,32,108,1044
14633,Not Fit,5,64,48,32,32,128,396,3828
14634,Not Fit,8,64,48,32,32,64,204,1972
14635,Not Fit,11,64,48,32,32,32,108,1044
34728,Fit,5,64,48,32,32,128,396,3828
34729,Fit,8,64,48,32,32,64,204,1972
34730,Fit,11,64,48,32,32,32,108,1044
30819,Not Fit,5,64,48,32,32,128,396,3828
30820,Not Fit,8,64,48,32,32,64,204,1972
30821,Not Fit,11,64,48,32,32,32,108,1044
588,Fit,5,64,48,32,32,128,396,3828
589,Fit,8,64,48,32,32,64,204,1972
590,Fit,11,64,48,32,32,32,108,1044
20655,Not Fit,5,64,48,32,32,128,396,3828
20656,Not Fit,8,64,48,32,32,64,204,1972
20657,Not Fit,11,64,48,32,32,32,108,1044
122,Not Fit,5,64,48,32,32,128,396,3828
123,Not Fit,8,64,48,32,32,64,204,1972
124,Not Fit,11,64,48,32,32,32,108,1044
4471,Fit,5,64,48,32,32,128,396,3828
4472,Fit,8,64,48,32,32,64,204,1972
4473,Fit,11,64,48,32,32,32,108,1044
36129,Fit,5,64,48,32,32,128,396,3828
36130,Fit,8,64,48,32,32,64,204,1972
36131,Fit,11,64,48,32,32,32,108,1044
36331,Fit,5,64,48,32,32,128,396,3828
36332,Fit,8,64,48,32,32,64,204,1972
36333,Fit,11,64,48,32,32,32,108,1044
29298,Not Fit,5,64,48,32,32,128,396,3828
29299,Not Fit,8,64,48,32,32,64,204,1972
29300,Not Fit,11,64,48,32,32,32,108,1044
23348,Fit,5,64,48,32,32,128,396,3828
23349,Fit,8,64,48,32,32,64,204,1972
23350,Fit,11,64,48,32,32,32,108,1044
44697,Fit,5,64,48,32,32,128,396,3828
44698,Fit,8,64,48,32,32,64,204,1972
44699,Fit,11,64,48,32,32,32,108,1044
40348,Fit,5,64,48,32,32,128,396,3828
40349,Fit,8,64,48,32,32,64,204,1972
40350,Fit,11,64,48,32,32,32,108,1044
12086,Fit,5,64,48,32,32,128,396,3828
12087,Fit,8,64,48,32,32,64,204,1972
12088,Fit,11,64,48,32,32,32,108,1044
10097,Not Fit,5,64,48,32,32,128,396,3828
10098,Not Fit,8,64,48,32,32,64,204,1972
10099,Not Fit,11,64,48,32,32,32,108,1044
11556,Fit,5,64,48,32,32,128,396,3828
11557,Fit,8,64,48,32,32,64,204,1972
11558,Fit,11,64,48,32,32,32,108,1044
44514,Fit,5,64,48,32,32,128,396,3828
44515,Fit,8,64,48,32,32,64,204,1972
44516,Fit,11,64,48,32,32,32,108,1044
23567,Not Fit,5,64,48,32,32,128,396,3828
23568,Not Fit,8,64,48,32,32,64,204,1972
23569,Not Fit,11,64,48,32,32,32,108,1044
11478,Not Fit,5,64,48,32,32,128,396,3828
11479,Not Fit,8,64,48,32,32,64,204,1972
11480,Not Fit,11,64,48,32,32,32,108,1044
12023,Not Fit,5,64,48,32,32,128,396,3828
12024,Not Fit,8,64,48,32,32,64,204,1972
12025,Not Fit,11,64,48,32,32,32,108,1044
10043,Not Fit,5,64,48,32,32,128,396,3828
10044,Not Fit,8,64,48,32,32,64,204,1972
10045,Not Fit,11,64,48,32,32,32,108,1044
15627,Not Fit,5,64,48,32,32,128,396,3828
15628,Not Fit,8,64,48,32,32,64,204,1972
15629,Not Fit,11,64,48,32,32,32,108,1044
6512,Not Fit,5,64,48,32,32,128,396,3828
6513,Not Fit,8,64,48,32,32,64,204,1972
6514,Not Fit,11,64,48,32,32,32,108,1044
24921,Not Fit,5,64,48,32,32,128,396,3828
24922,Not Fit,8,64,48,32,32,64,204,1972
24923,Not Fit,11,64,48,32,32,32,108,1044
38974,Not Fit,5,64,48,32,32,128,396,3828
38975,Not Fit,8,64,48,32,32,64,204,1972
38976,Not Fit,11,64,48,32,32,32,108,1044
24636,Not Fit,5,64,48,32,32,128,396,3828
24637,Not Fit,8,64,48,32,32,64,204,1972
24638,Not Fit,11,64,48,32,32,32,108,1044
33436,Fit,5,64,48,32,32,128,396,3828
33437,Fit,8,64,48,32,32,64,204,1972
33438,Fit,11,64,48,32,32,32,108,1044
19409,Fit,5,64,48,32,32,128,396,3828
19410,Fit,8,64,48,32,32,64,204,1972
19411,Fit,11,64,48,32,32,32,108,1044
1320,Not Fit,5,64,48,32,32,128,396,3828
1321,Not Fit,8,64,48,32,32,64,204,1972
1322,Not Fit,11,64,48,32,32,32,108,1044
19236,Not Fit,5,64,48,32,32,128,396,3828
19237,Not Fit,8,64,48,32,32,64,204,1972
19238,Not Fit,11,64,48,32,32,32,108,1044
14813,Not Fit,5,64,48,32,32,128,396,3828
14814,Not Fit,8,64,48,32,32,64,204,1972
14815,Not Fit,11,64,48,32,32,32,108,1044
5665,Not Fit,5,64,48,32,32,128,396,3828
5666,Not Fit,8,64,48,32,32,64,204,1972
5667,Not Fit,11,64,48,32,32,32,108,1044
25502,Not Fit,5,64,48,32,32,128,396,3828
25503,Not Fit,8,64,48,32,32,64,204,1972
25504,Not Fit,11,64,48,32,32,32,108,1044
25299,Not Fit,5,64,48,32,32,128,396,3828
25300,Not Fit,8,64,48,32,32,64,204,1972
25301,Not Fit,11,64,48,32,32,32,108,1044
44028,Not Fit,5,64,48,32,32,128,396,3828
44029,Not Fit,8,64,48,32,32,64,204,1972
44030,Not Fit,11,64,48,32,32,32,108,1044
24127,Not Fit,5,64,48,32,32,128,396,3828
24128,Not Fit,8,64,48,32,32,64,204,1972
24129,Not Fit,11,64,48,32,32,32,108,1044
10731,Not Fit,5,64,48,32,32,128,396,3828
10732,Not Fit,8,64,48,32,32,64,204,1972
10733,Not Fit,11,64,48,32,32,32,108,1044
11283,Not Fit,5,64,48,32,32,128,396,3828
11284,Not Fit,8,64,48,32,32,64,204,1972
11285,Not Fit,11,64,48,32,32,32,108,1044
9362,Not Fit,5,64,48,32,32,128,396,3828
9363,Not Fit,8,64,48,32,32,64,204,1972
9364,Not Fit,11,64,48,32,32,32,108,1044
24194,Fit,5,64,48,32,32,256,780,7540
24195,Fit,8,64,48,32,32,128,396,3828
24196,Fit,11,64,48,32,32,64,204,1972
40797,Not Fit,5,64,48,32,32,256,780,7540
40798,Not Fit,8,64,48,32,32,128,396,3828
40799,Not Fit,11,64,48,32,32,64,204,1972
10781,Fit,5,64,48,32,32,256,780,7540
10782,Fit,8,64,48,32,32,128,396,3828
10783,Fit,11,64,48,32,32,64,204,1972
9745,Not Fit,5,64,48,32,32,256,780,7540
9746,Not Fit,8,64,48,32,32,128,396,3828
9747,Not Fit,11,64,48,32,32,64,204,1972
11323,Not Fit,5,64,48,32,32,256,780,7540
11324,Not Fit,8,64,48,32,32,128,396,3828
11325,Not Fit,11,64,48,32,32,64,204,1972
21067,Not Fit,5,64,48,32,32,256,780,7540
21068,Not Fit,8,64,48,32,32,128,396,3828
21069,Not Fit,11,64,48,32,32,64,204,1972
30722,Not Fit,5,64,48,32,32,256,780,7540
30723,Not Fit,8,64,48,32,32,128,396,3828
30724,Not Fit,11,64,48,32,32,64,204,1972
30880,Not Fit,5,64,48,32,32,256,780,7540
30881,Not Fit,8,64,48,32,32,128,396,3828
30882,Not Fit,11,64,48,32,32,64,204,1972
46431,Not Fit,5,64,48,32,32,256,780,7540
46432,Not Fit,8,64,48,32,32,128,396,3828
46433,Not Fit,11,64,48,32,32,64,204,1972
34676,Not Fit,5,64,48,32,32,256,780,7540
34677,Not Fit,8,64,48,32,32,128,396,3828
34678,Not Fit,11,64,48,32,32,64,204,1972
29178,Fit,5,64,48,32,32,256,780,7540
29179,Fit,8,64,48,32,32,128,396,3828
29180,Fit,11,64,48,32,32,64,204,1972
36454,Not Fit,5,64,48,32,32,256,780,7540
36455,Not Fit,8,64,48,32,32,128,396,3828
36456,Not Fit,11,64,48,32,32,64,204,1972
16809,Fit,5,64,48,32,32,256,780,7540
16810,Fit,8,64,48,32,32,128,396,3828
16811,Fit,11,64,48,32,32,64,204,1972
4041,Not Fit,5,64,48,32,32,256,780,7540
4042,Not Fit,8,64,48,32,32,128,396,3828
4043,Not Fit,11,64,48,32,32,64,204,1972
16356,Not Fit,5,64,48,32,32,256,780,7540
16357,Not Fit,8,64,48,32,32,128,396,3828
16358,Not Fit,11,64,48,32,32,64,204,1972
26584,Fit,5,64,48,32,32,256,780,7540
26585,Fit,8,64,48,32,32,128,396,3828
26586,Fit,11,64,48,32,32,64,204,1972
42205,Fit,5,64,48,32,32,256,780,7540
42206,Fit,8,64,48,32,32,128,396,3828
42207,Fit,11,64,48,32,32,64,204,1972
38643,Not Fit,5,64,48,32,32,256,780,7540
38644,Not Fit,8,64,48,32,32,128,396,3828
38645,Not Fit,11,64,48,32,32,64,204,1972
14079,Fit,5,64,48,32,32,256,780,7540
14080,Fit,8,64,48,32,32,128,396,3828
14081,Fit,11,64,48,32,32,64,204,1972
6609,Not Fit,5,64,48,32,32,256,780,7540
6610,Not Fit,8,64,48,32,32,128,396,3828
6611,Not Fit,11,64,48,32,32,64,204,1972
13479,Not Fit,5,64,48,32,32,256,780,7540
13480,Not Fit,8,64,48,32,32,128,396,3828
13481,Not Fit,11,64,48,32,32,64,204,1972
9947,Not Fit,5,64,48,32,32,256,780,7540
9948,Not Fit,8,64,48,32,32,128,396,3828
9949,Not Fit,11,64,48,32,32,64,204,1972
12134,Not Fit,5,64,48,32,32,256,780,7540
12135,Not Fit,8,64,48,32,32,128,396,3828
12136,Not Fit,11,64,48,32,32,64,204,1972
40275,Not Fit,5,64,48,32,32,256,780,7540
40276,Not Fit,8,64,48,32,32,128,396,3828
40277,Not Fit,11,64,48,32,32,64,204,1972
23461,Not Fit,5,64,48,32,32,256,780,7540
23462,Not Fit,8,64,48,32,32,128,396,3828
23463,Not Fit,11,64,48,32,32,64,204,1972
40185,Not Fit,5,64,48,32,32,256,780,7540
40186,Not Fit,8,64,48,32,32,128,396,3828
40187,Not Fit,11,64,48,32,32,64,204,1972
44475,Not Fit,5,64,48,32,32,256,780,7540
44476,Not Fit,8,64,48,32,32,128,396,3828
44477,Not Fit,11,64,48,32,32,64,204,1972
39229,Not Fit,5,64,48,32,32,256,780,7540
