model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_latency,cnn_filters_latency,n_inputs_latency,sequence_length_latency,latency_min,latency_max
33726,Not Fit,5,128,96,16,16,512,1548,27348
33727,Not Fit,8,128,96,16,16,256,780,13780
33728,Not Fit,11,128,96,16,16,128,396,6996
16789,Not Fit,5,128,96,16,16,512,1548,27348
16790,Not Fit,8,128,96,16,16,256,780,13780
16791,Not Fit,11,128,96,16,16,128,396,6996
5392,Not Fit,5,128,96,16,16,512,1548,27348
5394,Not Fit,8,128,96,16,16,256,780,13780
5393,Not Fit,11,128,96,16,16,128,396,6996
21590,Not Fit,5,128,96,16,16,512,1548,27348
21592,Not Fit,8,128,96,16,16,256,780,13780
21591,Not Fit,11,128,96,16,16,128,396,6996
48663,Not Fit,5,128,96,16,16,512,1548,27348
48665,Not Fit,8,128,96,16,16,256,780,13780
48664,Not Fit,11,128,96,16,16,128,396,6996
21261,Not Fit,2,128,96,32,1,128,780,13780
46249,Not Fit,2,128,96,32,1,256,1548,27348
9322,Not Fit,2,128,96,32,1,512,3084,54484
1136,Fit,5,128,96,32,32,128,396,6996
1137,Fit,8,128,96,32,32,64,204,3604
1138,Fit,11,128,96,32,32,32,108,1908
11779,Fit,5,128,96,32,32,128,396,6996
11780,Fit,8,128,96,32,32,64,204,3604
11781,Fit,11,128,96,32,32,32,108,1908
4435,Fit,5,128,96,32,32,128,396,6996
4436,Fit,8,128,96,32,32,64,204,3604
4437,Fit,11,128,96,32,32,32,108,1908
36474,Fit,5,128,96,32,32,128,396,6996
36475,Fit,8,128,96,32,32,64,204,3604
36476,Fit,11,128,96,32,32,32,108,1908
25058,Fit,5,128,96,32,32,128,396,6996
25059,Fit,8,128,96,32,32,64,204,3604
25060,Fit,11,128,96,32,32,32,108,1908
34019,Not Fit,5,128,96,32,32,128,396,6996
34020,Not Fit,8,128,96,32,32,64,204,3604
34021,Not Fit,11,128,96,32,32,32,108,1908
22537,Fit,5,128,96,32,32,128,396,6996
22538,Fit,8,128,96,32,32,64,204,3604
22539,Fit,11,128,96,32,32,32,108,1908
33374,Fit,5,128,96,32,32,128,396,6996
33375,Fit,8,128,96,32,32,64,204,3604
33376,Fit,11,128,96,32,32,32,108,1908
25702,Fit,5,128,96,32,32,128,396,6996
25703,Fit,8,128,96,32,32,64,204,3604
25704,Fit,11,128,96,32,32,32,108,1908
47915,Fit,5,128,96,32,32,128,396,6996
47916,Fit,8,128,96,32,32,64,204,3604
47917,Fit,11,128,96,32,32,32,108,1908
42605,Fit,5,128,96,32,32,128,396,6996
42606,Fit,8,128,96,32,32,64,204,3604
42607,Fit,11,128,96,32,32,32,108,1908
38080,Fit,5,128,96,32,32,128,396,6996
38081,Fit,8,128,96,32,32,64,204,3604
38082,Fit,11,128,96,32,32,32,108,1908
27136,Fit,5,128,96,32,32,128,396,6996
27137,Fit,8,128,96,32,32,64,204,3604
27138,Fit,11,128,96,32,32,32,108,1908
41680,Fit,5,128,96,32,32,128,396,6996
41681,Fit,8,128,96,32,32,64,204,3604
41682,Fit,11,128,96,32,32,32,108,1908
8531,Fit,5,128,96,32,32,128,396,6996
8532,Fit,8,128,96,32,32,64,204,3604
8533,Fit,11,128,96,32,32,32,108,1908
19153,Fit,5,128,96,32,32,128,396,6996
19154,Fit,8,128,96,32,32,64,204,3604
19155,Fit,11,128,96,32,32,32,108,1908
7811,Not Fit,5,128,96,32,32,128,396,6996
7812,Not Fit,8,128,96,32,32,64,204,3604
7813,Not Fit,11,128,96,32,32,32,108,1908
6007,Fit,5,128,96,32,32,128,396,6996
6008,Fit,8,128,96,32,32,64,204,3604
6009,Fit,11,128,96,32,32,32,108,1908
17635,Fit,5,128,96,32,32,128,396,6996
17636,Fit,8,128,96,32,32,64,204,3604
17637,Fit,11,128,96,32,32,32,108,1908
9401,Fit,5,128,96,32,32,128,396,6996
9402,Fit,8,128,96,32,32,64,204,3604
9403,Fit,11,128,96,32,32,32,108,1908
44154,Fit,5,128,96,32,32,128,396,6996
44155,Fit,8,128,96,32,32,64,204,3604
44156,Fit,11,128,96,32,32,32,108,1908
48261,Fit,5,128,96,32,32,128,396,6996
48262,Fit,8,128,96,32,32,64,204,3604
48263,Fit,11,128,96,32,32,32,108,1908
33150,Fit,5,128,96,32,32,128,396,6996
33151,Fit,8,128,96,32,32,64,204,3604
33152,Fit,11,128,96,32,32,32,108,1908
23108,Fit,5,128,96,32,32,128,396,6996
23109,Fit,8,128,96,32,32,64,204,3604
23110,Fit,11,128,96,32,32,32,108,1908
36963,Fit,5,128,96,32,32,128,396,6996
36964,Fit,8,128,96,32,32,64,204,3604
36965,Fit,11,128,96,32,32,32,108,1908
3219,Fit,5,128,96,32,32,128,396,6996
3220,Fit,8,128,96,32,32,64,204,3604
3221,Fit,11,128,96,32,32,32,108,1908
14475,Fit,5,128,96,32,32,128,396,6996
14476,Fit,8,128,96,32,32,64,204,3604
14477,Fit,11,128,96,32,32,32,108,1908
1298,Not Fit,5,128,96,32,32,128,396,6996
1299,Not Fit,8,128,96,32,32,64,204,3604
1300,Not Fit,11,128,96,32,32,32,108,1908
27597,Fit,5,128,96,32,32,128,396,6996
27598,Fit,8,128,96,32,32,64,204,3604
27599,Fit,11,128,96,32,32,32,108,1908
37915,Not Fit,5,128,96,32,32,128,396,6996
37916,Not Fit,8,128,96,32,32,64,204,3604
37917,Not Fit,11,128,96,32,32,32,108,1908
32198,Not Fit,5,128,96,32,32,128,396,6996
32199,Not Fit,8,128,96,32,32,64,204,3604
32200,Not Fit,11,128,96,32,32,32,108,1908
45168,Not Fit,5,128,96,32,32,128,396,6996
45169,Not Fit,8,128,96,32,32,64,204,3604
45170,Not Fit,11,128,96,32,32,32,108,1908
24780,Fit,5,128,96,32,32,128,396,6996
24781,Fit,8,128,96,32,32,64,204,3604
24782,Fit,11,128,96,32,32,32,108,1908
35293,Fit,5,128,96,32,32,128,396,6996
35294,Fit,8,128,96,32,32,64,204,3604
35295,Fit,11,128,96,32,32,32,108,1908
24150,Fit,5,128,96,32,32,128,396,6996
24151,Fit,8,128,96,32,32,64,204,3604
24152,Fit,11,128,96,32,32,32,108,1908
11374,Fit,5,128,96,32,32,128,396,6996
11375,Fit,8,128,96,32,32,64,204,3604
11376,Fit,11,128,96,32,32,32,108,1908
219,Fit,5,128,96,32,32,128,396,6996
220,Fit,8,128,96,32,32,64,204,3604
221,Fit,11,128,96,32,32,32,108,1908
16243,Not Fit,5,128,96,32,32,128,396,6996
16244,Not Fit,8,128,96,32,32,64,204,3604
16245,Not Fit,11,128,96,32,32,32,108,1908
36619,Fit,5,128,96,32,32,128,396,6996
36620,Fit,8,128,96,32,32,64,204,3604
36621,Fit,11,128,96,32,32,32,108,1908
25364,Fit,5,128,96,32,32,128,396,6996
25365,Fit,8,128,96,32,32,64,204,3604
25366,Fit,11,128,96,32,32,32,108,1908
34068,Fit,5,128,96,32,32,128,396,6996
34069,Fit,8,128,96,32,32,64,204,3604
34070,Fit,11,128,96,32,32,32,108,1908
43184,Not Fit,5,128,96,32,32,128,396,6996
43185,Not Fit,8,128,96,32,32,64,204,3604
43186,Not Fit,11,128,96,32,32,32,108,1908
29881,Not Fit,5,128,96,32,32,128,396,6996
29882,Not Fit,8,128,96,32,32,64,204,3604
29883,Not Fit,11,128,96,32,32,32,108,1908
40568,Not Fit,5,128,96,32,32,128,396,6996
40569,Not Fit,8,128,96,32,32,64,204,3604
40570,Not Fit,11,128,96,32,32,32,108,1908
29157,Not Fit,5,128,96,32,32,128,396,6996
29158,Not Fit,8,128,96,32,32,64,204,3604
29159,Not Fit,11,128,96,32,32,32,108,1908
16415,Not Fit,5,128,96,32,32,128,396,6996
16416,Not Fit,8,128,96,32,32,64,204,3604
16417,Not Fit,11,128,96,32,32,32,108,1908
5513,Not Fit,5,128,96,32,32,128,396,6996
5514,Not Fit,8,128,96,32,32,64,204,3604
5515,Not Fit,11,128,96,32,32,32,108,1908
21257,Not Fit,5,128,96,32,32,128,396,6996
21258,Not Fit,8,128,96,32,32,64,204,3604
21259,Not Fit,11,128,96,32,32,32,108,1908
36059,Fit,5,128,96,32,32,256,780,13780
36060,Fit,8,128,96,32,32,128,396,6996
36061,Fit,11,128,96,32,32,64,204,3604
25384,Fit,5,128,96,32,32,256,780,13780
25385,Fit,8,128,96,32,32,128,396,6996
25386,Fit,11,128,96,32,32,64,204,3604
33825,Fit,5,128,96,32,32,256,780,13780
33826,Fit,8,128,96,32,32,128,396,6996
33827,Fit,11,128,96,32,32,64,204,3604
46978,Fit,5,128,96,32,32,256,780,13780
46979,Fit,8,128,96,32,32,128,396,6996
46980,Fit,11,128,96,32,32,64,204,3604
19826,Fit,5,128,96,32,32,256,780,13780
19827,Fit,8,128,96,32,32,128,396,6996
19828,Fit,11,128,96,32,32,64,204,3604
9116,Fit,5,128,96,32,32,256,780,13780
9117,Fit,8,128,96,32,32,128,396,6996
9118,Fit,11,128,96,32,32,64,204,3604
17656,Fit,5,128,96,32,32,256,780,13780
17657,Fit,8,128,96,32,32,128,396,6996
17658,Fit,11,128,96,32,32,64,204,3604
28075,Fit,5,128,96,32,32,256,780,13780
28076,Fit,8,128,96,32,32,128,396,6996
28077,Fit,11,128,96,32,32,64,204,3604
38829,Fit,5,128,96,32,32,256,780,13780
38830,Fit,8,128,96,32,32,128,396,6996
38831,Fit,11,128,96,32,32,64,204,3604
31335,Not Fit,5,128,96,32,32,256,780,13780
31336,Not Fit,8,128,96,32,32,128,396,6996
31337,Not Fit,11,128,96,32,32,64,204,3604
2875,Fit,5,128,96,32,32,256,780,13780
2876,Fit,8,128,96,32,32,128,396,6996
2877,Fit,11,128,96,32,32,64,204,3604
13567,Fit,5,128,96,32,32,256,780,13780
13568,Fit,8,128,96,32,32,128,396,6996
13569,Fit,11,128,96,32,32,64,204,3604
2081,Fit,5,128,96,32,32,256,780,13780
2082,Fit,8,128,96,32,32,128,396,6996
2083,Fit,11,128,96,32,32,64,204,3604
43431,Fit,5,128,96,32,32,256,780,13780
43432,Fit,8,128,96,32,32,128,396,6996
43433,Fit,11,128,96,32,32,64,204,3604
49007,Fit,5,128,96,32,32,256,780,13780
49008,Fit,8,128,96,32,32,128,396,6996
49009,Fit,11,128,96,32,32,64,204,3604
43896,Fit,5,128,96,32,32,256,780,13780
43897,Fit,8,128,96,32,32,128,396,6996
43898,Fit,11,128,96,32,32,64,204,3604
41023,Fit,5,128,96,32,32,256,780,13780
41024,Fit,8,128,96,32,32,128,396,6996
41025,Fit,11,128,96,32,32,64,204,3604
30466,Fit,5,128,96,32,32,256,780,13780
30467,Fit,8,128,96,32,32,128,396,6996
30468,Fit,11,128,96,32,32,64,204,3604
39189,Fit,5,128,96,32,32,256,780,13780
39190,Fit,8,128,96,32,32,128,396,6996
39191,Fit,11,128,96,32,32,64,204,3604
6485,Fit,5,128,96,32,32,256,780,13780
6486,Fit,8,128,96,32,32,128,396,6996
6487,Fit,11,128,96,32,32,64,204,3604
17180,Fit,5,128,96,32,32,256,780,13780
17181,Fit,8,128,96,32,32,128,396,6996
17182,Fit,11,128,96,32,32,64,204,3604
9793,Fit,5,128,96,32,32,256,780,13780
9794,Fit,8,128,96,32,32,128,396,6996
9795,Fit,11,128,96,32,32,64,204,3604
8801,Fit,5,128,96,32,32,256,780,13780
8802,Fit,8,128,96,32,32,128,396,6996
8803,Fit,11,128,96,32,32,64,204,3604
20523,Fit,5,128,96,32,32,256,780,13780
20524,Fit,8,128,96,32,32,128,396,6996
20525,Fit,11,128,96,32,32,64,204,3604
6824,Fit,5,128,96,32,32,256,780,13780
6825,Fit,8,128,96,32,32,128,396,6996
6826,Fit,11,128,96,32,32,64,204,3604
45395,Fit,5,128,96,32,32,256,780,13780
45396,Fit,8,128,96,32,32,128,396,6996
45397,Fit,11,128,96,32,32,64,204,3604
42297,Not Fit,5,128,96,32,32,256,780,13780
42298,Not Fit,8,128,96,32,32,128,396,6996
42299,Not Fit,11,128,96,32,32,64,204,3604
14015,Not Fit,5,128,96,32,32,256,780,13780
14016,Not Fit,8,128,96,32,32,128,396,6996
14017,Not Fit,11,128,96,32,32,64,204,3604
2697,Not Fit,5,128,96,32,32,256,780,13780
2698,Not Fit,8,128,96,32,32,128,396,6996
2699,Not Fit,11,128,96,32,32,64,204,3604
13351,Not Fit,5,128,96,32,32,256,780,13780
13352,Not Fit,8,128,96,32,32,128,396,6996
13353,Not Fit,11,128,96,32,32,64,204,3604
22193,Not Fit,5,128,96,32,32,256,780,13780
22194,Not Fit,8,128,96,32,32,128,396,6996
22195,Not Fit,11,128,96,32,32,64,204,3604
32341,Not Fit,5,128,96,32,32,256,780,13780
32342,Not Fit,8,128,96,32,32,128,396,6996
32343,Not Fit,11,128,96,32,32,64,204,3604
26703,Not Fit,5,128,96,32,32,256,780,13780
26704,Not Fit,8,128,96,32,32,128,396,6996
26705,Not Fit,11,128,96,32,32,64,204,3604
10994,Fit,5,128,96,32,32,256,780,13780
10995,Fit,8,128,96,32,32,128,396,6996
10996,Fit,11,128,96,32,32,64,204,3604
509,Fit,5,128,96,32,32,256,780,13780
510,Fit,8,128,96,32,32,128,396,6996
511,Fit,11,128,96,32,32,64,204,3604
15785,Fit,5,128,96,32,32,256,780,13780
15786,Fit,8,128,96,32,32,128,396,6996
15787,Fit,11,128,96,32,32,64,204,3604
46328,Fit,5,128,96,32,32,256,780,13780
46329,Fit,8,128,96,32,32,128,396,6996
46330,Fit,11,128,96,32,32,64,204,3604
6440,Fit,5,128,96,32,32,256,780,13780
6441,Fit,8,128,96,32,32,128,396,6996
6442,Fit,11,128,96,32,32,64,204,3604
17282,Fit,5,128,96,32,32,256,780,13780
17283,Fit,8,128,96,32,32,128,396,6996
17284,Fit,11,128,96,32,32,64,204,3604
9688,Not Fit,5,128,96,32,32,256,780,13780
9689,Not Fit,8,128,96,32,32,128,396,6996
9690,Not Fit,11,128,96,32,32,64,204,3604
41087,Fit,5,128,96,32,32,256,780,13780
41088,Fit,8,128,96,32,32,128,396,6996
41089,Fit,11,128,96,32,32,64,204,3604
30421,Not Fit,5,128,96,32,32,256,780,13780
30422,Not Fit,8,128,96,32,32,128,396,6996
30423,Not Fit,11,128,96,32,32,64,204,3604
39292,Not Fit,5,128,96,32,32,256,780,13780
39293,Not Fit,8,128,96,32,32,128,396,6996
39294,Not Fit,11,128,96,32,32,64,204,3604
10893,Not Fit,5,128,96,32,32,256,780,13780
10894,Not Fit,8,128,96,32,32,128,396,6996
10895,Not Fit,11,128,96,32,32,64,204,3604
637,Not Fit,5,128,96,32,32,256,780,13780
638,Not Fit,8,128,96,32,32,128,396,6996
639,Not Fit,11,128,96,32,32,64,204,3604
15662,Not Fit,5,128,96,32,32,256,780,13780
15663,Not Fit,8,128,96,32,32,128,396,6996
15664,Not Fit,11,128,96,32,32,64,204,3604
46243,Not Fit,5,128,96,32,32,256,780,13780
46244,Not Fit,8,128,96,32,32,128,396,6996
46245,Not Fit,11,128,96,32,32,64,204,3604
21853,Fit,5,128,96,32,32,512,1548,27348
21854,Fit,8,128,96,32,32,256,780,13780
21855,Fit,11,128,96,32,32,128,396,6996
32670,Fit,5,128,96,32,32,512,1548,27348
32671,Fit,8,128,96,32,32,256,780,13780
32672,Fit,11,128,96,32,32,128,396,6996
26400,Not Fit,5,128,96,32,32,512,1548,27348
26401,Not Fit,8,128,96,32,32,256,780,13780
26402,Not Fit,11,128,96,32,32,128,396,6996
32320,Fit,5,128,96,32,32,512,1548,27348
32321,Fit,8,128,96,32,32,256,780,13780
32322,Fit,11,128,96,32,32,128,396,6996
22246,Fit,5,128,96,32,32,512,1548,27348
22247,Fit,8,128,96,32,32,256,780,13780
22248,Fit,11,128,96,32,32,128,396,6996
37340,Not Fit,5,128,96,32,32,512,1548,27348
37341,Not Fit,8,128,96,32,32,256,780,13780
37342,Not Fit,11,128,96,32,32,128,396,6996
47758,Fit,5,128,96,32,32,512,1548,27348
47759,Fit,8,128,96,32,32,256,780,13780
47760,Fit,11,128,96,32,32,128,396,6996
45439,Fit,5,128,96,32,32,512,1548,27348
45440,Fit,8,128,96,32,32,256,780,13780
45441,Fit,11,128,96,32,32,128,396,6996
28167,Fit,5,128,96,32,32,512,1548,27348
28168,Fit,8,128,96,32,32,256,780,13780
28169,Fit,11,128,96,32,32,128,396,6996
38478,Fit,5,128,96,32,32,512,1548,27348
38479,Fit,8,128,96,32,32,256,780,13780
38480,Fit,11,128,96,32,32,128,396,6996
31416,Not Fit,5,128,96,32,32,512,1548,27348
31417,Not Fit,8,128,96,32,32,256,780,13780
31418,Not Fit,11,128,96,32,32,128,396,6996
20543,Fit,5,128,96,32,32,512,1548,27348
20544,Fit,8,128,96,32,32,256,780,13780
20545,Fit,11,128,96,32,32,128,396,6996
8774,Not Fit,5,128,96,32,32,512,1548,27348
8775,Not Fit,8,128,96,32,32,256,780,13780
8776,Not Fit,11,128,96,32,32,128,396,6996
18270,Not Fit,5,128,96,32,32,512,1548,27348
18271,Not Fit,8,128,96,32,32,256,780,13780
18272,Not Fit,11,128,96,32,32,128,396,6996
44907,Fit,5,128,96,32,32,512,1548,27348
44908,Fit,8,128,96,32,32,256,780,13780
44909,Fit,11,128,96,32,32,128,396,6996
48563,Fit,5,128,96,32,32,512,1548,27348
48564,Fit,8,128,96,32,32,256,780,13780
48565,Fit,11,128,96,32,32,128,396,6996
27488,Fit,5,128,96,32,32,512,1548,27348
27489,Fit,8,128,96,32,32,256,780,13780
27490,Fit,11,128,96,32,32,128,396,6996
37674,Fit,5,128,96,32,32,512,1548,27348
37675,Fit,8,128,96,32,32,256,780,13780
37676,Fit,11,128,96,32,32,128,396,6996
32084,Fit,5,128,96,32,32,512,1548,27348
32085,Fit,8,128,96,32,32,256,780,13780
32086,Fit,11,128,96,32,32,128,396,6996
19616,Fit,5,128,96,32,32,512,1548,27348
19617,Fit,8,128,96,32,32,256,780,13780
19618,Fit,11,128,96,32,32,128,396,6996
8240,Fit,5,128,96,32,32,512,1548,27348
8241,Fit,8,128,96,32,32,256,780,13780
8242,Fit,11,128,96,32,32,128,396,6996
18801,Not Fit,5,128,96,32,32,512,1548,27348
18802,Not Fit,8,128,96,32,32,256,780,13780
18803,Not Fit,11,128,96,32,32,128,396,6996
21920,Fit,5,128,96,32,32,512,1548,27348
21921,Fit,8,128,96,32,32,256,780,13780
21922,Fit,11,128,96,32,32,128,396,6996
32969,Fit,5,128,96,32,32,512,1548,27348
32970,Fit,8,128,96,32,32,256,780,13780
32971,Fit,11,128,96,32,32,128,396,6996
26473,Not Fit,5,128,96,32,32,512,1548,27348
26474,Not Fit,8,128,96,32,32,256,780,13780
26475,Not Fit,11,128,96,32,32,128,396,6996
13588,Fit,5,128,96,32,32,512,1548,27348
13589,Fit,8,128,96,32,32,256,780,13780
13590,Fit,11,128,96,32,32,128,396,6996
2829,Not Fit,5,128,96,32,32,512,1548,27348
2830,Not Fit,8,128,96,32,32,256,780,13780
2831,Not Fit,11,128,96,32,32,128,396,6996
12930,Not Fit,5,128,96,32,32,512,1548,27348
12931,Not Fit,8,128,96,32,32,256,780,13780
12932,Not Fit,11,128,96,32,32,128,396,6996
38809,Not Fit,5,128,96,32,32,512,1548,27348
38810,Not Fit,8,128,96,32,32,256,780,13780
38811,Not Fit,11,128,96,32,32,128,396,6996
28102,Not Fit,5,128,96,32,32,512,1548,27348
28103,Not Fit,8,128,96,32,32,256,780,13780
28104,Not Fit,11,128,96,32,32,128,396,6996
45228,Not Fit,5,128,96,32,32,512,1548,27348
45229,Not Fit,8,128,96,32,32,256,780,13780
45230,Not Fit,11,128,96,32,32,128,396,6996
49679,Not Fit,5,128,96,32,32,512,1548,27348
49680,Not Fit,8,128,96,32,32,256,780,13780
49681,Not Fit,11,128,96,32,32,128,396,6996
42155,Not Fit,5,128,96,32,32,512,1548,27348
42156,Not Fit,8,128,96,32,32,256,780,13780
42157,Not Fit,11,128,96,32,32,128,396,6996
3441,Fit,5,128,96,32,32,512,1548,27348
3442,Fit,8,128,96,32,32,256,780,13780
3443,Fit,11,128,96,32,32,128,396,6996
14592,Fit,5,128,96,32,32,512,1548,27348
14593,Fit,8,128,96,32,32,256,780,13780
14594,Fit,11,128,96,32,32,128,396,6996
1549,Fit,5,128,96,32,32,512,1548,27348
1550,Fit,8,128,96,32,32,256,780,13780
1551,Fit,11,128,96,32,32,128,396,6996
48175,Fit,5,128,96,32,32,512,1548,27348
48176,Fit,8,128,96,32,32,256,780,13780
48177,Fit,11,128,96,32,32,128,396,6996
45768,Not Fit,5,128,96,32,32,512,1548,27348
45769,Not Fit,8,128,96,32,32,256,780,13780
45770,Not Fit,11,128,96,32,32,128,396,6996
25001,Fit,5,128,96,32,32,512,1548,27348
25002,Fit,8,128,96,32,32,256,780,13780
25003,Fit,11,128,96,32,32,128,396,6996
35456,Not Fit,5,128,96,32,32,512,1548,27348
35457,Not Fit,8,128,96,32,32,256,780,13780
35458,Not Fit,11,128,96,32,32,128,396,6996
24299,Not Fit,5,128,96,32,32,512,1548,27348
24300,Not Fit,8,128,96,32,32,256,780,13780
24301,Not Fit,11,128,96,32,32,128,396,6996
43719,Not Fit,5,128,96,32,32,512,1548,27348
43720,Not Fit,8,128,96,32,32,256,780,13780
43721,Not Fit,11,128,96,32,32,128,396,6996
44220,Not Fit,5,128,96,32,32,512,1548,27348
44221,Not Fit,8,128,96,32,32,256,780,13780
44222,Not Fit,11,128,96,32,32,128,396,6996
40834,Not Fit,5,128,96,32,32,512,1548,27348
40835,Not Fit,8,128,96,32,32,256,780,13780
40836,Not Fit,11,128,96,32,32,128,396,6996
30978,Not Fit,5,128,96,32,32,512,1548,27348
30979,Not Fit,8,128,96,32,32,256,780,13780
30980,Not Fit,11,128,96,32,32,128,396,6996
39020,Not Fit,5,128,96,32,32,512,1548,27348
39021,Not Fit,8,128,96,32,32,256,780,13780
39022,Not Fit,11,128,96,32,32,128,396,6996
5870,Not Fit,5,128,96,32,32,512,1548,27348
5871,Not Fit,8,128,96,32,32,256,780,13780
5872,Not Fit,11,128,96,32,32,128,396,6996
17382,Not Fit,5,128,96,32,32,512,1548,27348
17383,Not Fit,8,128,96,32,32,256,780,13780
17384,Not Fit,11,128,96,32,32,128,396,6996
9318,Not Fit,5,128,96,32,32,512,1548,27348
9319,Not Fit,8,128,96,32,32,256,780,13780
9320,Not Fit,11,128,96,32,32,128,396,6996
44398,Not Fit,2,512,48,16,1,128,780,7540
4908,Not Fit,2,512,48,16,1,256,1548,14964
49226,Not Fit,2,512,48,16,1,512,3084,29812
20758,Not Fit,2,512,96,32,1,128,780,13780
14963,Not Fit,2,512,96,32,1,256,1548,27348
10079,Not Fit,2,512,96,32,1,512,3084,54484
23431,Fit,5,512,384,16,16,128,396,26004
23430,Fit,8,512,384,16,16,64,204,13396
23432,Fit,11,512,384,16,16,32,108,7092
34203,Fit,5,512,384,16,16,128,396,26004
34204,Fit,8,512,384,16,16,64,204,13396
34205,Fit,11,512,384,16,16,32,108,7092
25261,Fit,5,512,384,16,16,128,396,26004
25262,Fit,8,512,384,16,16,64,204,13396
25263,Fit,11,512,384,16,16,32,108,7092
14791,Fit,5,512,384,16,16,128,396,26004
14793,Fit,8,512,384,16,16,64,204,13396
14792,Fit,11,512,384,16,16,32,108,7092
4294,Fit,5,512,384,16,16,128,396,26004
4295,Fit,8,512,384,16,16,64,204,13396
4296,Fit,11,512,384,16,16,32,108,7092
11521,Fit,5,512,384,16,16,128,396,26004
11522,Fit,8,512,384,16,16,64,204,13396
11523,Fit,11,512,384,16,16,32,108,7092
3643,Fit,5,512,384,16,16,128,396,26004
3642,Fit,8,512,384,16,16,64,204,13396
3644,Fit,11,512,384,16,16,32,108,7092
14267,Fit,5,512,384,16,16,128,396,26004
14268,Fit,8,512,384,16,16,64,204,13396
14269,Fit,11,512,384,16,16,32,108,7092
1591,Fit,5,512,384,16,16,128,396,26004
1592,Fit,8,512,384,16,16,64,204,13396
1593,Fit,11,512,384,16,16,32,108,7092
33523,Fit,5,512,384,16,16,128,396,26004
33522,Fit,8,512,384,16,16,64,204,13396
33524,Fit,11,512,384,16,16,32,108,7092
22737,Fit,5,512,384,16,16,128,396,26004
22738,Fit,8,512,384,16,16,64,204,13396
22739,Fit,11,512,384,16,16,32,108,7092
37235,Fit,5,512,384,16,16,128,396,26004
37236,Fit,8,512,384,16,16,64,204,13396
37237,Fit,11,512,384,16,16,32,108,7092
19039,Fit,5,512,384,16,16,128,396,26004
19038,Fit,8,512,384,16,16,64,204,13396
19040,Fit,11,512,384,16,16,32,108,7092
8388,Fit,5,512,384,16,16,128,396,26004
8387,Fit,8,512,384,16,16,64,204,13396
8389,Fit,11,512,384,16,16,32,108,7092
18350,Fit,5,512,384,16,16,128,396,26004
18351,Fit,8,512,384,16,16,64,204,13396
18352,Fit,11,512,384,16,16,32,108,7092
28954,Fit,5,512,384,16,16,128,396,26004
28955,Fit,8,512,384,16,16,64,204,13396
28956,Fit,11,512,384,16,16,32,108,7092
38998,Fit,5,512,384,16,16,128,396,26004
38997,Fit,8,512,384,16,16,64,204,13396
38999,Fit,11,512,384,16,16,32,108,7092
31062,Fit,5,512,384,16,16,128,396,26004
31061,Fit,8,512,384,16,16,64,204,13396
31063,Fit,11,512,384,16,16,32,108,7092
44197,Fit,5,512,384,16,16,128,396,26004
44198,Fit,8,512,384,16,16,64,204,13396
44199,Fit,11,512,384,16,16,32,108,7092
14613,Fit,5,512,384,16,16,128,396,26004
14615,Fit,8,512,384,16,16,64,204,13396
14614,Fit,11,512,384,16,16,32,108,7092
3462,Fit,5,512,384,16,16,128,396,26004
3463,Fit,8,512,384,16,16,64,204,13396
3464,Fit,11,512,384,16,16,32,108,7092
12739,Fit,5,512,384,16,16,128,396,26004
12740,Fit,8,512,384,16,16,64,204,13396
12741,Fit,11,512,384,16,16,32,108,7092
48214,Fit,5,512,384,16,16,128,396,26004
48215,Fit,8,512,384,16,16,64,204,13396
48216,Fit,11,512,384,16,16,32,108,7092
8067,Fit,5,512,384,16,16,128,396,26004
8068,Fit,8,512,384,16,16,64,204,13396
8069,Fit,11,512,384,16,16,32,108,7092
19705,Fit,5,512,384,16,16,128,396,26004
19706,Fit,8,512,384,16,16,64,204,13396
19707,Fit,11,512,384,16,16,32,108,7092
7357,Fit,5,512,384,16,16,128,396,26004
7358,Fit,8,512,384,16,16,64,204,13396
7359,Fit,11,512,384,16,16,32,108,7092
37799,Fit,5,512,384,16,16,128,396,26004
37800,Fit,8,512,384,16,16,64,204,13396
37801,Fit,11,512,384,16,16,32,108,7092
27352,Fit,5,512,384,16,16,128,396,26004
27353,Fit,8,512,384,16,16,64,204,13396
27354,Fit,11,512,384,16,16,32,108,7092
41537,Fit,5,512,384,16,16,128,396,26004
41538,Fit,8,512,384,16,16,64,204,13396
41539,Fit,11,512,384,16,16,32,108,7092
4645,Fit,5,512,384,16,16,128,396,26004
4644,Fit,8,512,384,16,16,64,204,13396
4646,Fit,11,512,384,16,16,32,108,7092
15925,Fit,5,512,384,16,16,128,396,26004
15926,Fit,8,512,384,16,16,64,204,13396
15927,Fit,11,512,384,16,16,32,108,7092
173,Fit,5,512,384,16,16,128,396,26004
174,Fit,8,512,384,16,16,64,204,13396
175,Fit,11,512,384,16,16,32,108,7092
34557,Fit,5,512,384,16,16,128,396,26004
34559,Fit,8,512,384,16,16,64,204,13396
34558,Fit,11,512,384,16,16,32,108,7092
24362,Fit,5,512,384,16,16,128,396,26004
24363,Fit,8,512,384,16,16,64,204,13396
24364,Fit,11,512,384,16,16,32,108,7092
35350,Fit,5,512,384,16,16,128,396,26004
35349,Fit,8,512,384,16,16,64,204,13396
35351,Fit,11,512,384,16,16,32,108,7092
11698,Fit,5,512,384,16,16,128,396,26004
